id,Workplaces,College,School,Places,Gender
7060,no workplaces to show,no schools to show,no schools to show,no places to show,male
7061,no workplaces to show,no schools to show,went to trường trung học cơ sở long thạnh,"tân châu|angiang, an giang, vietnam|tân châu",notknown
7062,works at trường thpt chuyên hùng vương - gia lai,studied at ueh - trường đại học kinh tế tp.hcm|studied at ueh - trường đại học kinh tế tp.hcm|studied at ueh - trường đại học kinh tế tp.hcm,went to trường thpt chuyên hùng vương - gia laip,"tinh pleiku, gia lai, vietnam|tinh pleiku, gia lai, vietnam",male
7063,no workplaces to show,no schools to show,no schools to show,no places to show,male
7064,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
7065,works at công ty chemtrovina ltd.,no schools to show,went to thpt đức trí,nhon trach,male
7066,"ho chi minh city, vietnam",no schools to show,"went to thpt tân châu, tân châu, an giang","tân châu|ho chi minh city, vietnam",male
7067,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
7068,no workplaces to show,studies quản trị-kinh doanh at trường đại học tài chính - marketing,went to thcs long thuận|went to thcs long thuận,hồng ngự|hồng ngự,female
7069,no workplaces to show,studies at trường đại học y khoa phạm ngọc thạch|studies at trường đại học y khoa phạm ngọc thạch,went to trường thpt nguyễn thượng hiền truong thpt nguyen thuong hien,no places to show,female
7070,no workplaces to show,studies quản trị nhà hàng khách sạn at cao đẳng du lịch sài gòn,went to thcs phú túc,"ho chi minh city, vietnam|bến tre",female
7071,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
7072,no workplaces to show,studies advanced education program of information systems at trường đại học công nghệ thông tin - đại học quốc gia tp.hcm,went to trường thpt cần đước|went to trường thpt cần đước,di an|can duoc,notknown
7073,"ho chi minh city, vietnam",studied at pham ngoc thach university of medicine|studied at pham ngoc thach university of medicine,went to trường ptth tân châu,"ho chi minh city, vietnam|tân châu",female
7074,no workplaces to show,studies at trường đại học công nghệ thông tin - đại học quốc gia tp.hcm,went to trường thpt chuyên trần hưng đạo - bình thuận,"ho chi minh city, vietnam|phan thiet",female
7075,worked at trường đại học công nghệ thông tin - đại học quốc gia tp.hcm,studied at trường đại học công nghệ thông tin - đại học quốc gia tp.hcm,went to thpt hoa da|went to thpt hoa da,"ho chi minh city, vietnam",male
7076,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
7077,no workplaces to show,no schools to show,no schools to show,"cho moi, an giang",notknown
7078,tân châu,no schools to show,went to trường thcs phú lâm,"ap tan phu ha, an giang, vietnam",male
7079,"an khê, gia lai, vietnam",studied bvtv at trường đại học nông lâm tp.hcm,went to thcs trưng vương (pleiku)|went to thcs trưng vương (pleiku),"an khê, gia lai, vietnam|binh dinh, nghia binh, vietnam",female
7080,no workplaces to show,no schools to show,"went to thpt nguyễn thị minh khai, mỏ cày nam, bến tre","ho chi minh city, vietnam|bến tre",male
7081,no workplaces to show,no schools to show,no schools to show,biên hòa|biên hòa,male
7082,no workplaces to show,no schools to show,no schools to show,quy nhon,notknown
7083,no workplaces to show,studied at trường cao đẳng kĩ thuật cao thắng,went to thpt dĩ an,di an|di an,male
7084,ủy viên bch at hoạt động đoàn hội - hệ thống thông tin,"studied at trường đại học công nghệ thông tin, đại học quốc gia thành phố hồ chí minh",went to thpt lương văn chánh phú yên,"ho chi minh city, vietnam|tuy hòa",female
7085,no workplaces to show,"studied toán-tin học at trường đại học khoa học tự nhiên, đại học quốc gia tp.hcm|studied toán-tin học at trường đại học khoa học tự nhiên, đại học quốc gia tp.hcm",no schools to show,"ho chi minh city, vietnam|ho chi minh city, vietnam",male
7086,no workplaces to show,studies at trường đại học giao thông vận tải tp.hcm,no schools to show,vung tau,female
7087,no workplaces to show,no schools to show,no schools to show,no places to show,male
7088,works at ho chi minh city,no schools to show,no schools to show,"ho chi minh city, vietnam",female
7089,no workplaces to show,no schools to show,"went to thpt nguyễn chí thanh, phú tân, an giang","angiang, an giang, vietnam|angiang, an giang, vietnam",notknown
7090,works at đại học văn hiến,no schools to show,no schools to show,tân châu|tân châu,female
7091,giáo viên,no schools to show,no schools to show,"ho chi minh city, vietnam",notknown
7092,no workplaces to show,studied at đh ngân hàng tp.hcm (banking university hcmc),went to thpt lê hồng phong-biên hòa,"ho chi minh city, vietnam",female
7093,no workplaces to show,no schools to show,"went to thpt tân châu, tân châu, an giang",no places to show,notknown
7094,no workplaces to show,no schools to show,no schools to show,"ta khmau|takhmak, kandahar, afghanistan|ta khmau",male
7095,works at sfr - nhóm sinh viên nghiên cứu tài chính|works at sfr - nhóm sinh viên nghiên cứu tài chính,studied at thpt nguyễn hữu huân|studied at thpt nguyễn hữu huân|studied at thpt nguyễn hữu huân,no schools to show,"ho chi minh city, vietnam|ho chi minh city, vietnam",male
7096,"nhân viên kinh doanh, sale, at công ty tnhh tập đoàn đầu tư hoa sen",no schools to show,went to thpt đức trí-tân châu,tân châu|tân châu,notknown
7097,works at trường thcs phú lâm,no schools to show,no schools to show,"angiang, an giang, vietnam",female
7098,works at an phu binh duong,no schools to show,no schools to show,no places to show,female
7099,no workplaces to show,studies software engineering at trường đại học công nghệ thông tin|studies software engineering at trường đại học công nghệ thông tin,no schools to show,kon tum|kon tum,male
7100,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
7101,no workplaces to show,no schools to show,no schools to show,"ho chi minh city, vietnam|gò công",notknown
7102,no workplaces to show,studied at trường đại học an giang,no schools to show,no places to show,female
7103,works at aia ga - đồng tháp|works at aia ga - đồng tháp,studied at trường đại học an giang,"went to thpt tân châu, an giang",cao lãnh|tân châu,female
7104,no workplaces to show,"studied information technology at trường đại học khoa học tự nhiên, đại học quốc gia tp.hcm",no schools to show,"ho chi minh city, vietnam|long thành",female
7105,works at hutech - đại học công nghệ tp.hcm,studied at đại học tây nguyên,no schools to show,"buon me thuot|hanoi, vietnam",notknown
7106,no workplaces to show,no schools to show,went to trường thpt trần khai nguyên quận 5|went to trường thpt trần khai nguyên quận 5,"ho chi minh city, vietnam|ho chi minh city, vietnam|khám chí hòa",male
7107,,,,,
7108,works at ngân hàng shinhan (shinhan bank),studied at hufi - đại học công nghiệp thực phẩm tp.hcm,no schools to show,"ho chi minh city, vietnam|buôn ma thuột, đắc lắk, vietnam",notknown
7109,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
7110,no workplaces to show,no schools to show,went to thpt nhon trach,"ho chi minh city, vietnam|ho chi minh city, vietnam",notknown
7111,works at seoul tân phước khánh,no schools to show,went to cựu học sinh trường thpt ca văn thỉnh - an thới,bến tre|bến tre,notknown
7112,no workplaces to show,studies at trường đại học nông lâm tp.hcm,went to rạch kiến high school,"ho chi minh city, vietnam|can duoc",male
7113,no workplaces to show,studied at trường đại học ngoại ngữ - tin học tp. hcm - huflit,went to trường thpt tân châu,tân châu|tân châu,male
7114,no workplaces to show,no schools to show,no schools to show,long khanh|long khanh,male
7115,no workplaces to show,no schools to show,no schools to show,cao lãnh|hồng ngự,notknown
7116,no workplaces to show,no schools to show,went to thpt chu văn an - an giang,"angiang, an giang, vietnam",male
7117,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
7118,no workplaces to show,studied at trường thpt lai vung 3,no schools to show,can tho|lai vung,male
7119,,,,,
7120,disc jockey (dj) at clb âm nhạc tcm đại học xây dựng hà nội|disc jockey (dj) at clb âm nhạc tcm đại học xây dựng hà nội,studies at nttu - đại học nguyễn tất thành|studies at nttu - đại học nguyễn tất thành,went to thpt thanh bình,"seoul, korea|ho chi minh city, vietnam",male
7121,no workplaces to show,studies at cựu sv & sinh viên trường đại học sư phạm kỹ thuật tp.hcm,no schools to show,quang ngai|nghia hanh,male
7122,no workplaces to show,studied at trường đại học giao thông vận tải tp.hcm,no schools to show,nha trang,notknown
7123,no workplaces to show,no schools to show,no schools to show,"ha-nam, hà nam, vietnam",notknown
7124,no workplaces to show,no schools to show,no schools to show,nhơn trạch|can tho,male
7125,no workplaces to show,no schools to show,went to trường thcs phú lâm,long xuyên|phú lâm,notknown
7126,elementary teacher at an giang,no schools to show,no schools to show,no places to show,female
7127,mt motor|mt motor,no schools to show,no schools to show,"tân châu|angiang, an giang, vietnam",male
7128,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
7129,no workplaces to show,studies at hufi - đại học công nghiệp thực phẩm tp.hcm,"goes to thpt tân châu, tân châu, an giang","long thuan, ðồng tháp, vietnam",male
7130,no workplaces to show,no schools to show,went to thpt tháp mười - đồng tháp,no places to show,male
7131,no workplaces to show,no schools to show,"goes to thpt tân châu, an giang",tân châu|tân châu,female
7132,trường đại học đà lạt,studies at trường đại học đà lạt|studies at trường đại học đà lạt,"went to trường thpt bùi thị xuân, đà lạt",da lat,male
7133,works at phim trung quốc,studied at ~*~ăn chơi đua đòi chứ không quậy phá~*~,no schools to show,"yên bài, ha noi, vietnam|yên bài, ha noi, vietnam",female
7134,product manager team lead at novagroup|product manager team lead at novagroup|product manager team lead at novagroup|product manager team lead at novagroup|product manager team lead at novagroup,"studied thương mại điện tử at trường đại học công nghệ thông tin, đại học quốc gia thành phố hồ chí minh",went to trường thpt hàm thuận nam,"ho chi minh city, vietnam|fanthit, bình thuận, vietnam|ho chi minh city, vietnam",male
7135,works at đại học tôn đức thắng,studied quản lý thể dục thể thao at đại học tôn đức thắng,went to trường thpt nguyễn huệ - tp. vũng tàu,vung tau,notknown
7136,no workplaces to show,no schools to show,"went to thpt tân châu, tân châu, an giang","ho chi minh city, vietnam",notknown
7137,vua ca kieu phj yen|vua ca kieu phj yen,studied at an giang university,no schools to show,tân châu,male
7138,no workplaces to show,studies hệ thống thông tin at trường đại học công nghệ thông tin - đại học quốc gia tp.hcm,no schools to show,bến tre,male
7139,dancer at hit crew,studies at trường đại học mở tp. hcm | ho chi minh city open university,no schools to show,"ho chi minh city, vietnam",notknown
7140,no workplaces to show,no schools to show,no schools to show,"angiang, an giang, vietnam",notknown
7141,no workplaces to show,studied at dai hoc an giang,no schools to show,no places to show,female
7142,no workplaces to show,no schools to show,no schools to show,"ho chi minh city, vietnam|ho chi minh city, vietnam",notknown
7143,no workplaces to show,studies y đa khoa at trường đại học y dược cần thơ,no schools to show,can tho|thap muoi,female
7144,giáo viên trường tiểu học long hưng,"studied at trường đại học sư phạm, đại học huế",no schools to show,no places to show,male
7145,no workplaces to show,studied at university of economics ho chi minh city - ueh,no schools to show,"ho chi minh city, vietnam",notknown
7146,no workplaces to show,no schools to show,no schools to show,"phú lâm, an giang, vietnam",female
7147,no workplaces to show,no schools to show,no schools to show,"thành phố hồ chí minh, hồ chí minh, vietnam|thành phố hồ chí minh, hồ chí minh, vietnam",male
7148,,,,,
7149,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
7150,former designer at châu đốc|former designer at châu đốc,no schools to show,no schools to show,"angiang, an giang, vietnam|tân châu|thu dau mot",male
7151,no workplaces to show,no schools to show,no schools to show,no places to show,female
7152,no workplaces to show,no schools to show,no schools to show,no places to show,female
7153,,,,,
7154,works at an giang,no schools to show,no schools to show,"angiang, an giang, vietnam",male
7155,no workplaces to show,studied at trường thcs long sơn,no schools to show,tân châu,notknown
7156,worked at truog thbt a long thanh|worked at truog thbt a long thanh,studied at an giang university,no schools to show,tân châu|tân châu,female
7157,no workplaces to show,studies bác sĩ thú y - veterinary medicine at trường đại học nông lâm tp.hcm,"went to thpt tân châu, tân châu, an giang","ho chi minh city, vietnam|tân châu",notknown
7158,no workplaces to show,no schools to show,no schools to show,no places to show,male
7159,no workplaces to show,studied at uit,went to sontinh1,no places to show,male
7160,former giáo viên at trường trung học phổ thông tân châu,studied at đại học sư phạm thành phố hồ chí minh,went to trường trung học phổ thông tân châu,tân châu,female
7161,works at trường thpt bắc trà my,studies gây mê hồi sức at trường đại học kỹ thuật y dược - đà nẵng,"went to thpt  bắc trà my, bắc trà my, quảng nam","da nang, vietnam|da nang, vietnam",female
7162,no workplaces to show,no schools to show,no schools to show,"ho chi minh city, vietnam|xuân lộc, ðồng nai, vietnam",notknown
7163,no workplaces to show,no schools to show,no schools to show,lai vung,notknown
7164,works at hành thịnh,no schools to show,no schools to show,quang ngai|nghia hanh,notknown
7165,no workplaces to show,"studies at trường đại học công nghệ thông tin, đại học quốc gia thành phố hồ chí minh",went to huynh thuc khang high school,no places to show,male
7166,"works at tân châu, an giang|works at tân châu, an giang",no schools to show,no schools to show,tân châu,female
7167,no workplaces to show,studies at đại học tôn đức thắng,no schools to show,"ho chi minh city, vietnam|biên hòa",notknown
7168,no workplaces to show,no schools to show,went to thpt sào nam,"duy xuyên|quang nam, quang nam-da nang, vietnam",notknown
7169,no workplaces to show,no schools to show,no schools to show,da lat,notknown
7170,no workplaces to show,no schools to show,no schools to show,tân châu|tân châu,notknown
7171,no workplaces to show,no schools to show,went to thcs long thạnh|went to thcs long thạnh,"tân châu|angiang, an giang, vietnam",male
7172,no workplaces to show,studied at trường đại học nông lâm tp.hcm,no schools to show,"ho chi minh city, vietnam|cai lay",female
7173,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
7174,tân châu,no schools to show,went to pho thong tan chau,"ho chi minh city, vietnam|angiang, an giang, vietnam",male
7175,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
7176,no workplaces to show,studied at trường đại học công nghệ thông tin - đại học quốc gia tp.hcm,no schools to show,"la hai, phu khanh, vietnam|la hai, phu khanh, vietnam",male
7177,no workplaces to show,no schools to show,no schools to show,"ho chi minh city, vietnam|tân châu",notknown
7178,works at cao đẳng fpt polytechnic,studied at cao đẳng fpt polytechnic,went to truong thcs nguyen sinh sac,"ho chi minh city, vietnam|tân châu",notknown
7179,tay phải at the no name gang,no schools to show,went to thpt nguyễn thái bình - tphcm,"ho chi minh city, vietnam|thái bình",notknown
7180,no workplaces to show,no schools to show,no schools to show,no places to show,male
7181,business systems analyst at onlinecrm - giải pháp crm chuyên sâu theo ngành|business systems analyst at onlinecrm - giải pháp crm chuyên sâu theo ngành,studied information systems at trường đại học công nghệ thông tin - đại học quốc gia tp.hcm,went to thpt chuyên lê thánh tông,"ho chi minh city, vietnam|hội an",notknown
7182,works at thpt phan chu trinh phú yên,studied công ngệ thông tin at đại học mở hà nội - hanoi open university|studied công ngệ thông tin at đại học mở hà nội - hanoi open university|studied công ngệ thông tin at đại học mở hà nội - hanoi open university,"went to trường pt cấp 2-3 quang trung, phú yên",sông cầu|sông cầu,notknown
7183,no workplaces to show,no schools to show,no schools to show,"ho chi minh city, vietnam|quang ngai",notknown
7184,no workplaces to show,no schools to show,no schools to show,no places to show,female
7185,no workplaces to show,"studies at trường đại học công nghệ thông tin, đại học quốc gia thành phố hồ chí minh",went to trường trung học phổ thông nông cống 3,thanh hóa|nong cong,male
7186,works at quốc tế bách khoa hcm,no schools to show,went to thpt chuyên lê quý đôn,dong ha,male
7187,no workplaces to show,no schools to show,went to thcs tt mỹ luông,"cho moi, an giang|cho moi, an giang",male
7188,no workplaces to show,no schools to show,no schools to show,"angiang, an giang, vietnam|phú lâm",notknown
7189,no workplaces to show,"studies thương mại điện tử at trường đại học công nghệ thông tin, đại học quốc gia thành phố hồ chí minh",went to cựu học sinh trường thpt đặng huy trứ,"hue, vietnam|hue, vietnam",female
7190,"học sinh at trường thpt phước vĩnh, phú giáo, bình dương|học sinh at trường thpt phước vĩnh, phú giáo, bình dương",no schools to show,went to trường thpt phước vĩnh,no places to show,male
7191,no workplaces to show,no schools to show,no schools to show,"angiang, an giang, vietnam|angiang, an giang, vietnam",female
7192,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
7193,học sinh at trường thpt hòa lạc,studied at trường cao đẳng y tế cần thơ 340 nguyễn văn cừ,no schools to show,"chaudok, an giang, vietnam|chaudok, an giang, vietnam",male
7194,no workplaces to show,no schools to show,went to trường thpt nguyễn tất thành q6|went to trường thpt nguyễn tất thành q6,"ho chi minh city, vietnam|ho chi minh city, vietnam",female
7195,no workplaces to show,studied y đa khoa at trường đại học y dược cần thơ|studied y đa khoa at trường đại học y dược cần thơ,no schools to show,can tho|hà tĩnh,notknown
7196,no workplaces to show,"studies at trường đại học công nghệ thông tin, đại học quốc gia thành phố hồ chí minh",went to trường thpt số 1 an nhơn,"binh dinh, nghia binh, vietnam|binh dinh, nghia binh, vietnam",male
7197,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
7198,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
7199,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
7200,no workplaces to show,no schools to show,no schools to show,no places to show,female
7201,quản lí at làng quotes|quản lí at làng quotes,no schools to show,went to thpt đức trí,"ho chi minh city, vietnam|tân châu",male
7202,no workplaces to show,studied at đại học tôn đức thắng,no schools to show,"ho chi minh city, vietnam",male
7203,no workplaces to show,no schools to show,"went to thpt tân châu, an giang",no places to show,female
7204,no workplaces to show,studied sư phạm - giáo viên tiểu học at an giang university|studied sư phạm - giáo viên tiểu học at an giang university,no schools to show,long xuyên,female
7205,selab - hcmus|selab - hcmus|selab - hcmus|selab - hcmus|selab - hcmus|selab - hcmus|selab - hcmus,"studies cử nhân tài năng công nghệ thông tin at trường đại học khoa học tự nhiên, đại học quốc gia tp.hcm|studies cử nhân tài năng công nghệ thông tin at trường đại học khoa học tự nhiên, đại học quốc gia tp.hcm","went to trường trung học phổ thông chuyên lê hồng phong, thành phố hồ chí minh|went to trường trung học phổ thông chuyên lê hồng phong, thành phố hồ chí minh|went to trường trung học phổ thông chuyên lê hồng phong, thành phố hồ chí minh","ho chi minh city, vietnam|ho chi minh city, vietnam",male
7206,no workplaces to show,studied banking & finance at ho chi minh city university of food industry (hufi),no schools to show,no places to show,female
7207,product designer at ví momo|product designer at ví momo|product designer at ví momo,studied information systems at trường đại học công nghệ thông tin - đại học quốc gia tp.hcm,went to thpt chuyên lê thánh tông,"ho chi minh city, vietnam",female
7208,"tattooist at thanh pho ho chi minh, viet nam|tattooist at thanh pho ho chi minh, viet nam|tattooist at thanh pho ho chi minh, viet nam",no schools to show,went to thcs chu van an,"ho chi minh city, vietnam|tân châu",female
7209,no workplaces to show,no schools to show,no schools to show,tân châu|tân châu,male
7210,no workplaces to show,"studied at trường đại học công nghệ thông tin, đại học quốc gia thành phố hồ chí minh",went to thpt chuyên nguyễn thị minh khai,soc trang,notknown
7211,worked at thcs mỹ an,studied at dai hoc an giang,went to thcs binh phuoc xuan,"cho moi, an giang|cho moi, an giang",female
7212,studying at trường đại học công nghệ thông tin - đại học quốc gia tp.hcm,studied at university of central oklahoma,no schools to show,"oklahoma city, oklahoma|oklahoma city, oklahoma",male
7213,no workplaces to show,no schools to show,"went to thpt tân châu, an giang","ho chi minh city, vietnam|tân châu",female
7214,no workplaces to show,no schools to show,no schools to show,"tân châu|angiang, an giang, vietnam|phu quoc, kiến giang, vietnam",male
7215,,,,,
7216,works at facebook|works at facebook,studies at trường đại học cần thơ,"went to thpt nguyễn quang diêu, tân châu, an giang",can tho|tân châu,male
7217,no workplaces to show,studied at neu - đại học kinh tế quốc dân,went to trường thpt số 2 mộ đức - quảng ngãi,"hanoi, vietnam|quang ngai",notknown
7218,𝗠𝗕 𝗕𝗮𝗻𝗸: 𝟮𝟬𝟬𝟭𝟳𝟳𝟵𝟳𝟳𝟵𝟳𝟳𝟵,studies at đại học tôn đức thắng,no schools to show,tây ninh,male
7219,"ho chi minh city, vietnam",no schools to show,went to trường thpt phan ngọc hiển l huyện năm căn l tỉnh cà mau,"ho chi minh city, vietnam|cà mau",female
7220,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
7221,works at thành phố cần thơ,no schools to show,went to thpt đức trí,can tho|tân châu,female
7222,no workplaces to show,no schools to show,"went to thpt tân châu, tân châu, an giang|went to thpt tân châu, tân châu, an giang","ho chi minh city, vietnam",female
7223,tân châu,no schools to show,"went to thpt tân châu, an giang","angiang, an giang, vietnam|tân châu",female
7224,no workplaces to show,"studies at trường đại học công nghệ thông tin, đại học quốc gia thành phố hồ chí minh",no schools to show,tuy hòa|bac giang,female
7225,works at trường thpt nguyễn chí thanh confession|works at trường thpt nguyễn chí thanh confession|works at trường thpt nguyễn chí thanh confession,studied at trường đại học cần thơ,"went to cựu hs trương thpt chu văn an, phú tân, an giang","long xuyên|ap phu binh, an giang, vietnam",male
7226,no workplaces to show,no schools to show,no schools to show,no places to show,male
7227,works at học viện hàng không ăn không rồi báo việt nam - vietnam aviation academy|works at học viện hàng không ăn không rồi báo việt nam - vietnam aviation academy,studied at an giang university|studied at an giang university,"went to thpt nguyễn chí thanh, phú tân, an giang","phú tân|angiang, an giang, vietnam",female
7228,no workplaces to show,studied ngành sư phạm âm nhạc at trường đại học đồng tháp,no schools to show,no places to show,male
7229,no workplaces to show,studies quan hệ công chúng & truyền thông - pr at trường đại học văn lang,no schools to show,"ho chi minh city, vietnam|can giuoc",female
7230,no workplaces to show,no schools to show,"went to thpt  bắc trà my, bắc trà my, quảng nam","trà my, quang nam-da nang, vietnam|trà my, quang nam-da nang, vietnam",male
7231,soc trang,no schools to show,went to khu phố ăn chơi,vinh chau|vinh chau|vinh chau,notknown
7232,head teacher at trường thpt quế võ 1|head teacher at trường thpt quế võ 1|head teacher at trường thpt quế võ 1|head teacher at trường thpt quế võ 1,studied ke toan at cao dang cong nghiep thai nguyen,"went to thpt phố mới, quế võ, bắc ninh",bắc ninh|bắc ninh,female
7233,no workplaces to show,no schools to show,no schools to show,"angiang, an giang, vietnam",notknown
7234,no workplaces to show,no schools to show,no schools to show,no places to show,male
7235,social media manager at webdev studios,studies at trường đại học công nghệ thông tin - đại học quốc gia tp.hcm,no schools to show,"ho chi minh city, vietnam",notknown
7236,no workplaces to show,no schools to show,no schools to show,no places to show,male
7237,works at freelancer,studied iba at trường đại học ngoại ngữ - tin học tp. hcm - huflit,no schools to show,"ho chi minh city, vietnam|ho chi minh city, vietnam",female
7238,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
7239,works at msb - ngân hàng tmcp hàng hải việt nam,no schools to show,no schools to show,"cao lãnh|angiang, an giang, vietnam",notknown
7240,no workplaces to show,no schools to show,no schools to show,"phu my, an giang, vietnam",male
7241,clb tư vấn tuyển sinh at trường đại học khoa học xã hội và nhân văn - đại học quốc gia tp. hcm,studies truyền thông đa phương tiện at trường đại học khoa học xã hội và nhân văn - đại học quốc gia tp. hcm|studies truyền thông đa phương tiện at trường đại học khoa học xã hội và nhân văn - đại học quốc gia tp. hcm,no schools to show,"ho chi minh city, vietnam",female
7242,manager at allmed|manager at allmed,studied at dh y dược tphcm,went to thpt củ chi,"ho chi minh city, vietnam|củ chi, hồ chí minh, vietnam",notknown
7243,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
7244,no workplaces to show,studies at nttu - đại học nguyễn tất thành,goes to thpt trần kỳ phong,"ho chi minh city, vietnam|quang ngai",female
7245,,,,,
7246,no workplaces to show,no schools to show,no schools to show,no places to show,female
7247,no workplaces to show,studies at trường đại học ngân hàng tp. hồ chí minh - hub,no schools to show,"buôn ma thuột, đắc lắk, vietnam",female
7248,no workplaces to show,no schools to show,no schools to show,no places to show,female
7249,no workplaces to show,"studies at trường đại học công nghệ thông tin, đại học quốc gia thành phố hồ chí minh",went to thcs lê quý đôn - hà lam - quảng nam|went to thcs lê quý đôn - hà lam - quảng nam,"cay coc, quang nam-da nang, vietnam|quang nam, quang nam-da nang, vietnam",female
7250,no workplaces to show,studied luật kinh tế at đại học tôn đức thắng,no schools to show,"ho chi minh city, vietnam|angiang, an giang, vietnam",notknown
7251,no workplaces to show,no schools to show,no schools to show,tân châu|tân châu,female
7252,no workplaces to show,"studies at university of economics, ho chi minh city, vietnam","went to thpt tân châu, tân châu, an giang","ho chi minh city, vietnam|tân châu",female
7253,nhà phân phối nhụy hoa nghệ tây-saffron tây á,no schools to show,"went to thpt lê trung kiên, hòa vinh, đông hòa, phú yên","an thuan, song be, vietnam|dong hoa",female
7254,works at microchip technology inc.|works at microchip technology inc.,"studied at trường đại học công nghệ thông tin, đại học quốc gia thành phố hồ chí minh",no schools to show,"ho chi minh city, vietnam|gia lai, gia lai, vietnam",male
7255,no workplaces to show,no schools to show,no schools to show,"tân châu|angiang, an giang, vietnam",male
7256,no workplaces to show,studied at nttu - đại học nguyễn tất thành,went to thpt vĩnh xương,"yongchang|angiang, an giang, vietnam",male
7257,no workplaces to show,no schools to show,no schools to show,"di an|ho chi minh city, vietnam",notknown
7258,thang binh-quang nam at lee min huu photography|thang binh-quang nam at lee min huu photography,studied at đh quảng nam,"went to trường thpt nguyễn thái bình, thăng bình, quảng nam|went to trường thpt nguyễn thái bình, thăng bình, quảng nam","quang nam, quang nam-da nang, vietnam|thang binh",notknown
7259,cao lãnh,studied at an ninh nhân dân,"went to thpt tân hồng, đồng tháp",cao lãnh|cao lãnh,male
