id,Workplaces,College,School,Places,Gender
11863,câu lạc bộ chuyên ngành thú y vm club|câu lạc bộ chuyên ngành thú y vm club,studied at học viện nông nghiệp việt nam|studied at học viện nông nghiệp việt nam,went to th và th cs lạc long,"hòa bình, hòa bình, vietnam|hòa bình, hòa bình, vietnam",male
11864,no workplaces to show,no schools to show,went to trường thcs mông hóa,no places to show,notknown
11865,no workplaces to show,no schools to show,no schools to show,bến tre,female
11866,no workplaces to show,no schools to show,no schools to show,hồng ngự|hồng ngự,male
11867,former e-commerce at jockey|former e-commerce at jockey,studied commercial business at ueh - trường đại học kinh tế tp.hcm,no schools to show,"ho chi minh city, vietnam",female
11868,no workplaces to show,"studies at trường đại học bách khoa, đại học quốc gia tphcm","went to thpt phước long quận 9 , tp hcm","ho chi minh city, vietnam|ho chi minh city, vietnam",notknown
11869,no workplaces to show,no schools to show,no schools to show,"angiang, an giang, vietnam|rach gia",notknown
11870,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
11871,no workplaces to show,studies international business & commerce at the university of finance and marketing (ufm),went to trường thpt tân bình - quận tân phú,"ho chi minh city, vietnam|ho chi minh city, vietnam",female
11872,no workplaces to show,"studies khoa ngoại ngữ, ngành ngôn ngữ anh at trường đại học cần thơ|studies khoa ngoại ngữ, ngành ngôn ngữ anh at trường đại học cần thơ|studies khoa ngoại ngữ, ngành ngôn ngữ anh at trường đại học cần thơ",no schools to show,"angiang, an giang, vietnam",female
11873,works at an giang,studied at cao dang nghe an giang,no schools to show,"angiang, an giang, vietnam|angiang, an giang, vietnam|angiang, an giang, vietnam",notknown
11874,no workplaces to show,"studied at trường đại học khoa học tự nhiên, đại học quốc gia thành phố hồ chí minh",went to nbk,biên hòa|biên hòa,male
11875,no workplaces to show,studies at ueh - trường đại học kinh tế tp.hcm,went to thpt tiểu la - thăng bình - quảng nam,"thang binh|quang nam, quang nam-da nang, vietnam",female
11876,no workplaces to show,studies at trường đại học nông lâm tp.hcm,went to thpt long khanh a|went to thpt long khanh a,no places to show,female
11877,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
11878,works at cửa hàng thuốc thú y hoài ân,no schools to show,no schools to show,no places to show,female
11879,no workplaces to show,studies at trường đại học y khoa phạm ngọc thạch,went to trường thpt chuyên hùng vương - gia laip,"tinh pleiku, gia lai, vietnam",female
11880,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
11881,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
11882,team model at mir club,studies khoa quan hệ quốc tế - international relation at trường đại học khoa học xã hội và nhân văn - đại học quốc gia tp. hcm,went to thpt ngô gia tự,"buôn ma thuột, đắc lắk, vietnam|quang nam, quang nam-da nang, vietnam",notknown
11883,no workplaces to show,studied at trường đại học tài chính - marketing,no schools to show,tân châu,female
11884,works at saigon,no schools to show,went to trường thpt vị thủy,"gò vấp|long my, vietnam|long my",notknown
11885,digital marketing lecturer at appnet - digital marketing|digital marketing lecturer at appnet - digital marketing|digital marketing lecturer at appnet - digital marketing|digital marketing lecturer at appnet - digital marketing|digital marketing lecturer at appnet - digital marketing|digital marketing lecturer at appnet - digital marketing|digital marketing lecturer at appnet - digital marketing,studied at trường đại học công nghệ thông tin - đại học quốc gia tp.hcm,went to thpt nguyễn du,"ho chi minh city, vietnam|vung tau",male
11886,no workplaces to show,no schools to show,no schools to show,"ho chi minh city, vietnam",notknown
11887,no workplaces to show,no schools to show,no schools to show,tân châu,notknown
11888,developer (software) at identalsoft|developer (software) at identalsoft|developer (software) at identalsoft,studied kỹ thuật phần mềm - programing at trường đại học công nghệ thông tin - đại học quốc gia tp.hcm,went to trường thpt hòa bình - xuyên mộc - brvt,vung tau|quảng trị,male
11889,stay-at-home parent|stay-at-home parent|stay-at-home parent,studied at trường cao đẳng công nghệ thủ đức - tdc,went to trường thpt nguyễn trường tộ - bình định,quy nhon,male
11890,no workplaces to show,studied at trường đại học nông lâm tp.hcm,"went to thpt tân châu, tân châu, an giang","ho chi minh city, vietnam|tân châu",male
11891,no workplaces to show,no schools to show,no schools to show,"abu dhabi, united arab emirates|bắc ninh",female
11892,no workplaces to show,no schools to show,went to việc làm y dược,"hue, vietnam|cho do luong, nghệ an, vietnam",female
11893,no workplaces to show,no schools to show,no schools to show,"chaudok, an giang, vietnam|chaudok, an giang, vietnam",notknown
11894,no workplaces to show,studied at trường đại học quy nhơn - qnu,went to trường thpt phan chu trinh - sông cầu - phú yên,"ho chi minh city, vietnam|tuy hòa",notknown
11895,works at lặng nhìn cuộc sống,no schools to show,went to trường thpt lê lợi - tân kỳ,"hanoi, vietnam|vinh",female
11896,ban nhân sự at đội công tác xã hội trường đh tôn đức thắng|ban nhân sự at đội công tác xã hội trường đh tôn đức thắng|ban nhân sự at đội công tác xã hội trường đh tôn đức thắng|ban nhân sự at đội công tác xã hội trường đh tôn đức thắng,studies i̇nternational business at đại học tôn đức thắng,went to thpt vũng tàu|went to thpt vũng tàu,vung tau|vung tau,female
11897,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
11898,"hanoi, vietnam",studied at tuổi trẻ trường đại học kinh tế - đhqg hn,went to trường thpt tân trào tuyên quang,"hanoi, vietnam|tuyên quang, tuyên quang, vietnam",male
11899,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
11900,mẹ thiên hạ at trường tui đó|mẹ thiên hạ at trường tui đó|mẹ thiên hạ at trường tui đó,no schools to show,"went to thpt tân châu, tân châu, an giang",tân châu|tân châu,male
11901,associate business intelligence at shopee,studied at university of information technology (uit),went to thpt châu phú,"ho chi minh city, vietnam|chaudok, an giang, vietnam",female
11902,no workplaces to show,studied công nghệ kĩ thuật sửa chữa ôtô at trường cao đẳng kỹ thuật cao thắng,"went to thpt tân châu, an giang",no places to show,male
11903,tân châu,no schools to show,went to tan chau,"long son, an giang, vietnam|tân châu",notknown
11904,no workplaces to show,no schools to show,no schools to show,"ho chi minh city, vietnam|soc trang",notknown
11905,no workplaces to show,no schools to show,no schools to show,no places to show,male
11906,no workplaces to show,no schools to show,no schools to show,no places to show,male
11907,works at trường đại học công nghệ thông tin - đại học quốc gia tp.hcm,no schools to show,went to trường thpt núi thành,"ho chi minh city, vietnam|ho chi minh city, vietnam",male
11908,works at học viện nhiếp ảnh tisa academy,no schools to show,no schools to show,loc ninh|pleiku,notknown
11909,no workplaces to show,no schools to show,no schools to show,"ho chi minh city, vietnam|ho chi minh city, vietnam",male
11910,works at an giang,no schools to show,went to trường thcs phú lâm,"angiang, an giang, vietnam|angiang, an giang, vietnam",male
11911,no workplaces to show,no schools to show,no schools to show,"ho chi minh city, vietnam|ấp tắc thủ, cà mau, vietnam",female
11912,no workplaces to show,no schools to show,no schools to show,"ho chi minh city, vietnam",male
11913,no workplaces to show,no schools to show,no schools to show,"angiang, an giang, vietnam",female
11914,no workplaces to show,studied tài chính - ngân hang at trường đại học kinh tế - luật|studied tài chính - ngân hang at trường đại học kinh tế - luật,went to trường thcs đất đỏ|went to trường thcs đất đỏ,"ho chi minh city, vietnam|dat do",female
11915,no workplaces to show,studied at thpt lak,went to trường thpt lăk,"buôn ma thuột, đắc lắk, vietnam|lak, đắc lắk, vietnam",notknown
11916,works at nhà hàng hương lúa 8 - quận 7,no schools to show,no schools to show,"ho chi minh city, vietnam|chaudok, an giang, vietnam",notknown
11917,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
11918,works at tại nhà,no schools to show,no schools to show,"tân châu|angiang, an giang, vietnam",male
11919,no workplaces to show,no schools to show,no schools to show,"ap binh duong (1), vietnam|ấp tân phú, an giang, vietnam",female
11920,giải nhất “sinh viên luật với biển đảo quê hương 2022” at trường đại học luật tp. hồ chí minh|giải nhất “sinh viên luật với biển đảo quê hương 2022” at trường đại học luật tp. hồ chí minh|giải nhất “sinh viên luật với biển đảo quê hương 2022” at trường đại học luật tp. hồ chí minh|giải nhất “sinh viên luật với biển đảo quê hương 2022” at trường đại học luật tp. hồ chí minh|giải nhất “sinh viên luật với biển đảo quê hương 2022” at trường đại học luật tp. hồ chí minh|giải nhất “sinh viên luật với biển đảo quê hương 2022” at trường đại học luật tp. hồ chí minh,studies at trường đại học luật tp. hồ chí minh,went to trường thpt tánh linh,"ho chi minh city, vietnam|tánh linh, bình thuận, vietnam",notknown
11921,works at 'ăn chơi' quậy phá đập ₫á như ₫iên.phá ₫ảo thế giới ảo ''dân fa'''hk vô ₫ối      lo\/€ vip|works at 'ăn chơi' quậy phá đập ₫á như ₫iên.phá ₫ảo thế giới ảo ''dân fa'''hk vô ₫ối      lo\/€ vip,no schools to show,"went to thpt nguyễn chí thanh, phú tân, an giang",tân châu|tân châu,male
11922,"ho chi minh city, vietnam|ho chi minh city, vietnam|ho chi minh city, vietnam|ho chi minh city, vietnam",no schools to show,"went to thpt tân châu, an giang",tân châu,female
11923,no workplaces to show,no schools to show,"went to thpt tân châu, an giang",no places to show,male
11924,no workplaces to show,studies at western sydney university,no schools to show,"ho chi minh city, vietnam|bến tre",female
11925,works at thpt tiểu la - thăng bình - quảng nam,"studied écologie du monde vivant at trường thpt tiểu la, thăng bình, quảng nam hoc sinh · ap...",no schools to show,"ho chi minh city, vietnam",male
11926,no workplaces to show,no schools to show,no schools to show,no places to show,female
11927,no workplaces to show,no schools to show,no schools to show,tân châu,female
11928,no workplaces to show,no schools to show,no schools to show,no places to show,female
11929,no workplaces to show,no schools to show,no schools to show,"angiang, an giang, vietnam|tân châu",notknown
11930,no workplaces to show,no schools to show,went to trường thpt tân châu,tân châu|tân châu,female
11931,công ty tnhh sx tm dv mỹ phẩm cao cấp queenie skin|công ty tnhh sx tm dv mỹ phẩm cao cấp queenie skin|công ty tnhh sx tm dv mỹ phẩm cao cấp queenie skin|công ty tnhh sx tm dv mỹ phẩm cao cấp queenie skin,no schools to show,"went to thpt nguyễn chí thanh, phú tân, an giang|went to thpt nguyễn chí thanh, phú tân, an giang","angiang, an giang, vietnam|angiang, an giang, vietnam",female
11932,no workplaces to show,studied y khoa at nam can tho university,no schools to show,can tho,female
11933,works at giải trí page|works at giải trí page,"studied at trường đại học công nghệ thông tin, đại học quốc gia thành phố hồ chí minh",went to thpt trần quang diệu,quang ngai,male
11934,no workplaces to show,studied at đại học cần thơ,"went to phổ thông cấp iii chợ mới, ag",tân châu,male
11935,no workplaces to show,no schools to show,no schools to show,hwaseong|can tho,female
11936,no workplaces to show,studied at an giang university,went to trường thpt tân châu,"tân châu|long hoa, an giang, vietnam",female
11937,fresher .net developer at qkit software,"studied công nghệ thông tin at trường đại học công nghệ thông tin, đại học quốc gia thành phố hồ chí minh",went to trường thpt thanh bình 2,"ho chi minh city, vietnam|thanh bình, ðồng tháp, vietnam",male
11938,works at biên hòa - đồng nai|works at biên hòa - đồng nai,no schools to show,went to đoàn tncs hồ chí minh trường thpt ngô quyền,biên hòa|biên hòa,male
11939,no workplaces to show,no schools to show,no schools to show,no places to show,male
11940,quản lý at zoom media 69|quản lý at zoom media 69,studies công nghệ thông tin (it) at đại học bình dương - binh duong university|studies công nghệ thông tin (it) at đại học bình dương - binh duong university,"went to trường thpt trần văn thời, cà mau",cà mau|cà mau,notknown
11941,no workplaces to show,no schools to show,no schools to show,da lat,female
11942,no workplaces to show,no schools to show,"went to thpt tân châu, tân châu, an giang",tân châu|tân châu,female
11943,no workplaces to show,studies at duy tan university,went to thcs bùi thị xuân,"da nang, vietnam|sông cầu",female
11944,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
11945,no workplaces to show,studied at thcs-thpt hau thanh dong|studied at thcs-thpt hau thanh dong,went to trường thcs va thpt hậu thạnh đông,"tân an, long an",male
11946,tân châu,no schools to show,went to thpt tân châu,tân châu|tân châu,female
11947,customer experience specialist at agoda|customer experience specialist at agoda|customer experience specialist at agoda|customer experience specialist at agoda|customer experience specialist at agoda,studied at trường đại học khoa học xã hội và nhân văn - đại học quốc gia tp. hcm,no schools to show,"kuala lumpur, malaysia|tân châu",female
11948,works at arb,no schools to show,no schools to show,"phú lâm|angiang, an giang, vietnam",notknown
11949,no workplaces to show,studies at đại học tôn đức thắng,"went to thpt tân châu, tân châu, an giang",tân châu|tân châu,male
11950,works at trương eva spa & clinic,no schools to show,went to trường thpt phan chu trinh - sông cầu - phú yên,sông cầu,female
11951,no workplaces to show,no schools to show,no schools to show,"ba thê, an giang, vietnam|angiang, an giang, vietnam",female
11952,no workplaces to show,studied at đh an giang,no schools to show,"long xuyên|angiang, an giang, vietnam",female
11953,no workplaces to show,no schools to show,"went to thpt tân châu, tân châu, an giang","angiang, an giang, vietnam|tân châu",male
11954,works at đội công tác xã hội trường đh công nghệ thông tin,studies at trường đại học công nghệ thông tin - đại học quốc gia tp.hcm,went to trường thpt trần quang khải tphcm,"ho chi minh city, vietnam|ho chi minh city, vietnam",notknown
11955,no workplaces to show,no schools to show,no schools to show,hồng ngự,notknown
11956,no workplaces to show,no schools to show,went to thcs long sơn,"long hoa, an giang, vietnam|angiang, an giang, vietnam",notknown
11957,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
11958,works at smile,studies at saigon tourism vocational college,went to thpt đức trí,"ho chi minh city, vietnam|angiang, an giang, vietnam",female
11959,no workplaces to show,studies bác sĩ thú y - veterinary medicine at trường đại học cần thơ,went to trường thpt võ thị hồng - cà mau,no places to show,female
11960,cao lãnh,no schools to show,went to thpt hồng ngự 3,hồng ngự|hồng ngự|cửa khẩu quốc tế hồng ngự - thường phước|hồng ngự|wronki,notknown
11961,no workplaces to show,studied at trường saigontourist,went to trường thpt lê duẩn - bmt,"ho chi minh city, vietnam|buon me thuot",female
11962,no workplaces to show,no schools to show,no schools to show,"ho chi minh city, vietnam",notknown
11963,works at itc group|works at itc group|works at itc group,"studied at trường đại học khoa học tự nhiên, đại học quốc gia tp.hcm",went to thpt hồng ngự 2,"ho chi minh city, vietnam|hồng ngự",male
11964,no workplaces to show,no schools to show,no schools to show,"thuong phuoc, ðồng tháp, vietnam|hồng ngự",notknown
11965,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
11966,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
11967,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
11968,no workplaces to show,no schools to show,no schools to show,thu dau mot|vĩnh long,male
11969,no workplaces to show,studies at trường đại học ngân hàng tp. hồ chí minh - hub,goes to diễn đàn học sinh - cựu hs trường thpt số 1 nghĩa hành|goes to diễn đàn học sinh - cựu hs trường thpt số 1 nghĩa hành|goes to diễn đàn học sinh - cựu hs trường thpt số 1 nghĩa hành,quang ngai|quang ngai,female
11970,external relations at bravers - greenwich marketing club|external relations at bravers - greenwich marketing club,no schools to show,no schools to show,"ho chi minh city, vietnam|ho chi minh city, vietnam",female
11971,works at clb văn nghệ khoa ngoại ngữ - đh tđt,studies at đại học tôn đức thắng,no schools to show,"ho chi minh city, vietnam|tân an, long an",notknown
11972,no workplaces to show,no schools to show,went to trường thcs nguyễn văn trỗi,phnom penh|hồng ngự,notknown
11973,no workplaces to show,no schools to show,no schools to show,"ho chi minh city, vietnam",female
11974,no workplaces to show,no schools to show,"went to thpt tân châu, tân châu, an giang",tân châu|long phú,male
11975,no workplaces to show,no schools to show,no schools to show,no places to show,male
11976,no workplaces to show,no schools to show,no schools to show,"chaudok, an giang, vietnam",notknown
11977,works at kumon,no schools to show,no schools to show,"ho chi minh city, vietnam|angiang, an giang, vietnam",female
11978,cty cổ phần suất nhập khẩu thủy sản an mỹ,studied at trường cao đẳng nghề an giang,no schools to show,"angiang, an giang, vietnam|angiang, an giang, vietnam",notknown
11979,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
11980,no workplaces to show,no schools to show,no schools to show,no places to show,male
11981,no workplaces to show,no schools to show,no schools to show,no places to show,female
11982,no workplaces to show,no schools to show,no schools to show,osaka,female
11983,edf media at clb tình nguyện mầm chồi lá,studied bác sĩ đa khoa 👨‍⚕️🩺 at trường đại học võ trường toản,went to lưu tấn phát high school,"ho chi minh city, vietnam|cai lay",male
11984,no workplaces to show,studied cntt at trường đại học sư phạm kĩ thuật thành phố hcm,"went to thpt tân châu, tân châu, an giang","thủ đức, hồ chí minh, vietnam|angiang, an giang, vietnam",notknown
11985,trường đại học luật thành phố hồ chí minh,studied at thpt trần quang diệu,went to trung học phổ thông trần quang diệu,"ho chi minh city, vietnam|quang ngai",notknown
11986,học sinh lớp lá 5 at trường mầm non nguyễn công trứ,"studied at trường đại học công nghệ thông tin, đại học quốc gia thành phố hồ chí minh",no schools to show,"ho chi minh city, vietnam|ho chi minh city, vietnam",male
11987,no workplaces to show,studies at trường đại học công nghệ thông tin - đại học quốc gia tp.hcm,no schools to show,vi thanh,notknown
11988,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
11989,no workplaces to show,no schools to show,no schools to show,"ho chi minh city, vietnam",notknown
11990,q1|q1,no schools to show,no schools to show,"ho chi minh city, vietnam|chaudok, an giang, vietnam",female
11991,tập đoàn ăn rồi ngủ,no schools to show,no schools to show,"ho chi minh city, vietnam|hồng ngự",female
11992,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
11993,trường thpt nguyễn sinh sắc at trường thpt trí đức,no schools to show,no schools to show,"angiang, an giang, vietnam|phú lâm, an giang, vietnam",male
11994,"hanoi, vietnam|hanoi, vietnam|hanoi, vietnam",no schools to show,went to trường thpt quế phong,que phong|que phong,female
11995,no workplaces to show,studies at trường đh công nghiệp tp.hcm,no schools to show,"ho chi minh city, vietnam|bến tre",female
11996,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
