id,Workplaces,College,School,Places,Gender
8930,,,,,
8931,tân châu,no schools to show,goes to trường thpt tân châu|goes to trường thpt tân châu,tân châu|tân châu,female
8932,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
8933,,,,,
8934,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
8935,works at ai thuê gì thì làm cái đó,no schools to show,no schools to show,no places to show,male
8936,,,,,
8937,no workplaces to show,no schools to show,no schools to show,no places to show,male
8938,,,,,
8939,,,,,
8940,no workplaces to show,no schools to show,no schools to show,"phú lâm, an giang, vietnam",female
8941,,,,,
8942,no workplaces to show,studies at dnu - phòng đào tạo,went to ngo quyen high school|went to ngo quyen high school,biên hòa|biên hòa,notknown
8943,,,,,
8944,,,,,
8945,,,,,
8946,no workplaces to show,no schools to show,no schools to show,no places to show,female
8947,no workplaces to show,no schools to show,no schools to show,"củ chi, hồ chí minh, vietnam|giong rieng",notknown
8948,no workplaces to show,studied quản trị kinh doanh at trường đại học quy nhơn - qnu,went to thpt phan chu trinh,sông cầu,male
8949,,,,,
8950,,,,,
8951,,,,,
8952,,,,,
8953,,,,,
8954,,,,,
8955,,,,,
8956,,,,,
8957,,,,,
8958,no workplaces to show,no schools to show,no schools to show,"angiang, an giang, vietnam",notknown
8959,no workplaces to show,no schools to show,no schools to show,"ho chi minh city, vietnam|buôn ma thuột, đắc lắk, vietnam",notknown
8960,no workplaces to show,no schools to show,"went to thpt tân châu, tân châu, an giang","ho chi minh city, vietnam|tân châu",female
8961,học sinh at trường thcs phú lâm,no schools to show,no schools to show,"phú lâm, an giang, vietnam",female
8962,,,,,
8963,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
8964,former receptionist secretary at the mars hotel saigon airport,no schools to show,no schools to show,"ho chi minh city, vietnam|angiang, an giang, vietnam",female
8965,,,,,
8966,,,,,
8967,tân châu,studied dsth at trung hoc y te an giang,went to tân châu,tân châu|tân châu,female
8968,no workplaces to show,no schools to show,no schools to show,"ho chi minh city, vietnam|angiang, an giang, vietnam",male
8969,,,,,
8970,no workplaces to show,no schools to show,no schools to show,"ho chi minh city, vietnam|phan thiet",notknown
8971,,,,,
8972,tân châu,no schools to show,goes to thpt đức trí|goes to thpt đức trí,tân châu|tân châu,female
8973,no workplaces to show,no schools to show,went to thcs long thạnh,tân châu|tân châu,male
8974,no workplaces to show,no schools to show,no schools to show,"ho chi minh city, vietnam",female
8975,no workplaces to show,no schools to show,went to thpt dĩ an,di an,male
8976,no workplaces to show,no schools to show,no schools to show,"ho chi minh city, vietnam|long xuyên",male
8977,,,,,
8978,no workplaces to show,no schools to show,"went to thị trấn phú thái, kim thành, hải dương",hải dương,female
8979,works at hyundai kinh dương vương,studied công nghệ kỹ thuật ô tô at trường cao đẳng kỹ thuật cao thắng,"went to thpt tân châu, tân châu, an giang","ho chi minh city, vietnam|tân châu",male
8980,,,,,
8981,tân châu,no schools to show,no schools to show,no places to show,notknown
8982,no workplaces to show,studied at trường đại học cần thơ,went to trường thpt ca văn thỉnh- ca van thinh high school,can tho|bến tre,male
8983,no workplaces to show,no schools to show,no schools to show,"ho chi minh city, vietnam",male
8984,,,,,
8985,no workplaces to show,studies at trường đại học khoa học xã hội và nhân văn - đại học quốc gia tp. hcm,no schools to show,no places to show,notknown
8986,,,,,
8987,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
8988,no workplaces to show,no schools to show,no schools to show,"ho chi minh city, vietnam",notknown
8989,,,,,
8990,,,,,
8991,no workplaces to show,no schools to show,no schools to show,"ho chi minh city, vietnam|tân châu",notknown
8992,works at fpt information system,studies at đại học fpt cần thơ,went to thpt nguyễn việt hồng,can tho|can tho,male
8993,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
8994,no workplaces to show,no schools to show,"went to thpt tân châu, tân châu, an giang|went to thpt tân châu, tân châu, an giang",tân châu|tân châu,female
8995,hương giang at bighit entertainment university,"studies at thpt tân châu, an giang","went to thpt tân châu, tân châu, an giang","phu vinh, an giang, vietnam|tân châu",notknown
8996,no workplaces to show,no schools to show,no schools to show,no places to show,male
8997,,,,,
8998,works at youth travel club - uel|works at youth travel club - uel|works at youth travel club - uel,studies quản trị du lịch và lữ hành at trường đại học kinh tế - luật|studies quản trị du lịch và lữ hành at trường đại học kinh tế - luật,no schools to show,no places to show,notknown
