id,Workplaces,College,School,Places,Gender
1277,no workplaces to show,studies at đại học khoa học tự nhiên,went to thpt trần khai nguyên,"ho chi minh city, vietnam",female
1278,no workplaces to show,no schools to show,went to trường thcs phú lâm,"phú lâm, an giang, vietnam|phú lâm",female
1279,no workplaces to show,no schools to show,no schools to show,di an,male
1280,no workplaces to show,no schools to show,no schools to show,"angiang, an giang, vietnam|tân châu",female
1281,no workplaces to show,no schools to show,no schools to show,"hanoi, vietnam|bắc ninh",female
1282,no workplaces to show,no schools to show,no schools to show,"huong cau ke, trà vinh, vietnam|huong cau ke, trà vinh, vietnam",female
1283,no workplaces to show,studies ngành ngôn ngữ anh - khoa ngoại ngữ at đại học văn hiến,no schools to show,quy nhon|hà tĩnh,notknown
1284,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
1285,no workplaces to show,no schools to show,no schools to show,"ho chi minh city, vietnam",female
1286,no workplaces to show,no schools to show,no schools to show,"long xuyên|angiang, an giang, vietnam",male
1287,no workplaces to show,no schools to show,no schools to show,can tho|hồng ngự,male
1288,"ho chi minh city, vietnam",no schools to show,went to ngô thời nhiệm school,"ho chi minh city, vietnam|ho chi minh city, vietnam",notknown
1289,no workplaces to show,no schools to show,no schools to show,"da nang, vietnam|wuhan, china",male
1290,"content editor, cameraman at wolf band|content editor, cameraman at wolf band|content editor, cameraman at wolf band",studies at 남부대학교,"went to thpt tân châu, tân châu, an giang",gwangju|tân châu,male
1291,no workplaces to show,no schools to show,no schools to show,"tân an, long an",male
1292,no workplaces to show,no schools to show,no schools to show,hòa vang,notknown
1293,no workplaces to show,no schools to show,no schools to show,tân châu,notknown
1294,nhân viên kinh doanh at tôn hoa sen|nhân viên kinh doanh at tôn hoa sen|nhân viên kinh doanh at tôn hoa sen,studied at học ở đâu còn lâu mới nói.|studied at học ở đâu còn lâu mới nói.,went to thpt hoa lac|went to thpt hoa lac,phú tân,female
1295,no workplaces to show,studied at đại học hoa sen,no schools to show,"ho chi minh city, vietnam",female
1296,no workplaces to show,studies at trường đại học công nghệ thông tin - đại học quốc gia tp.hcm,no schools to show,"ho chi minh city, vietnam|bến tre",male
1297,no workplaces to show,no schools to show,went to thpt diệp minh châu,"bến tre|bến tre|không xuyên, ha tuyen, vietnam",male
1298,long xuyên,"studied at thpt mỹ thới, long xuyên, an giang",went to my thoi|went to my thoi,long xuyên|long xuyên,male
1299,software enginner at wata,studies kỹ thuật phần mềm at trường đại học công nghệ thông tin - đại học quốc gia tp.hcm,went to trường thpt kim liên - nam đàn - nghệ an,"ho chi minh city, vietnam|nam �àn, nghệ an, vietnam",male
1300,no workplaces to show,no schools to show,no schools to show,no places to show,female
1301,no workplaces to show,no schools to show,no schools to show,"moscow, russia",male
1302,no workplaces to show,no schools to show,went to thcs chu van an tân châu an giang,tân châu,female
1303,administrative director at bột gạo lức giảm cân-lợi sữa như ý-sản phẩm độc quyền ny,no schools to show,no schools to show,tân châu|tân châu,female
1304,no workplaces to show,no schools to show,no schools to show,"ho chi minh city, vietnam|ho chi minh city, vietnam",female
1305,no workplaces to show,studied at trường đại học cần thơ,no schools to show,"can tho|chaudok, an giang, vietnam",notknown
1306,no workplaces to show,no schools to show,no schools to show,"ho chi minh city, vietnam|ho chi minh city, vietnam",notknown
1307,no workplaces to show,studies at trường đại học ngoại ngữ - tin học tp. hcm - huflit,no schools to show,tân châu,male
1308,no workplaces to show,no schools to show,"went to thpt nguyễn chí thanh, chợ vàm, phú tân, an giang",no places to show,female
1309,no workplaces to show,no schools to show,no schools to show,no places to show,female
1310,no workplaces to show,studied at trường đại học giao thông vận tải cơ sở 2,no schools to show,quy nhon|phù cát,male
1311,no workplaces to show,no schools to show,no schools to show,tân châu,notknown
1312,no workplaces to show,studied y đa khoa at truong dai hoc y duoc can tho|studied y đa khoa at truong dai hoc y duoc can tho,went to thpt nguyễn văn xiện - kiên giang,can tho|rach gia,notknown
1313,no workplaces to show,no schools to show,no schools to show,no places to show,male
1314,works at thpt chuyên hùng vương bình dương confessions,"studies kỹ thuật máy tính (computer engineering) at trường đại học công nghệ thông tin, đại học quốc gia thành phố hồ chí minh","went to thpt  chuyên hùng vương, thủ dầu một, bình dương|went to thpt  chuyên hùng vương, thủ dầu một, bình dương","thu dau mot|hue, vietnam",male
1315,no workplaces to show,no schools to show,no schools to show,"tân châu|angiang, an giang, vietnam",notknown
1316,no workplaces to show,studies at trường đại học bách khoa - đh quốc gia tp.hcm,went to trường thpt nguyễn hữu cầu tp.hcm|went to trường thpt nguyễn hữu cầu tp.hcm,"ho chi minh city, vietnam",male
1317,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
1318,no workplaces to show,no schools to show,went to trường thpt số 2 mộ đức - quảng ngãi,quang ngai|quang ngai,male
1319,giám đốc at icity - trung tâm anh ngữ và công nghệ|giám đốc at icity - trung tâm anh ngữ và công nghệ|giám đốc at icity - trung tâm anh ngữ và công nghệ|giám đốc at icity - trung tâm anh ngữ và công nghệ|giám đốc at icity - trung tâm anh ngữ và công nghệ|giám đốc at icity - trung tâm anh ngữ và công nghệ|giám đốc at icity - trung tâm anh ngữ và công nghệ,"studied marketing strategies at victoria university, melbourne australia|studied marketing strategies at victoria university, melbourne australia",no schools to show,"ho chi minh city, vietnam|ho chi minh city, vietnam",male
1320,no workplaces to show,studies khoa thương mại quốc tế at cao đẳng kinh tế đối ngoại tp.hcm,no schools to show,"ho chi minh city, vietnam",female
1321,works at trường thpt mạc đĩnh chi,no schools to show,no schools to show,"ho chi minh city, vietnam",male
1322,no workplaces to show,no schools to show,no schools to show,"ho chi minh city, vietnam",notknown
1323,no workplaces to show,no schools to show,no schools to show,"ho chi minh city, vietnam|quy nhon",notknown
1324,works at thành phố cần thơ,no schools to show,goes to trung tâm huấn luyện quốc gia cần thơ ( trung tâm 4)|goes to trung tâm huấn luyện quốc gia cần thơ ( trung tâm 4)|goes to trung tâm huấn luyện quốc gia cần thơ ( trung tâm 4),can tho|ô môn,male
1325,no workplaces to show,studied at iuh - viện đt quốc tế & sau đại học - đh công nghiệp tp.hcm,no schools to show,"ho chi minh city, vietnam|buon me thuot",notknown
1326,tân châu,no schools to show,no schools to show,no places to show,male
1327,no workplaces to show,no schools to show,no schools to show,tân châu|tân châu,female
1328,hai châu phan văn trị|hai châu phan văn trị,no schools to show,no schools to show,"cà mau|ho chi minh city, vietnam",notknown
1329,works at lg global,studied quản trị kinh doanh at đại học hùng vương - phú thọ|studied quản trị kinh doanh at đại học hùng vương - phú thọ,went to thpt thanh ba,viet tri|thanh ba,notknown
1330,van đông viên bong da at sân bóng đá tao đàn|van đông viên bong da at sân bóng đá tao đàn,studies cầu thủ bóng đá at trường thpt năng khiếu tdtt thành phố hồ chí minh,went to năng khiếu tdtt,"ho chi minh city, vietnam|angiang, an giang, vietnam",female
1331,no workplaces to show,no schools to show,no schools to show,no places to show,male
1332,sông cầu,studied at thpt phan chu trinh,went to thpt phan chu trinh,sông cầu|sông cầu,male
1333,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
1334,no workplaces to show,no schools to show,no schools to show,di an,female
1335,works at ban thanh niên httl nhơn phú,studied at cao đẳng công nghệ thủ đức,went to trường thpt bắc trà my|went to trường thpt bắc trà my,"ho chi minh city, vietnam|trà my, quang nam-da nang, vietnam",male
1336,works at hoàng ty,studied at thpt đức trí,went to trường thcs phú lâm,"ho chi minh city, vietnam|phú lâm",male
1337,quán quân nqgo 2019|quán quân nqgo 2019|quán quân nqgo 2019|quán quân nqgo 2019|quán quân nqgo 2019|quán quân nqgo 2019|quán quân nqgo 2019|quán quân nqgo 2019,studied at 玉川大学・玉川学園|studied at 玉川大学・玉川学園|studied at 玉川大学・玉川学園,went to đoàn tncs hồ chí minh trường thpt ngô quyền|went to đoàn tncs hồ chí minh trường thpt ngô quyền,biên hòa,male
1338,no workplaces to show,studied at trường đại học giao thông vận tải tp.hcm,no schools to show,"ho chi minh city, vietnam|an nhon",male
1339,works at barbershop|works at barbershop,no schools to show,no schools to show,"ho chi minh city, vietnam|tân châu",male
1340,tutor at eteacher.vn - gia sư đỉnh cao|tutor at eteacher.vn - gia sư đỉnh cao|tutor at eteacher.vn - gia sư đỉnh cao,studied at trường đại học công nghệ thông tin - đại học quốc gia tp.hcm,went to nguyen huu cau high school|went to nguyen huu cau high school,"ho chi minh city, vietnam|ho chi minh city, vietnam",notknown
1341,no workplaces to show,studied tài chính ngân hàng at trường đại học kinh tế - luật,went to thcs bảo thạnh|went to thcs bảo thạnh,no places to show,female
1342,no workplaces to show,studied at trường thpt tân châu,went to thcs long thạnh,no places to show,female
1343,works at thpt tân châu,no schools to show,no schools to show,tân châu|tân châu,female
1344,tân châu,studied at trường thpt tân châu,went to trường đại học cần thơ|went to trường đại học cần thơ,tân châu|tân châu,male
1345,no workplaces to show,no schools to show,no schools to show,no places to show,female
1346,student officer at thpt tiểu la - thăng bình - quảng nam|student officer at thpt tiểu la - thăng bình - quảng nam,studies thiết kế thời trang at đại học kiến trúc tp.hồ chí minh,went to trường thpt tiểu la - thăng bình - quảng nam,"ho chi minh city, vietnam|quang nam, quang nam-da nang, vietnam",male
1347,tân châu,no schools to show,no schools to show,tân châu|tân châu,female
1348,worked at thpt phan văn trị bến tre,studied at học cơ khí chế tạo máy tại cao đẳng cao thắng,no schools to show,"ho chi minh city, vietnam|giong trom",notknown
1349,"tân châu at tân châu, an giang",no schools to show,no schools to show,tân châu|tân châu,female
1350,no workplaces to show,studies at nttu - đại học nguyễn tất thành,no schools to show,"ho chi minh city, vietnam|ấp tân phú, an giang, vietnam",female
1351,ôtô đăng khôi auto,no schools to show,"went to thpt nguyễn chí thanh, chợ vàm, phú tân, an giang","binh chuan, song be, vietnam|angiang, an giang, vietnam",notknown
1352,works at cam dorm|works at cam dorm|works at cam dorm,studied e-commerce at ueh - trường đại học kinh tế tp.hcm,went to trường thpt chuyên võ nguyên giáp - quảng bình,đồng hới,notknown
1353,chuyên viên chính dsa miền nam at msb - ngân hàng tmcp hàng hải việt nam|chuyên viên chính dsa miền nam at msb - ngân hàng tmcp hàng hải việt nam|chuyên viên chính dsa miền nam at msb - ngân hàng tmcp hàng hải việt nam|chuyên viên chính dsa miền nam at msb - ngân hàng tmcp hàng hải việt nam|chuyên viên chính dsa miền nam at msb - ngân hàng tmcp hàng hải việt nam,studies tài chính bảo hiểm và đầu tư at trường đại học tài chính - marketing,went to thpt trần văn thành,"chau phú, an giang, vietnam|chau phú, an giang, vietnam|thị trấn nhà bè, tp.hcm",male
1354,sinh viên tại chicago phố núi|sinh viên tại chicago phố núi|sinh viên tại chicago phố núi|sinh viên tại chicago phố núi,studies at university of economics ho chi minh city - ueh,went to thpt tây tiền hải|went to thpt tây tiền hải,"ho chi minh city, vietnam|thái bình|tien hai",male
1355,"ho chi minh city, vietnam",no schools to show,no schools to show,"ho chi minh city, vietnam",notknown
1356,no workplaces to show,studied at cao dang nghe an giang,no schools to show,tân châu|tân châu,notknown
1357,no workplaces to show,no schools to show,went to trường thpt tân phú trung,sa đéc,female
1358,no workplaces to show,no schools to show,no schools to show,"ho chi minh city, vietnam",notknown
1359,no workplaces to show,"studies at trường đại học công nghệ thông tin, đại học quốc gia thành phố hồ chí minh",no schools to show,gò công,male
1360,no workplaces to show,no schools to show,no schools to show,nhon trach|cai lay,female
1361,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
1362,works at thcs lam son 2 - quan 6,no schools to show,went to thcs lam son 2 - quan 6,"ho chi minh city, vietnam",male
1363,no workplaces to show,studies khoa học máy tính at trường đại học công nghệ thông tin - đại học quốc gia tp.hcm,went to trường thpt bình đại a - lê hoàng chiếu - chs,bến tre|bến tre,male
1364,no workplaces to show,no schools to show,no schools to show,"di an|phu vinh, an giang, vietnam",female
1365,công nhân at cty giày da annora,studied at xây dựng,went to tân phú,"ap binh ta (2), long an, vietnam|angiang, an giang, vietnam",notknown
1366,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
1367,no workplaces to show,no schools to show,no schools to show,"xa vung tau, bà rịa-vũng tàu, vietnam|hồng ngự",female
1368,no workplaces to show,studies at trường đại học bách khoa - đh quốc gia tp.hcm|studies at trường đại học bách khoa - đh quốc gia tp.hcm,went to trường thpt nguyễn văn thoại,"angiang, an giang, vietnam",female
1369,no workplaces to show,no schools to show,no schools to show,ben luc|hồng ngự,female
1370,no workplaces to show,no schools to show,no schools to show,no places to show,female
1371,works at trường đại học nông lâm tp.hcm,studied bảo vệ thực vật at trường đại học nông lâm tp.hcm,went to thpt chu văn an - an giang,"ho chi minh city, vietnam|angiang, an giang, vietnam",male
1372,dosen at trường đại học công nghệ thông tin - đại học quốc gia tp.hcm|dosen at trường đại học công nghệ thông tin - đại học quốc gia tp.hcm|dosen at trường đại học công nghệ thông tin - đại học quốc gia tp.hcm|dosen at trường đại học công nghệ thông tin - đại học quốc gia tp.hcm,studied at đh th kishinhốp- mônđavia|studied at đh th kishinhốp- mônđavia|studied at đh th kishinhốp- mônđavia,went to 12a-  ly thuong kiet|went to 12a-  ly thuong kiet,"ho chi minh city, vietnam|hanoi, vietnam",female
1373,no workplaces to show,no schools to show,went to thpt mỹ xuyên,"my xuyen, sóc trăng, vietnam",female
1374,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
1375,no workplaces to show,studies kỹ thuật xét nghiệm y học at đại học y dược tp.hcm,goes to thpt dĩ an,di an,male
1376,no workplaces to show,no schools to show,"went to thpt tân châu, tân châu, an giang",tân châu,notknown
1377,no workplaces to show,no schools to show,"went to thpt tân châu, tân châu, an giang",tân châu|tân châu,male
1378,works at thành phố cần thơ,studied at truong dai hoc nam can tho,went to thpt lai vung 1,can tho,female
1379,no workplaces to show,no schools to show,went to trường thpt nông sơn,"tinh thuy, quang nam-da nang, vietnam|nong son, quang nam-da nang, vietnam",female
1380,works at khoa quản trị kinh doanh đh mở tp. hcm|works at khoa quản trị kinh doanh đh mở tp. hcm,studied at trường đại học mở tp. hcm - tư vấn tuyển sinh|studied at trường đại học mở tp. hcm - tư vấn tuyển sinh,"went to thpt tân châu, tân châu, an giang","ho chi minh city, vietnam|long thuan, ðồng tháp, vietnam",female
1381,no workplaces to show,studies công nghệ -kỹ thuật ôtô at trường cao đẳng kỹ thuật cao thắng,went to thpt củ chi|went to thpt củ chi,no places to show,male
1382,works at green+ club,studies at pham ngoc thach university of medicine,went to nguyễn chí thanh gifted 2sku:l|went to nguyễn chí thanh gifted 2sku:l|went to nguyễn chí thanh gifted 2sku:l|went to nguyễn chí thanh gifted 2sku:l,gia nghia,female
1383,no workplaces to show,no schools to show,no schools to show,"ho chi minh city, vietnam",female
1384,works at trường cao đẳng ktkt tp hồ chí minh - cơ sở bình dương,studied at trường cao đẳng ktkt tp hồ chí minh - cơ sở bình dương,went to thpt lai uyên,ben cat|ben cat,male
1385,no workplaces to show,no schools to show,no schools to show,hồng ngự,notknown
1386,no workplaces to show,no schools to show,no schools to show,tân châu,female
1387,no workplaces to show,studied at an giang university,went to trường thpt tân châu -angiang( tân châu high school ),"naples, florida|huntington beach, california",female
1388,no workplaces to show,studies at trường đại học công nghệ thông tin - đại học quốc gia tp.hcm,no schools to show,"ho chi minh city, vietnam|le thuy, quảng bình, vietnam",notknown
1389,no workplaces to show,no schools to show,no schools to show,biên hòa|tân châu,male
1390,no workplaces to show,no schools to show,no schools to show,"angiang, an giang, vietnam|chaudok, an giang, vietnam",female
1391,no workplaces to show,no schools to show,no schools to show,"quang nam, quang nam-da nang, vietnam",female
1392,hoc sinh at trường thpt trà ôn,studied at trường đại học đồng tháp,went to truong trung hoc co so binh ninh|went to truong trung hoc co so binh ninh,vĩnh long|vĩnh long,male
1393,no workplaces to show,studies at đại học tôn đức thắng,no schools to show,"cho moi, an giang",notknown
1394,no workplaces to show,no schools to show,no schools to show,vung tau,female
1395,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
1396,back-end web developer at designveloper,"studies at trường đại học công nghệ thông tin, đại học quốc gia thành phố hồ chí minh",no schools to show,"ho chi minh city, vietnam",male
1397,no workplaces to show,no schools to show,went to trường thcs huỳnh thúc kháng|went to trường thcs huỳnh thúc kháng,"buôn ma thuột, đắc lắk, vietnam|buon me thuot",female
1398,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
1399,works at tai xe du lich|works at tai xe du lich|works at tai xe du lich,no schools to show,no schools to show,hồng ngự|hồng ngự,notknown
1400,no workplaces to show,studies at buh-banking university of ho chi minh city,went to thpt chu văn an - an giang,"phu my, an giang, vietnam",female
1401,"works at trường đại học công nghệ thông tin, đại học quốc gia thành phố hồ chí minh","studied at trường đại học công nghệ thông tin, đh quốc gia tphcm",went to trường thpt trưng vương q1 tphcm,"ho chi minh city, vietnam|ho chi minh city, vietnam",female
1402,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
1403,works at yg family,studied at trường thcs long thạnh,went to thcs long thạnh,tân châu|tân châu,female
1404,hưng yên province,no schools to show,went to thpt nguyễn thiện thuật,"hung yen, hưng yên, vietnam|hung yen, hưng yên, vietnam",male
1405,no workplaces to show,no schools to show,"went to thpt tân châu, tân châu, an giang",tân châu,notknown
1406,no workplaces to show,no schools to show,no schools to show,tân châu,male
1407,no workplaces to show,no schools to show,no schools to show,no places to show,female
1408,tân châu,studied tài chính ngân hàng at trường đại học văn lang,"went to thpt tân châu, an giang|went to thpt tân châu, an giang",tân châu|tân châu,female
1409,no workplaces to show,no schools to show,no schools to show,"ho chi minh city, vietnam|tân châu",female
1410,no workplaces to show,studies quản trị khách sạn at sthc - saigontourist hospitality college,"went to thpt tân châu, an giang","ho chi minh city, vietnam|tân châu",female
1411,works at điện máy xanh (dienmayxanh.com),no schools to show,no schools to show,"binh phuoc, vietnam",notknown
1412,no workplaces to show,no schools to show,no schools to show,no places to show,male
1413,công ty cổ phần công nghệ trường minh thịnh tmt|công ty cổ phần công nghệ trường minh thịnh tmt|công ty cổ phần công nghệ trường minh thịnh tmt|công ty cổ phần công nghệ trường minh thịnh tmt,studied at đại học bách khoa tphcm|studied at đại học bách khoa tphcm|studied at đại học bách khoa tphcm|studied at đại học bách khoa tphcm,went to chau van liem,"ho chi minh city, vietnam|can tho",male
1414,works at thpt thọ xuân 4,no schools to show,no schools to show,"ap binh duong (1), vietnam|thanh hóa|thanh hóa",male
1415,tân châu,no schools to show,no schools to show,tân châu,female
1416,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
1417,no workplaces to show,no schools to show,no schools to show,"angiang, an giang, vietnam|tân châu",male
1418,no workplaces to show,no schools to show,no schools to show,no places to show,male
1419,no workplaces to show,no schools to show,went to nguyen hue,"hanoi, vietnam|hanoi, vietnam",female
1420,no workplaces to show,no schools to show,no schools to show,no places to show,male
1421,no workplaces to show,studied marketing at hutech - đại học công nghệ tp.hcm,went to đoàn trường thpt bình an,di an|thanh hóa,notknown
1422,no workplaces to show,no schools to show,no schools to show,no places to show,male
1423,no workplaces to show,"studied khoa học dữ liệu ( data science - ds ) at trường đại học công nghệ thông tin, đại học quốc gia thành phố hồ chí minh",went to thpt chuyên bạc liêu,bac lieu|bac lieu,female
1424,no workplaces to show,no schools to show,no schools to show,no places to show,female
1425,"works at university of economics, hcmc","studies international business at university of economics, hcmc","went to thpt nguyễn thị minh khai, mỏ cày nam, bến tre",bến tre,female
1426,no workplaces to show,no schools to show,went to trường thpt lương tài số 2,"ho chi minh city, vietnam|bắc ninh",male
1427,no workplaces to show,no schools to show,no schools to show,tân châu|tân châu,female
1428,no workplaces to show,no schools to show,no schools to show,long xuyên|long xuyên,male
1429,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
1430,no workplaces to show,no schools to show,"went to thpt nguyễn chí thanh, phú tân, an giang","ấp phú hữu, an giang, vietnam|angiang, an giang, vietnam",notknown
1431,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
1432,works at vận động viên aerobic gymnastics tphcm,studies at trường đại học khoa học xã hội và nhân văn - đại học quốc gia tp. hcm,went to thcs vân đồn,"ho chi minh city, vietnam|ho chi minh city, vietnam",female
1433,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
1434,no workplaces to show,no schools to show,no schools to show,hồng ngự|hồng ngự,notknown
1435,tri tôn,no schools to show,goes to thpt cô tô|goes to thpt cô tô,tri tôn|tri tôn,female
1436,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
1437,works at trường đại học công nghệ thông tin - đại học quốc gia tp.hcm,studies kĩ thuật phần mềm at university of information technology (uit),went to thpt thị xã quảng trị,"ho chi minh city, vietnam|quảng trị",male
1438,tổng at trường thcs long phú - tân châu|tổng at trường thcs long phú - tân châu,studied at đại học an giang,went to trường thcs long phú,"cho moi, an giang|cho moi, an giang",male
1439,works at tâm trí lực|works at tâm trí lực|works at tâm trí lực|works at tâm trí lực|works at tâm trí lực|works at tâm trí lực|works at tâm trí lực|works at tâm trí lực,studies công nghệ phát thanh truyền hình at trường cao đẳng phát thanh truyền hình ii,"went to thpt lý thường kiệt, hòa thành tây ninh",tây ninh|tây ninh|thanh that sai gon|tp. long xuyên,male
1440,no workplaces to show,no schools to show,no schools to show,no places to show,female
1441,no workplaces to show,no schools to show,no schools to show,"tân châu|angiang, an giang, vietnam",male
1442,tân châu|tân châu,studied at cao đẳng fpt polytechnic|studied at cao đẳng fpt polytechnic,went to trường thpt nguyễn sinh sắc,"ho chi minh city, vietnam|tân châu",male
1443,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
1444,quang ngai,studied at trường thcs hành minh,no schools to show,quang ngai|quang ngai,notknown
1445,no workplaces to show,no schools to show,"went to thpt vĩnh xương, tân châu, an giang","angiang, an giang, vietnam|angiang, an giang, vietnam",notknown
1446,no workplaces to show,studies at hutech - đại học công nghệ tp.hcm,went to thpt- lê thành phương,"tuy an, phú yên, vietnam|tuy hòa",notknown
1447,"ho chi minh city, vietnam",no schools to show,"went to thpt nguyễn chí thanh, phú tân, an giang","ho chi minh city, vietnam|phú lâm",male
1448,team leaders at southernhomes việt nam|team leaders at southernhomes việt nam|team leaders at southernhomes việt nam|team leaders at southernhomes việt nam|team leaders at southernhomes việt nam|team leaders at southernhomes việt nam|team leaders at southernhomes việt nam|team leaders at southernhomes việt nam|team leaders at southernhomes việt nam|team leaders at southernhomes việt nam|team leaders at southernhomes việt nam,studied công nghệ phần mềm at trường đại học công nghệ thông tin - đại học quốc gia tp.hcm|studied công nghệ phần mềm at trường đại học công nghệ thông tin - đại học quốc gia tp.hcm,went to thcs long thạnh|went to thcs long thạnh,"ho chi minh city, vietnam|tân châu",male
1449,no workplaces to show,no schools to show,no schools to show,"thanh hoa, long an|thanh hoa, long an",notknown
1450,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
1451,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
1452,no workplaces to show,no schools to show,no schools to show,"ho chi minh city, vietnam|can tho",notknown
1453,no workplaces to show,studied quản trị khách sạn at cao đẳng du lịch sài gòn,went to thpt tân châu,tân châu|tân châu,female
1454,no workplaces to show,no schools to show,no schools to show,no places to show,female
1455,works at câu lạc bộ nghiên cứu kinh tế trẻ yore|works at câu lạc bộ nghiên cứu kinh tế trẻ yore,studies kinh doanh quốc tế_ international bussiness at đại học kinh tế tp. hcm - ueh,went to trường thpt chuyên lê khiết,"quang ngai|kwang ngai, quảng ngãi, vietnam",female
1456,no workplaces to show,studied banking & finance at trường đại học kinh tế - luật,no schools to show,vung tau|vinh,male
1457,no workplaces to show,no schools to show,no schools to show,"ho chi minh city, vietnam|tân châu",male
1458,no workplaces to show,"studies  at trường đại học công nghệ thông tin, đại học quốc gia thành phố hồ chí minh",went to trường thcs thành phố bến tre,bến tre|bến tre,male
1459,no workplaces to show,studied at đại học tôn đức thắng,no schools to show,"ho chi minh city, vietnam|quang ngai",notknown
1460,works at dân phú yên,no schools to show,went to thpt nguyễn văn linh,dong hoa|tuy hòa,notknown
1461,no workplaces to show,no schools to show,no schools to show,"thu dau mot|angiang, an giang, vietnam",female
1462,no workplaces to show,studied at đại học văn hóa hà nội,no schools to show,cao lãnh,male
1463,đã học tại thpt nghèn,no schools to show,no schools to show,hà tĩnh|can loc,notknown
1464,no workplaces to show,studies at hutech - đại học công nghệ tp.hcm,went to trường thpt song phú|went to trường thpt song phú,vĩnh long|vĩnh long,male
1465,no workplaces to show,"studies at trường đại học khoa học tự nhiên, đại học quốc gia tp.hcm|studies at trường đại học khoa học tự nhiên, đại học quốc gia tp.hcm",went to vt6 - nơi giấc mơ tìm về|went to vt6 - nơi giấc mơ tìm về,"ho chi minh city, vietnam|ho chi minh city, vietnam",male
1466,no workplaces to show,no schools to show,went to thpt chuyên hoàng lê kha- tây ninh,no places to show,female
1467,no workplaces to show,no schools to show,no schools to show,cam my,female
1468,tân châu,no schools to show,"goes to thpt tân châu, an giang","chaudok, an giang, vietnam|chaudok, an giang, vietnam",male
1469,works at chulalongkorn university,no schools to show,no schools to show,"bangkok, thailand|pattani, thailand",notknown
1470,former học sinh at trường thpt cái nước,studied information of technology (it) at đại học công nghệ sài gòn - saigon technology university,no schools to show,cà mau,male
1471,no workplaces to show,studied at hufi - đại học công nghiệp thực phẩm tp.hcm,"went to thpt tân châu, tân châu, an giang",tân châu,male
1472,no workplaces to show,no schools to show,no schools to show,long xuyên,notknown
1473,works at binh duong - viet nam,no schools to show,no schools to show,ben cat,female
1474,works at trường thcs phú lâm,studied at trường đại học đồng tháp,no schools to show,"ap long hung (3), ðồng tháp, vietnam|ap long hung (3), ðồng tháp, vietnam",notknown
1475,tân châu,no schools to show,went to thpt đức trí|went to thpt đức trí,tân châu,male
1476,đang đi học,no schools to show,no schools to show,"phú lâm, an giang, vietnam|angiang, an giang, vietnam",notknown
1477,no workplaces to show,no schools to show,no schools to show,no places to show,male
1478,no workplaces to show,no schools to show,no schools to show,no places to show,male
