id,Workplaces,College,School,Places,Gender
3962,,,,,
3963,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
3964,,,,,
3965,,,,,
3966,,,,,
3967,,,,,
3968,works at học sinh ngoan tại trường thpt trần phú,no schools to show,went to >>tiên học lắc<< =>hậu học bay<= đập_đá_quay_tay...,thanh hóa,male
3969,teacher at tân châu shop|teacher at tân châu shop,no schools to show,went to thcs long an,"angiang, an giang, vietnam|tân châu",male
3970,works at thcs nguyễn đức cảnh,studies at trường đại học khoa học xã hội và nhân văn - đại học quốc gia tp. hcm,went to thpt bình phú (quận 6)|went to thpt bình phú (quận 6),"ho chi minh city, vietnam|ho chi minh city, vietnam",male
3971,hội tìm việc làm thêm cho sinh viên tại hà nội,studied at trường đại học kinh tế - kỹ thuật công nghiệp uneti|studied at trường đại học kinh tế - kỹ thuật công nghiệp uneti,no schools to show,"hanoi, vietnam",female
3972,no workplaces to show,no schools to show,no schools to show,phan thiet,notknown
3973,,,,,
3974,,,,,
3975,,,,,
3976,,,,,
3977,,,,,
3978,,,,,
3979,,,,,
3980,,,,,
3981,"works at trường đại học công nghệ thông tin, đại học quốc gia thành phố hồ chí minh|works at trường đại học công nghệ thông tin, đại học quốc gia thành phố hồ chí minh",studied trung cấp lý luận chính trị - hành chính at học viện thanh thiếu niên việt nam,no schools to show,no places to show,male
3982,,,,,
3983,,,,,
3984,,,,,
3985,,,,,
3986,,,,,
3987,,,,,
3988,,,,,
3989,,,,,
3990,,,,,
3991,,,,,
3992,no workplaces to show,no schools to show,no schools to show,no places to show,female
3993,,,,,
3994,no workplaces to show,no schools to show,no schools to show,hồng ngự|hồng ngự,notknown
3995,,,,,
3996,,,,,
3997,no workplaces to show,no schools to show,no schools to show,"ho chi minh city, vietnam|hue, vietnam",male
3998,,,,,
3999,group leader at dream wedding,studies ngôn ngữ anh at trường đại học nông lâm tp.hcm,went to trung học phổ thông trần đại nghĩa - tây ninh,"ho chi minh city, vietnam|tây ninh",male
4000,no workplaces to show,no schools to show,no schools to show,no places to show,female
4001,no workplaces to show,no schools to show,no schools to show,can tho,notknown
4002,no workplaces to show,studied at trường đại học luật tp. hồ chí minh|studied at trường đại học luật tp. hồ chí minh,went to trường quốc học - huế,"hue, vietnam|hue, vietnam",female
