id,Workplaces,College,School,Places,Gender
2492,founder at s+studio thiết kế xây dựng chuyên nghiệp,studied kiến trúc sư - thiết kế nội thất at trường đại học kiến trúc đà nẵng|studied kiến trúc sư - thiết kế nội thất at trường đại học kiến trúc đà nẵng,went to thpt phạm phú thứ,"ho chi minh city, vietnam|dien ban|da nang, vietnam",notknown
2493,tân châu,no schools to show,"went to thpt tân châu, tân châu, an giang",tân châu|tân châu,male
2494,works at pharmacity - nhà thuốc tiện lợi,studied quản trị kinh doanh at trường đại học văn lang|studied quản trị kinh doanh at trường đại học văn lang,went to thpt chuyen thoai ngoc hau,"ho chi minh city, vietnam|long xuyên",male
2495,self-employed,studied at ueh - trường đại học kinh tế tp.hcm,went to tuy phong,tuy phong|tuy phong,notknown
2496,works at thpt chu văn an - an giang,no schools to show,went to thpt chu văn an - an giang,"phu my, vietnam|phu my, an giang, vietnam",male
2497,"works at thpt nguyễn thị minh khai, mỏ cày nam, bến tre",studied at thpt chuyên nguyễn thị minh khai,went to thpt chuyen nguyen thi minh khai|went to thpt chuyen nguyen thi minh khai,bến tre,male
2498,no workplaces to show,no schools to show,no schools to show,tân châu|tân châu,notknown
2499,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
2500,no workplaces to show,no schools to show,no schools to show,"ho chi minh city, vietnam",notknown
2501,"works at trường đại học công nghệ thông tin, đại học quốc gia thành phố hồ chí minh",studied mechatronics at asian institute of technology|studied mechatronics at asian institute of technology,went to trường thpt nguyễn huệ,"ho chi minh city, vietnam",notknown
2502,no workplaces to show,no schools to show,no schools to show,dong ha,male
2503,ca sĩ at hội cựu học sinh hồng ngự 3,no schools to show,went to trường thcs thường phước 1,hồng ngự|hồng ngự,male
2504,no workplaces to show,"studies at trường đại học công nghệ thông tin, đại học quốc gia thành phố hồ chí minh",went to thcs nguyễn hiền - nha trang,"ho chi minh city, vietnam",male
2505,đào tạo các kdol có máu kinh doanh|đào tạo các kdol có máu kinh doanh|đào tạo các kdol có máu kinh doanh|đào tạo các kdol có máu kinh doanh|đào tạo các kdol có máu kinh doanh|đào tạo các kdol có máu kinh doanh|đào tạo các kdol có máu kinh doanh,no schools to show,went to trường thpt nguyễn sinh sắc,"tân châu|long son, an giang, vietnam|tân châu",notknown
2506,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
2507,no workplaces to show,no schools to show,went to thpt dĩ an,"ho chi minh city, vietnam",male
2508,no workplaces to show,studies kỹ thuật xét nghiệm y học at nttu - đại học nguyễn tất thành,went to trường thpt ca văn thỉnh- ca van thinh high school,bến tre,female
2509,works at chợ vàm,studied at đại học an giang,"went to thpt nguyễn chí thanh, chợ vàm, phú tân, an giang",long xuyên|phú tân,female
2510,no workplaces to show,no schools to show,no schools to show,"xuân lộc, ðồng nai, vietnam|xuân lộc, ðồng nai, vietnam",female
2511,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
2512,no workplaces to show,studies at trường đại học giao thông vận tải tp.hcm,no schools to show,no places to show,female
2513,no workplaces to show,no schools to show,no schools to show,"phú lâm, an giang, vietnam",female
2514,sales supervisor at siêu thị điện máy - nội thất chợ lớn,no schools to show,"went to trung học phổ thông quang trung , củ chi","ho chi minh city, vietnam|củ chi, hồ chí minh, vietnam",male
2515,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
2516,works at msc - mediterranean shipping company vila velha|works at msc - mediterranean shipping company vila velha|works at msc - mediterranean shipping company vila velha|works at msc - mediterranean shipping company vila velha|works at msc - mediterranean shipping company vila velha|works at msc - mediterranean shipping company vila velha|works at msc - mediterranean shipping company vila velha|works at msc - mediterranean shipping company vila velha|works at msc - mediterranean shipping company vila velha|works at msc - mediterranean shipping company vila velha|works at msc - mediterranean shipping company vila velha|works at msc - mediterranean shipping company vila velha|works at msc - mediterranean shipping company vila velha|works at msc - mediterranean shipping company vila velha|works at msc - mediterranean shipping company vila velha|works at msc - mediterranean shipping company vila velha,studied international business and economics at đại học hoa sen,went to trường thpt tân châu,"ho chi minh city, vietnam",male
2517,no workplaces to show,no schools to show,no schools to show,no places to show,male
2518,no workplaces to show,no schools to show,no schools to show,lai chau|lai chau,notknown
2519,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
2520,no workplaces to show,studies y đa khoa at trường đại học y khoa phạm ngọc thạch|studies y đa khoa at trường đại học y khoa phạm ngọc thạch,went to thpt nguyễn thị minh khai q.3 tphcm,no places to show,notknown
2521,no workplaces to show,no schools to show,went to thcs lam son 2 - quan 6,can tho,female
2522,no workplaces to show,no schools to show,no schools to show,bến tre,female
2523,"tổng giám đốc at xóm vàm láng, tiền giang, vietnam",no schools to show,no schools to show,no places to show,male
2524,"thiện nguyện at chùa từ đức, huyện cam lâm, tỉnh khánh hoà.|thiện nguyện at chùa từ đức, huyện cam lâm, tỉnh khánh hoà.",no schools to show,went to thpt trần bình trọng,"khanh hoa, khánh hòa, vietnam|cam lâm, khánh hòa, vietnam",female
2525,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
2526,works at công ty cp xuất nhập khẩu vĩnh long|works at công ty cp xuất nhập khẩu vĩnh long|works at công ty cp xuất nhập khẩu vĩnh long,studied at thiên chúa là tình yêu,went to thpt chuyên nguyễn thiện thành,vĩnh long|tra vinh,female
2527,no workplaces to show,studies y đa khoa (general doctor) 🥼🩺🍀 at trường đại học y dược cần thơ,went to trường thpt chuyên vị thanh|went to trường thpt chuyên vị thanh,can tho|vi thanh,male
2528,no workplaces to show,studies at trường đại học bách khoa - đh quốc gia tp.hcm|studies at trường đại học bách khoa - đh quốc gia tp.hcm,went to trường thcs bình ninh,my tho|cho gao,male
2529,works at trường thpt chu văn an - phú tân - an giang,no schools to show,no schools to show,"angiang, an giang, vietnam",notknown
2530,works at trường đại học công nghệ thông tin - đại học quốc gia tp.hcm|works at trường đại học công nghệ thông tin - đại học quốc gia tp.hcm,"studied at saint petersburg electrotechnical university ""leti""|studied at saint petersburg electrotechnical university ""leti""|studied at saint petersburg electrotechnical university ""leti""",went to trường thpt ngô quyền. biên hòa- đồng nai,"ho chi minh city, vietnam|biên hòa",male
2531,no workplaces to show,no schools to show,no schools to show,"ho chi minh city, vietnam|long an, tiền giang, vietnam",male
2532,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
2533,no workplaces to show,no schools to show,went to thpt võ thị sáu,"chaudok, an giang, vietnam|chaudok, an giang, vietnam",male
2534,works at ăn xong rồi báo,studied at nguyễn văn hiến,went to bac lieu,"angiang, an giang, vietnam|bac lieu",notknown
2535,makeup at studio ngọc thông,studied makeup artist at ken make up academy bridal|studied makeup artist at ken make up academy bridal|studied makeup artist at ken make up academy bridal,no schools to show,"ap binh duong (1), vietnam|thanh hóa",female
2536,no workplaces to show,no schools to show,no schools to show,"phú lâm|angiang, an giang, vietnam",notknown
2537,no workplaces to show,studies at trường đại học cần thơ,went to thpt trần văn thành,"can tho|chau phú, an giang, vietnam",male
2538,works at tập đoàn hoàng gia - royal group|works at tập đoàn hoàng gia - royal group|works at tập đoàn hoàng gia - royal group|works at tập đoàn hoàng gia - royal group|works at tập đoàn hoàng gia - royal group,studied học master in civil law at trường đại học luật tp. hồ chí minh|studied học master in civil law at trường đại học luật tp. hồ chí minh,went to trường đại học luật tp. hồ chí minh|went to trường đại học luật tp. hồ chí minh,"ho chi minh city, vietnam|tân châu",male
2539,no workplaces to show,studies control engineering & automation at trường đại học bách khoa - đh quốc gia tp.hcm,went to trường trung học phổ thông nguyễn đình chiểu,"ho chi minh city, vietnam",male
2540,worked at pepsico vietnam,studied công nghệ thực phẩm - sinh học at đại học bình dương,went to thpt đức hòa,no places to show,female
2541,bình dương province,no schools to show,no schools to show,"angiang, an giang, vietnam|angiang, an giang, vietnam",notknown
2542,works at chứng khoán mb,studied at ueh - trường đại học kinh tế tp.hcm,no schools to show,"ho chi minh city, vietnam|quang nam, quang nam-da nang, vietnam",male
2543,"ho chi minh city, vietnam",no schools to show,no schools to show,"vung tau|xa vung tau, bà rịa-vũng tàu, vietnam",notknown
2544,no workplaces to show,no schools to show,no schools to show,tân châu,male
2545,no workplaces to show,no schools to show,no schools to show,vĩnh long|thái bình,female
2546,no workplaces to show,studied at cựu sv & sinh viên trường đại học sư phạm kỹ thuật tp.hcm,went to trường thcs và thpt long hựu đông,"tân an, long an|tân an, long an",notknown
2547,no workplaces to show,no schools to show,went to thpt duc tri,"long xuyên|angiang, an giang, vietnam",female
2548,no workplaces to show,no schools to show,no schools to show,"ho chi minh city, vietnam|ho chi minh city, vietnam",male
2549,no workplaces to show,no schools to show,no schools to show,"phú lâm, an giang, vietnam|phú lâm",notknown
2550,no workplaces to show,no schools to show,no schools to show,hồng ngự,female
2551,works at trường đại học cần thơ,studied at trường đại học kiểm sát hà nội,no schools to show,"my khanh, vietnam|my khanh, vietnam",notknown
2552,no workplaces to show,no schools to show,"went to thpt tân châu, tân châu, an giang",tân châu,female
2553,no workplaces to show,studies at đại học tôn đức thắng|studies at đại học tôn đức thắng,"went to thpt tân châu, tân châu, an giang",no places to show,female
2554,no workplaces to show,no schools to show,no schools to show,no places to show,female
2555,no workplaces to show,no schools to show,no schools to show,tân châu|tân châu,notknown
2556,no workplaces to show,no schools to show,no schools to show,"ho chi minh city, vietnam",notknown
2557,works at dự án aqua city novaland - đồng nai|works at dự án aqua city novaland - đồng nai,studied at truong trung hoc co so an giang,no schools to show,tân châu,male
2558,worked at binh duong - viet nam,no schools to show,went to trường thpt hồng ngự 2|went to trường thpt hồng ngự 2,"long thuan, ðồng tháp, vietnam|long thuan, ðồng tháp, vietnam",male
2559,no workplaces to show,studied at trường đại học công nghệ thông tin - đại học quốc gia tp.hcm,no schools to show,tây ninh,male
2560,"ho chi minh city, vietnam",studied at trường đại học nông lâm tp.hcm,went to thpt dĩ an,"ho chi minh city, vietnam|di an",notknown
2561,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
2562,no workplaces to show,no schools to show,no schools to show,"ho chi minh city, vietnam|angiang, an giang, vietnam",notknown
2563,no workplaces to show,studies công nghệ thông tin at trường đại học công nghệ thông tin - đại học quốc gia tp.hcm,went to thpt chuyên nguyễn tất thành - kontum|went to thpt chuyên nguyễn tất thành - kontum,"ho chi minh city, vietnam|kon tum",male
2564,no workplaces to show,no schools to show,no schools to show,"ho chi minh city, vietnam",female
2565,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
2566,no workplaces to show,no schools to show,"went to thpt tân châu, an giang",tân châu|tân châu,male
2567,no workplaces to show,no schools to show,went to trường thpt nguyễn hồng đạo,"ho chi minh city, vietnam|phù cát",female
2568,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
2569,"trai tổ lái ,gái ham chơi :v hoc sinh cá biệt không hot boy nhưng đág nêu, sống biếu điều và chơi đúng kiểu :x. 99 tkì sao 99 kệ mẹ tao .nơi hội tụ những hot girl , ăn ckơi nhảy múa,đua đòi at tân châu|trai tổ lái ,gái ham chơi :v hoc sinh cá biệt không hot boy nhưng đág nêu, sống biếu điều và chơi đúng kiểu :x. 99 tkì sao 99 kệ mẹ tao .nơi hội tụ những hot girl , ăn ckơi nhảy múa,đua đòi at tân châu|trai tổ lái ,gái ham chơi :v hoc sinh cá biệt không hot boy nhưng đág nêu, sống biếu điều và chơi đúng kiểu :x. 99 tkì sao 99 kệ mẹ tao .nơi hội tụ những hot girl , ăn ckơi nhảy múa,đua đòi at tân châu",no schools to show,went to thcs long sơn,"tân châu|long son, an giang, vietnam",male
2570,tu tịnh mật nghiên cứu kinh sách,no schools to show,no schools to show,hồng ngự,male
2571,works at ika mobile,studied at hutech - đại học công nghệ tp.hcm,no schools to show,"kadoma, osaka|tân châu",notknown
2572,no workplaces to show,studies ngôn ngữ đức at trường đại học khoa học xã hội và nhân văn - đại học quốc gia tp. hcm,no schools to show,"ho chi minh city, vietnam|tân châu",female
2573,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
2574,no workplaces to show,no schools to show,no schools to show,no places to show,male
2575,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
2576,cô chủ nhỏ at trắng đen shop|cô chủ nhỏ at trắng đen shop,"studies thương mại điện tử at trường đại học công nghệ thông tin, đại học quốc gia thành phố hồ chí minh",no schools to show,"ho chi minh city, vietnam",female
2577,owner and founder at ladie studio|owner and founder at ladie studio|owner and founder at ladie studio|owner and founder at ladie studio,no schools to show,no schools to show,"ho chi minh city, vietnam|buon me thuot",female
2578,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
2579,founder/blogger at viết dài ai đọc|founder/blogger at viết dài ai đọc|founder/blogger at viết dài ai đọc|founder/blogger at viết dài ai đọc|founder/blogger at viết dài ai đọc,studies quan hệ quốc tế at trường đại học khoa học xã hội và nhân văn - đại học quốc gia tp. hcm,went to trường thpt thực hành cao nguyên,"ho chi minh city, vietnam|buon me thuot",notknown
2580,no workplaces to show,no schools to show,no schools to show,"ho chi minh city, vietnam|vinh xuong, prey veng, cambodia",male
2581,no workplaces to show,studied at trường đại học mở thành phố hồ chí minh|studied at trường đại học mở thành phố hồ chí minh,"went to thpt tân châu, tân châu, an giang","ho chi minh city, vietnam|tân châu",notknown
2582,no workplaces to show,studied thương mại điện tử at đại học sư phạm kỹ thuật thành phố hồ chí minh,no schools to show,quang ngai,notknown
2583,"ho chi minh city, vietnam",no schools to show,"went to thpt tân châu, tân châu, an giang","tân châu|angiang, an giang, vietnam",female
2584,"nhân viên kinh doanh, sale, at thiên phúc hưng land|nhân viên kinh doanh, sale, at thiên phúc hưng land",studies quản trị kinh doanh at đại học lạc hồng,no schools to show,"ben cat|ho chi minh city, vietnam",male
2585,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
2586,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
2587,cu li trưởng at đại lý bia 401 nơ trang long|cu li trưởng at đại lý bia 401 nơ trang long|cu li trưởng at đại lý bia 401 nơ trang long|cu li trưởng at đại lý bia 401 nơ trang long|cu li trưởng at đại lý bia 401 nơ trang long|cu li trưởng at đại lý bia 401 nơ trang long|cu li trưởng at đại lý bia 401 nơ trang long|cu li trưởng at đại lý bia 401 nơ trang long|cu li trưởng at đại lý bia 401 nơ trang long,studied khoa cơ khí động lực - ngành cnkt ô tô at truong cdcn viet hung,went to thpt chương mỹ b,"ho chi minh city, vietnam|hanoi, vietnam",male
2588,works at thpt chu văn an - an giang,studies kỹ thuật nhiệt at cộng đồng sinh viên trường cao đẳng kỹ thuật cao thắng,went to thpt chu văn an - an giang,"phu my, an giang, vietnam",male
2589,no workplaces to show,no schools to show,went to thpt chuyên lê quý đôn - quảng trị,"gio lin, quảng trị, vietnam|gio lin, quảng trị, vietnam",notknown
2590,no workplaces to show,studied kế toán_kt at trường đại học văn lang,no schools to show,"ho chi minh city, vietnam|ho chi minh city, vietnam",male
2591,no workplaces to show,no schools to show,went to thpt trần kỳ phong,"binh son, quảng ngãi, vietnam|binh son, quảng ngãi, vietnam",notknown
2592,no workplaces to show,no schools to show,no schools to show,"ho chi minh city, vietnam",male
2593,tân châu,no schools to show,"went to thpt nguyễn chí thanh, chợ vàm, phú tân, an giang","tân châu|angiang, an giang, vietnam",female
2594,can giuoc,no schools to show,no schools to show,di an|tân châu,male
2595,no workplaces to show,studied at cộng đồng sinh viên trường cao đẳng kỹ thuật cao thắng,went to đoàn trường thpt quế sơn,"ho chi minh city, vietnam|quang nam, quang nam-da nang, vietnam",notknown
2596,no workplaces to show,studied at đại học tôn đức thắng,"went to thpt  lương thế vinh, quận 1, tp. hồ chí minh","ho chi minh city, vietnam|ho chi minh city, vietnam",notknown
2597,boxer at clb muay thai - kickboxing phú thọ|boxer at clb muay thai - kickboxing phú thọ|boxer at clb muay thai - kickboxing phú thọ,no schools to show,went to thpt chuyên nk tdtt nguyễn thị định,"ho chi minh city, vietnam|ho chi minh city, vietnam",male
2598,no workplaces to show,studies công nghệ -kỹ thuật ôtô at trường cao đẳng kỹ thuật cao thắng,no schools to show,tây ninh|tây ninh,male
2599,no workplaces to show,no schools to show,no schools to show,"ho chi minh city, vietnam",notknown
2600,tân châu,no schools to show,no schools to show,"angiang, an giang, vietnam|tân châu",notknown
2601,no workplaces to show,no schools to show,no schools to show,tra vinh,male
2602,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
2603,no workplaces to show,no schools to show,no schools to show,pleiku,male
2604,no workplaces to show,no schools to show,no schools to show,no places to show,male
2605,no workplaces to show,no schools to show,no schools to show,"angiang, an giang, vietnam",notknown
2606,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
2607,works at garena liên quân mobile,studied at hitu - trường cao đẳng công thương tp.hcm,no schools to show,no places to show,notknown
2608,chiến sĩ at sư đoàn bộ binh 330,studied at thcs chu văn an tân châu,no schools to show,"tân châu|tân châu|tân châu|tân uyên|thủ đức, hồ chí minh, vietnam",male
2609,former vice president at isb gavel dĩ an|former vice president at isb gavel dĩ an|former vice president at isb gavel dĩ an,studies international economic relations at trường đại học kinh tế - luật|studies international economic relations at trường đại học kinh tế - luật,went to thpt dĩ an,"di an|ho chi minh city, vietnam",male
2610,no workplaces to show,studies at trường đại học đồng tháp,went to truong thpt chu van an thi xa hong ngu,hồng ngự,female
2611,no workplaces to show,no schools to show,no schools to show,"ho chi minh city, vietnam",notknown
2612,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
2613,no workplaces to show,no schools to show,no schools to show,"ho chi minh city, vietnam|cà mau",notknown
2614,tân châu,no schools to show,no schools to show,tân châu|tân châu,male
2615,no workplaces to show,no schools to show,no schools to show,"vin, nghệ an, vietnam",male
2616,golden base construction jsc,studies civil engineering at ho chi minh city university of technology - đại học bách khoa hồ chí minh|studies civil engineering at ho chi minh city university of technology - đại học bách khoa hồ chí minh,went to thpt trần văn giàu|went to thpt trần văn giàu|went to thpt trần văn giàu,gò vấp|bac giang,male
2617,no workplaces to show,studies y đa khoa at trường đại học y dược cần thơ|studies y đa khoa at trường đại học y dược cần thơ,no schools to show,can tho|can tho,male
2618,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
2619,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
2620,works at ckuyên đâp pka oto xong oy sưa,no schools to show,went to thpt hậu lộc 1,thái nguyên|hau loc,notknown
2621,"ho chi minh city, vietnam",no schools to show,"went to thpt nguyễn chí thanh, phú tân, an giang","ho chi minh city, vietnam|angiang, an giang, vietnam",notknown
2622,teaching tutor at tiếng trung hồng lộc|teaching tutor at tiếng trung hồng lộc|teaching tutor at tiếng trung hồng lộc,studies businesses chinese 商务汉语 at ho chi minh city university of foreign languages and information technology,no schools to show,no places to show,female
2623,"tân an, long an",no schools to show,went to thcs thanh phú long,"tân an, long an|tân an, long an",notknown
2624,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
2625,works at công ty cổ phần phát triển nguồn lực quốc tế|works at công ty cổ phần phát triển nguồn lực quốc tế,no schools to show,went to trường thpt số 2 mộ đức - quảng ngãi,"ho chi minh city, vietnam",notknown
2626,no workplaces to show,studied at trường đại học công nghệ thông tin - đại học quốc gia tp.hcm,no schools to show,"canh duong, binh tri thien, vietnam|canh duong xa, binh tri thien, vietnam",male
2627,no workplaces to show,no schools to show,"goes to thpt tân châu, an giang",tân châu|tân châu,female
2628,works at thpt thạnh hóa,no schools to show,went to thpt thạnh hóa,"tân an, long an|thanh hoa, long an",female
2629,no workplaces to show,no schools to show,no schools to show,"cai lay|ho chi minh city, vietnam",male
2630,no workplaces to show,no schools to show,no schools to show,"ho chi minh city, vietnam|ba ria",male
2631,no workplaces to show,no schools to show,no schools to show,phú lâm|tân châu,female
2632,no workplaces to show,no schools to show,no schools to show,no places to show,female
2633,no workplaces to show,no schools to show,went to thpt đức trí,"ho chi minh city, vietnam|angiang, an giang, vietnam",female
2634,no workplaces to show,studied bác sĩ đa khoa at trường đại học y dược cần thơ,no schools to show,"tân an, long an|tân an, long an",notknown
2635,no workplaces to show,no schools to show,no schools to show,tân châu,female
2636,no workplaces to show,no schools to show,no schools to show,thu dau mot,notknown
2637,no workplaces to show,no schools to show,no schools to show,"ho chi minh city, vietnam|ho chi minh city, vietnam",male
2638,trợ giảng at trường đại học công nghệ thông tin - đại học quốc gia tp.hcm|trợ giảng at trường đại học công nghệ thông tin - đại học quốc gia tp.hcm,studied at trường đại học công nghệ thông tin - đại học quốc gia tp.hcm,went to thpt ngô quyền,biên hòa|biên hòa,male
2639,works at thủ dầu một bình dương,no schools to show,went to đại học buôn ba kiếm tiền bỏtúi,"thu dau mot|buôn ma thuột, đắc lắk, vietnam",notknown
2640,no workplaces to show,no schools to show,no schools to show,no places to show,female
2641,works at instagram,studied thông dịch viên at trung tâm ngoại ngữ isee kids,no schools to show,no places to show,notknown
2642,works at trường đại học ngân hàng tp. hồ chí minh - hub,studied at trường đại học ngân hàng tp. hồ chí minh - hub|studied at trường đại học ngân hàng tp. hồ chí minh - hub|studied at trường đại học ngân hàng tp. hồ chí minh - hub,went to hub fanclub - trường đại học ngân hàng tp. hồ chí minh,"phan rang-tháp chàm, ninh thuận, vietnam|phan rang",notknown
2643,no workplaces to show,no schools to show,"went to thpt tân châu, an giang",tân châu|tân châu,female
2644,no workplaces to show,no schools to show,no schools to show,no places to show,male
2645,no workplaces to show,studies at trường cao đẳng đại việt sài gòn - khoa ngoại ngữ,goes to trường thpt nguyễn trãi - brvt,vung tau,female
2646,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
2647,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
2648,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
2649,học sinh at thcs phú thạnh,studies at trường đại học nông lâm tp. hồ chí minh,"went to thpt tân châu, tân châu, an giang",phú lâm,male
2650,"ho chi minh city, vietnam",studied at cộng đồng sinh viên trường cao đẳng kỹ thuật cao thắng,went to thpt thủ khoa thừa,"ho chi minh city, vietnam|thu thua",male
2651,no workplaces to show,no schools to show,no schools to show,tân châu|tân châu,notknown
2652,no workplaces to show,no schools to show,no schools to show,"ho chi minh city, vietnam|my tho",male
2653,studying at trường thpt trần quang khải tphcm,studies at hufi - đại học công nghiệp thực phẩm tp.hcm,went to trường thpt trần quang khải tphcm,"ho chi minh city, vietnam|tra vinh",female
2654,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
2655,works at an giang,studied at hutech - đại học công nghệ tp.hcm,went to hutech - đại học công nghệ tp.hcm,"ap my thoi, an giang, vietnam|angiang, an giang, vietnam",notknown
2656,no workplaces to show,no schools to show,no schools to show,no places to show,female
2657,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
2658,tân châu,studied create an account at học viện hàng không ----> ăn hàng + ở không ^^!,"went to thpt tân châu, an giang|went to thpt tân châu, an giang","tân châu|long son, long an, vietnam",female
2659,no workplaces to show,studies at nttu - đại học nguyễn tất thành,no schools to show,"ho chi minh city, vietnam|angiang, an giang, vietnam",notknown
2660,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
2661,no workplaces to show,no schools to show,no schools to show,"ho chi minh city, vietnam",notknown
2662,no workplaces to show,no schools to show,no schools to show,"phú lâm, an giang, vietnam",male
2663,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
2664,no workplaces to show,no schools to show,"went to thpt tân châu, tân châu, an giang",tân châu|tân châu,male
2665,collaborator at đoàn - hội khoa ngân hàng ueh,studies at ueh - trường đại học kinh tế tp.hcm,no schools to show,"ho chi minh city, vietnam|hà tĩnh",female
