id,Workplaces,College,School,Places,Gender
8492,làm việc tại vua bán lẻ|làm việc tại vua bán lẻ|làm việc tại vua bán lẻ|làm việc tại vua bán lẻ|làm việc tại vua bán lẻ|làm việc tại vua bán lẻ|làm việc tại vua bán lẻ|làm việc tại vua bán lẻ,no schools to show,no schools to show,"ap binh duong (1), vietnam|angiang, an giang, vietnam",notknown
8493,,,,,
8494,,,,,
8495,"tuyển hệ thống gia nhập học sinh ,sinh viên và có quà và phần thưỡng|tuyển hệ thống gia nhập học sinh ,sinh viên và có quà và phần thưỡng|tuyển hệ thống gia nhập học sinh ,sinh viên và có quà và phần thưỡng",no schools to show,no schools to show,"ho chi minh city, vietnam|ho chi minh city, vietnam",female
8496,,,,,
8497,,,,,
8498,,,,,
8499,,,,,
8500,no workplaces to show,studies at trường đại học cần thơ,no schools to show,soc trang,female
8501,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
8502,no workplaces to show,no schools to show,no schools to show,"ho chi minh city, vietnam|osaka",female
8503,,,,,
8504,,,,,
8505,member of ekip writer at s communications|member of ekip writer at s communications,studied at ueh - trường đại học kinh tế tp.hcm,goes to thpt chuyên lương thế vinh-đồng nai|goes to thpt chuyên lương thế vinh-đồng nai,biên hòa|biên hòa,female
8506,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
8507,tân châu,no schools to show,"went to thpt nguyễn chí thanh, phú tân, an giang","angiang, an giang, vietnam|phú lâm",notknown
8508,no workplaces to show,no schools to show,no schools to show,tân châu,notknown
8509,no workplaces to show,no schools to show,no schools to show,no places to show,male
8510,no workplaces to show,studied at đại học an giang,no schools to show,"angiang, an giang, vietnam|long xuyên",notknown
8511,giáo viên at thpt phú điền,studied at đại học cần thơ,no schools to show,thap muoi|thap muoi,male
8512,,,,,
8513,no workplaces to show,studies at trường đại học sư phạm kĩ thuật thành phố hcm,went to thpt chuyên long an,"tân an, long an",notknown
8514,,,,,
8515,,,,,
8516,no workplaces to show,studied at trường đại học công nghệ thông tin - đại học quốc gia tp.hcm,went to trường thpt chuyên lương văn chánh - phú yên,"ho chi minh city, vietnam|tuy hòa",notknown
8517,,,,,
8518,no workplaces to show,no schools to show,no schools to show,no places to show,male
8519,,,,,
8520,no workplaces to show,studied at học viện nông nghiệp việt nam,no schools to show,no places to show,male
8521,,,,,
8522,,,,,
8523,,,,,
8524,,,,,
8525,,,,,
8526,,,,,
8527,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
8528,,,,,
8529,,,,,
8530,no workplaces to show,no schools to show,no schools to show,no places to show,male
8531,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
8532,works at garena free fire,studied at thcs phú lâm,went to trường trung học cơ sở phú lâm,"angiang, an giang, vietnam|phú lâm",notknown
8533,,,,,
8534,works at nhật ngữ shizen,studied dông phương học at trường đại học khoa học xã hội và nhân văn - đại học quốc gia tp. hcm|studied dông phương học at trường đại học khoa học xã hội và nhân văn - đại học quốc gia tp. hcm,no schools to show,"ho chi minh city, vietnam|vung tau",notknown
8535,,,,,
8536,,,,,
8537,"tân an, long an|tân an, long an",no schools to show,no schools to show,"tân an, long an|angiang, an giang, vietnam",female
8538,,,,,
8539,no workplaces to show,no schools to show,went to trường thcs xuân diệu|went to trường thcs xuân diệu,my tho|my tho,male
8540,no workplaces to show,no schools to show,no schools to show,long xuyên|tân châu,male
8541,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
8542,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
8543,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
8544,,,,,
8545,works at thành phố cần thơ,studied at trường đại học cần thơ,went to trường thpt châu văn liêm,can tho|can tho,female
8546,,,,,
8547,,,,,
8548,,,,,
8549,,,,,
8550,cd trường mầm non kim đồng,studied at trường thcs - thpt hồng hà|studied at trường thcs - thpt hồng hà,no schools to show,vĩnh long|hồng ngự,notknown
8551,trường đại học luật thành phố hồ chí minh,studied at trường đại học luật thành phố hồ chí minh|studied at trường đại học luật thành phố hồ chí minh,went to thpt phan bội châu - tam kỳ,"ho chi minh city, vietnam|tam ky",notknown
8552,,,,,
8553,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
8554,no workplaces to show,studied at trung cấp y dược phạm ngọc thạch cần thơ,went to phú bình,phú bình|phú bình,notknown
8555,,,,,
8556,works at trường thcs lê quý đôn,no schools to show,went to trường thpt chu văn an - phú tân - an giang,"ho chi minh city, vietnam",female
8557,no workplaces to show,studied at học viện công nghệ bưu chính viễn thông - ptit,went to truong thpt hoa chau,"ho chi minh city, vietnam|hue, vietnam",female
8558,,,,,
8559,,,,,
8560,,,,,
8561,no workplaces to show,no schools to show,no schools to show,tân châu,notknown
8562,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
8563,no workplaces to show,no schools to show,no schools to show,long xuyên,notknown
8564,works at tiktok,no schools to show,no schools to show,hà tĩnh|hà tĩnh,notknown
8565,,,,,
8566,,,,,
8567,,,,,
8568,,,,,
8569,no workplaces to show,studies at trường đại học tài chính - marketing,went to thpt thủ khoa nghĩa,"chaudok, an giang, vietnam",female
8570,,,,,
8571,,,,,
8572,,,,,
8573,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
8574,,,,,
8575,,,,,
8576,"worked at ăn rồi chơi,chơi ròy ngủ,ngủ ròy quậy",no schools to show,went to cs huynh thuc khang,"quang nam, quang nam-da nang, vietnam|quang nam, quang nam-da nang, vietnam",female
8577,,,,,
8578,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
8579,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
8580,,,,,
8581,worked at fpt information system,studied business information system at ueh - trường đại học kinh tế tp.hcm,"went to thpt tân châu, tân châu, an giang","ho chi minh city, vietnam",male
8582,,,,,
8583,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
8584,music production at yg family,no schools to show,went to thcs lam son 2 - quan 6,"ho chi minh city, vietnam|ho chi minh city, vietnam",male
8585,,,,,
8586,,,,,
8587,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
8588,,,,,
8589,,,,,
8590,no workplaces to show,no schools to show,no schools to show,gò công,notknown
8591,no workplaces to show,no schools to show,went to thpt.trần nguyên hãn - vũng tàu,no places to show,female
8592,,,,,
8593,,,,,
8594,,,,,
8595,no workplaces to show,no schools to show,no schools to show,"ho chi minh city, vietnam|angiang, an giang, vietnam",female
8596,works at ueh - trường đại học kinh tế tp.hcm,studied at hutech - đại học công nghệ tp.hcm,no schools to show,"ap binh duong (1), vietnam",notknown
8597,,,,,
8598,,,,,
8599,no workplaces to show,studied at đại học y khoa phạm ngọc thạch,no schools to show,"ho chi minh city, vietnam",male
8600,,,,,
8601,,,,,
8602,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
8603,no workplaces to show,studies kế toán—kiểm toán at cao đẳng kinh tế đối ngoại tp.hcm,went to trường thpt số 2 mộ đức - quảng ngãi,"kwang ngai, quảng ngãi, vietnam|nghia hanh",female
8604,,,,,
8605,,,,,
8606,no workplaces to show,no schools to show,no schools to show,"nhơn trạch|angiang, an giang, vietnam",notknown
8607,,,,,
8608,no workplaces to show,no schools to show,went to thcs chau phong,"angiang, an giang, vietnam|chaudok, an giang, vietnam",notknown
8609,,,,,
8610,,,,,
8611,,,,,
8612,,,,,
8613,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
8614,,,,,
8615,,,,,
8616,,,,,
8617,,,,,
8618,,,,,
8619,,,,,
8620,,,,,
8621,,,,,
8622,,,,,
8623,,,,,
8624,,,,,
8625,no workplaces to show,no schools to show,no schools to show,"xã gia kiêm, vietnam|trang bom",notknown
8626,,,,,
8627,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
8628,,,,,
8629,no workplaces to show,studied at khoa công nghệ thông tin và truyền thông - đhđn,went to khoa công nghệ thông tin và truyền thông - đhđn|went to khoa công nghệ thông tin và truyền thông - đhđn,"thang binh|quang nam, quang nam-da nang, vietnam",notknown
