id,Workplaces,College,School,Places,Gender
10453,works at the krusty krab,no schools to show,went to chegato high school,"seoul, korea|seoul, korea",notknown
10454,works at tự do,studied at đại học luật hà nội,no schools to show,thái nguyên|phu luong,notknown
10455,works at công ty tnhh tm tân thành,studied at an giang university,no schools to show,"ho chi minh city, vietnam|rach gia",notknown
10456,no workplaces to show,no schools to show,went to trường đại học ngoại ngữ - tin học tp. hcm - huflit,no places to show,female
10457,no workplaces to show,no schools to show,no schools to show,tân châu,male
10458,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
10459,no workplaces to show,no schools to show,no schools to show,"dubai, united arab emirates|dubai, united arab emirates|dubai, united arab emirates",notknown
10460,no workplaces to show,no schools to show,no schools to show,"canada, kentucky|angiang, an giang, vietnam",female
10461,works at trường thpt bắc trà my,studies quản trị dịch vụ du lịch & lữ hành at da nang university of economics,went to trường thpt bắc trà my,"trà my, quang nam-da nang, vietnam|trà my, quang nam-da nang, vietnam",male
10462,works at clb thần đèn y khoa - conider,studied y đa khoa at đại học y khoa phạm ngọc thạch,"went to thpt huỳnh thị hưởng, chợ mới, an giang","hoi an, an giang, vietnam",male
10463,legal intern at kav lawyers,studied economic law at đại học tôn đức thắng,went to thpt chu văn an - an giang,"ho chi minh city, vietnam|angiang, an giang, vietnam",female
10464,no workplaces to show,no schools to show,no schools to show,no places to show,female
10465,y dược,studied at trường thpt tân châu,no schools to show,can tho|tân châu,male
10466,quản lí at vựa secondhand|quản lí at vựa secondhand,studied khoa dược - dược sĩ  💊👨‍⚕️ at nttu - đại học nguyễn tất thành,no schools to show,"dubai, united arab emirates|tân châu",notknown
10467,moderator at làng lá - boruto|moderator at làng lá - boruto,"studies at trường đại học công nghệ thông tin, đại học quốc gia thành phố hồ chí minh",went to trường thpt chuyên lê quý đôn ninh thuận,"phan rang-tháp chàm, ninh thuận, vietnam|phan rang-tháp chàm, ninh thuận, vietnam",male
10468,student dean at thpt bình an,studies at uef - đại học kinh tế tài chính tp.hcm,no schools to show,di an|di an,male
10469,works at đại học tôn đức thắng,studied at đại học tôn đức thắng,no schools to show,"ho chi minh city, vietnam|hồng ngự",male
10470,no workplaces to show,no schools to show,no schools to show,no places to show,female
10471,works at binh duong - viet nam,no schools to show,no schools to show,"ap binh duong (1), vietnam|hồng ngự",notknown
10472,no workplaces to show,studied khoa công nghệ thực phẩm. at hcmute - spkt,goes to thpt nguyễn an ninh,di an,female
10473,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
10474,no workplaces to show,no schools to show,no schools to show,"ho chi minh city, vietnam|tân châu",female
10475,works at thành phố hồ chí minh,studied quản trị kinh doanh at trường đại học ngoại ngữ - tin học tp. hcm - huflit,no schools to show,"ho chi minh city, vietnam|bac lieu",female
10476,works at hcm university of social sciences and humanities (ussh),studied at hcm university of social sciences and humanities (ussh),no schools to show,vĩnh long,male
10477,no workplaces to show,studies at hutech - đại học công nghệ tp.hcm,"went to thpt tân châu, tân châu, an giang","ho chi minh city, vietnam|tân châu",male
10478,works at ansell,no schools to show,no schools to show,"ho chi minh city, vietnam|long xuyên",female
10479,member at hội học sinh sinh viên đức phổ - dpsg|member at hội học sinh sinh viên đức phổ - dpsg|member at hội học sinh sinh viên đức phổ - dpsg|member at hội học sinh sinh viên đức phổ - dpsg,studied at trường đại học công nghệ thông tin - đại học quốc gia tp.hcm,went to trường thpt số 1 đức phổ,"ho chi minh city, vietnam|quang ngai",male
10480,nhân viên at aq autocare biên hoà,studied at hitu - trường cao đẳng công thương tp.hcm,went to thpt long khanh a,hồng ngự,male
10481,no workplaces to show,studies diễn viên kịch - điện ảnh at trường đại học sân khấu - điện ảnh tp. hồ chí minh|studies diễn viên kịch - điện ảnh at trường đại học sân khấu - điện ảnh tp. hồ chí minh|studies diễn viên kịch - điện ảnh at trường đại học sân khấu - điện ảnh tp. hồ chí minh,no schools to show,"ho chi minh city, vietnam",male
10482,bảo kê at học kỳ quân đội thành phố cần thơ|bảo kê at học kỳ quân đội thành phố cần thơ,no schools to show,"went to thpt lê thị riêng, hòa bình, bạc liêu",can tho|bac lieu,female
10483,no workplaces to show,no schools to show,no schools to show,"angiang, an giang, vietnam",female
10484,works at sec-tiếng anh đơn giản|works at sec-tiếng anh đơn giản|works at sec-tiếng anh đơn giản|works at sec-tiếng anh đơn giản,no schools to show,went to trường thpt chu văn an - phú tân - an giang,"ho chi minh city, vietnam|long xuyên",female
10485,no workplaces to show,studies at cựu sv & sinh viên trường đại học sư phạm kỹ thuật tp.hcm,went to thpt lý tự trọng nha trang - khánh hòa,nha trang|nha trang,notknown
10486,no workplaces to show,studies finance at university of canterbury,no schools to show,"christchurch, new zealand",notknown
10487,no workplaces to show,studies bachelor (profcom) at rmit university vietnam,went to thpt chu văn an - an giang,"angiang, an giang, vietnam|phu my, an giang, vietnam",male
10488,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
10489,no workplaces to show,studies at trường đại học công nghệ thông tin - đại học quốc gia tp.hcm,went to thcs nguyễn du (gò vấp)|went to thcs nguyễn du (gò vấp),no places to show,male
10490,no workplaces to show,no schools to show,no schools to show,"chaudok, an giang, vietnam",female
10491,no workplaces to show,"studies at trường đại học công nghệ thông tin, đại học quốc gia thành phố hồ chí minh|studies at trường đại học công nghệ thông tin, đại học quốc gia thành phố hồ chí minh",went to thcs gia ninh,đồng hới|đồng hới,male
10492,dân chs at hà nội|dân chs at hà nội,no schools to show,went to trường thpt mỹ đức a - mỹ đức - hà nội,"hanoi, vietnam|ha loi, ha noi, vietnam",female
10493,no workplaces to show,studied at trường đại học văn lang,"went to thpt tân châu, tân châu, an giang",tân châu,female
10494,no workplaces to show,no schools to show,no schools to show,no places to show,male
10495,no workplaces to show,no schools to show,no schools to show,nhơn trạch,notknown
10496,front house staff at panda express,studied at ucla,went to carson high school,"carson, california|soc trang",male
10497,no workplaces to show,no schools to show,no schools to show,"angiang, an giang, vietnam|phú lâm",notknown
10498,works at kaga|works at kaga,studied at アリス国際学園|studied at アリス国際学園,went to thpt phan chu trinh,"kanazawa, ishikawa|sông cầu",notknown
10499,no workplaces to show,studies business english _ chuyên ngành tiếng anh thương mại at trường đại học ngoại ngữ - tin học tp. hcm - huflit,no schools to show,"ho chi minh city, vietnam",male
10500,đang học at trường đại học văn lang,no schools to show,"went to thpt mạc đĩnh chi,q.6-tp.hcm|went to thpt mạc đĩnh chi,q.6-tp.hcm","ho chi minh city, vietnam|ho chi minh city, vietnam",male
10501,works at maya beauty,no schools to show,no schools to show,"ho chi minh city, vietnam|cà mau",female
10502,no workplaces to show,"studied at trường đại học công nghệ thông tin, đại học quốc gia thành phố hồ chí minh",no schools to show,"ho chi minh city, vietnam|buôn ma thuột, đắc lắk, vietnam",female
10503,works at sinh viên công giáo nhân văn|works at sinh viên công giáo nhân văn,no schools to show,no schools to show,no places to show,male
10504,no workplaces to show,studied management information systems at trường đại học văn lang,no schools to show,"ho chi minh city, vietnam",female
10505,studying at đại học khoa học xã hội và nhân văn - đại học quốc gia tp. hcm,no schools to show,no schools to show,phan thiet,female
10506,works at maq store 2,no schools to show,went to trường thpt trần quang khải tphcm,"ho chi minh city, vietnam|can tho",notknown
10507,làm lai rai tháng 10 chai,no schools to show,no schools to show,"ap tan phu ha, an giang, vietnam|phú lâm, an giang, vietnam",male
10508,no workplaces to show,studies at trường đại học văn lang,"went to thpt chuẩn quốc gia võ trường toản - p. hiệp thành, q12, tp. hcm","ho chi minh city, vietnam|ho chi minh city, vietnam",female
10509,no workplaces to show,studied at hiu - đại học quốc tế hồng bàng,"went to thpt nguyễn chí thanh, phú tân, an giang","ho chi minh city, vietnam|phú lâm, an giang, vietnam",male
10510,no workplaces to show,studies at trường đại học mở tphcm,went to trường thpt nguyễn sinh sắc,"ho chi minh city, vietnam|tân châu",male
10511,no workplaces to show,no schools to show,no schools to show,phú lâm,male
10512,"ho chi minh city, vietnam",no schools to show,no schools to show,"ho chi minh city, vietnam|chaudok, an giang, vietnam",notknown
10513,works at tân châu shop|works at tân châu shop,no schools to show,went to thpt long thanh - long thanh high school,tân châu|tân châu,male
10514,no workplaces to show,no schools to show,no schools to show,no places to show,male
10515,works at đại học quốc gia tp.hcm|works at đại học quốc gia tp.hcm|works at đại học quốc gia tp.hcm,studies biotechnology at trường đại học an giang,"went to trường thpt đức trí, tân châu an giang","long xuyên|angiang, an giang, vietnam|tân châu, an giang",male
10516,,,,,
10517,,,,,
10518,no workplaces to show,studied luật at trường đại học luật thành phố hồ chí minh (ho chi minh city...,no schools to show,no places to show,male
10519,no workplaces to show,no schools to show,no schools to show,"ho chi minh city, vietnam|ho chi minh city, vietnam",male
10520,tổng giám đốc|tổng giám đốc,studied at đại học bách khoa đà nẵng - danang university of science and technology,no schools to show,"ho chi minh city, vietnam",notknown
10521,no workplaces to show,studied at hutech - đại học công nghệ tp.hcm,no schools to show,"ho chi minh city, vietnam|angiang, an giang, vietnam",notknown
10522,no workplaces to show,studied at ush -tuyển sinh đại học thể dục thể thao tp.hcm,went to trường thpt nguyễn sinh sắc,"ho chi minh city, vietnam",male
10523,,,,,
10524,,,,,
10525,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
10526,no workplaces to show,no schools to show,no schools to show,"vinh xuong, prey veng, cambodia",notknown
10527,,,,,
10528,,,,,
10529,,,,,
10530,no workplaces to show,studies at hutech - đại học công nghệ tp.hcm,went to thpt nguyễn trãi  (bình dương),"an phú, hồ chí minh, vietnam|ap binh duong (1), vietnam",male
10531,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
10532,,,,,
10533,works at fpt telecom|works at fpt telecom,studied qt marketing at đại học mở tphcm,went to thpt lê hồng phong-tây hòa-phú yên,"ho chi minh city, vietnam|tây hòa",female
10534,,,,,
10535,no workplaces to show,no schools to show,no schools to show,no places to show,female
10536,no workplaces to show,studied sư phạm ngữ văn-khoa sư phạm at đại học an giang,"went to thpt tân châu, tân châu, an giang",long xuyên|tân châu,female
10537,no workplaces to show,studied at trường đại học y dược cần thơ,went to truong trung hoc pho thong an phuoc,"phan rang|phan rang-tháp chàm, ninh thuận, vietnam",notknown
10538,,,,,
10539,works at tuyển dụng hbr,studied quản trị nguồn nhân lực at đại học thương mại,no schools to show,"hanoi, vietnam|hanoi, vietnam",female
10540,quang ngai,studied cnkt công trình xây dựng at cựu sv & sinh viên trường đại học sư phạm kỹ thuật tp.hcm,went to trường thpt số 1 tư nghĩa quảng ngãi,quang ngai|quang ngai,notknown
10541,,,,,
10542,,,,,
10543,no workplaces to show,studied at hutech - đại học công nghệ tp.hcm,went to hutech - đại học công nghệ tp.hcm,"ho chi minh city, vietnam|quang ngai",notknown
10544,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
10545,"works at tân uyên, bình dương, việt nam|works at tân uyên, bình dương, việt nam",no schools to show,no schools to show,"tân uyên|angiang, an giang, vietnam",notknown
10546,no workplaces to show,no schools to show,"went to thpt tân châu, an giang","ho chi minh city, vietnam|tân châu",female
10547,,,,,
10548,,,,,
10549,no workplaces to show,studied at thpt bàu bàng,no schools to show,"ap binh duong (1), vietnam|bac giang",notknown
10550,no workplaces to show,"studied công nghệ thông tin k14 at trường đại học công nghệ thông tin, đại học quốc gia thành phố hồ chí minh",went to phổ thông trung học hàm tân,"ho chi minh city, vietnam|hàm tân",male
10551,no workplaces to show,no schools to show,no schools to show,no places to show,female
10552,worked at hội cựu học sinh hồng ngự 3,no schools to show,no schools to show,hồng ngự|hồng ngự,female
10553,no workplaces to show,no schools to show,no schools to show,no places to show,female
10554,,,,,
10555,,,,,
10556,no workplaces to show,studies urban and regional planning at đại học tôn đức thắng,no schools to show,"ho chi minh city, vietnam|thái bình",male
10557,,,,,
10558,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
10559,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
10560,,,,,
10561,,,,,
10562,works at trường thpt chu văn an - phú tân - an giang,studies at trường đại học công nghệ thông tin - đại học quốc gia tp.hcm,went to thcs mỹ hội đông,"cho moi, an giang|cho moi, an giang",notknown
10563,no workplaces to show,no schools to show,no schools to show,"ho chi minh city, vietnam|angiang, an giang, vietnam",notknown
10564,,,,,
10565,,,,,
10566,,,,,
10567,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
10568,no workplaces to show,no schools to show,no schools to show,"cho moi, an giang",female
10569,no workplaces to show,no schools to show,went to tuổi trẻ thcs võ trường toản - dĩ an|went to tuổi trẻ thcs võ trường toản - dĩ an,"ap binh duong (1), vietnam|nam định, nam định, vietnam",male
10570,works at an giang,no schools to show,went to trường trung học cơ sở phú lâm,"angiang, an giang, vietnam|angiang, an giang, vietnam",notknown
10571,worked at trung tam dao tao vdv cap cao ha noi,no schools to show,no schools to show,"pho binh gia, lạng sơn, vietnam|lạng sơn",notknown
10572,works at kichi-kichi,studied chuyên nghành kế toán clc at trường đại học mở tp. hcm - tư vấn tuyển sinh,no schools to show,"ho chi minh city, vietnam|long khanh",notknown
10573,,,,,
10574,,,,,
10575,,,,,
10576,,,,,
10577,"nhân viên at 954 ấp phú hoà, xã phú lâm, huyện phú tân, tỉnh an giang|nhân viên at 954 ấp phú hoà, xã phú lâm, huyện phú tân, tỉnh an giang",no schools to show,went to trường thpt hồng ngự 3,"phú lâm, an giang, vietnam|hồng ngự",female
10578,no workplaces to show,no schools to show,no schools to show,hồng ngự,female
10579,,,,,
10580,works at domino's pizza,studies at fpt university hcm,went to thpt dl văn hiến,long khanh|long khanh,male
10581,,,,,
