id,Workplaces,College,School,Places,Gender
7353,no workplaces to show,studies at alcorn state university,went to vidalia high school,"vidalia, louisiana|trang bom",female
7354,no workplaces to show,no schools to show,no schools to show,"ho chi minh city, vietnam|tân châu",male
7355,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
7356,no workplaces to show,no schools to show,no schools to show,tân châu,notknown
7357,nhà hát thế giới trẻ trường đại học sân khấu điện ảnh tp hcm|nhà hát thế giới trẻ trường đại học sân khấu điện ảnh tp hcm|nhà hát thế giới trẻ trường đại học sân khấu điện ảnh tp hcm|nhà hát thế giới trẻ trường đại học sân khấu điện ảnh tp hcm|nhà hát thế giới trẻ trường đại học sân khấu điện ảnh tp hcm|nhà hát thế giới trẻ trường đại học sân khấu điện ảnh tp hcm|nhà hát thế giới trẻ trường đại học sân khấu điện ảnh tp hcm|nhà hát thế giới trẻ trường đại học sân khấu điện ảnh tp hcm|nhà hát thế giới trẻ trường đại học sân khấu điện ảnh tp hcm,"studied diễn viên sân khấu_điện ảnh, đạo diễn sân khấu, thạc sỹ nghệ thuật at đại học sân khấu điện ảnh tp. hồ chí minh",no schools to show,"thành phố hồ chí minh, hồ chí minh, vietnam|hanoi, vietnam",female
7358,no workplaces to show,no schools to show,no schools to show,da lat|da lat,male
7359,works at hải dương,no schools to show,no schools to show,hải dương|hải dương,female
7360,works at thpt tân châu,no schools to show,went to trường thpt tân châu,"long hoa, an giang, vietnam|long hoa, an giang, vietnam",female
7361,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
7362,no workplaces to show,studies at trường đại học công nghệ thông tin - đại học quốc gia tp.hcm,no schools to show,"rach gia, vietnam|thái bình",male
7363,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
7364,no workplaces to show,no schools to show,no schools to show,"ho chi minh city, vietnam",female
7365,teacher at trường th long thuận 4|teacher at trường th long thuận 4,no schools to show,no schools to show,"long thuan, ðồng tháp, vietnam",female
7366,works at a mừng tatto ink,no schools to show,no schools to show,tân châu|phnom penh,female
7367,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
7368,works at trường đại học nông lâm tp.hcm,studied at trường đại học nông lâm tp.hcm,went to trường ptdt nội trú tỉnh bình phước,"ho chi minh city, vietnam|lộc ninh, bìn phước, vietnam",male
7369,works at trường đại học tôn đức thắng,studied at đại học tôn đức thắng|studied at đại học tôn đức thắng,went to đại học tôn đức thắng,bến tre|bến tre,male
7370,works at khoa dược trường đại học nguyễn tất thành|works at khoa dược trường đại học nguyễn tất thành|works at khoa dược trường đại học nguyễn tất thành,studied at đại học nguyễn tất thành,went to thpt trần hữu trang,"ho chi minh city, vietnam",male
7371,no workplaces to show,studied at bo decor - trang trí sự kiện & lễ hội,went to trường trung học phổ thông tân châu,"ho chi minh city, vietnam|tân châu",female
7372,no workplaces to show,studied at iuh - trường đại học công nghiệp tp.hcm|studied at iuh - trường đại học công nghiệp tp.hcm|studied at iuh - trường đại học công nghiệp tp.hcm,no schools to show,"ho chi minh city, vietnam|quang ngai",male
7373,no workplaces to show,"studied at university of economics, hcmc","went to thpt tân châu, an giang","ho chi minh city, vietnam|tân châu",female
7374,no workplaces to show,no schools to show,no schools to show,no places to show,female
7375,tân châu,studied at ueh - trường đại học kinh tế tp.hcm,went to tan chau,tân châu|tân châu,male
7376,no workplaces to show,no schools to show,no schools to show,no places to show,female
7377,thành viên at see club - clb môi trường & xã hội khoa y,studied y đa khoa at đại học y dược tp. hcm,went to trường  thpt hải lăng,"ho chi minh city, vietnam|quảng trị",male
7378,"works at ăn chơi, ngủ nghỉ",no schools to show,went to trường thpt võ thị hồng - cà mau,"kinna, sweden|cà mau",notknown
7379,no workplaces to show,no schools to show,went to thcs phú đông,nhon trach|nhon trach,female
7380,"ho chi minh city, vietnam",no schools to show,no schools to show,no places to show,notknown
7381,th vtt2 at an giang,no schools to show,no schools to show,"chau phú, an giang, vietnam|angiang, an giang, vietnam",notknown
7382,works at trường đại học y khoa phạm ngọc thạch|works at trường đại học y khoa phạm ngọc thạch,studies at đại học y khoa phạm ngọc thạch|studies at đại học y khoa phạm ngọc thạch,went to thcs nguyễn trãi - long xuyên,"ho chi minh city, vietnam|long xuyên",female
7383,"thi tran duc hoa, duc hoa, long an",no schools to show,no schools to show,"ho chi minh city, vietnam|tân châu|ho chi minh city, vietnam",notknown
7384,no workplaces to show,no schools to show,went to trường trung học cơ sở phú lâm,"angiang, an giang, vietnam",notknown
7385,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
7386,no workplaces to show,studies khoa ngôn ngữ anh- chuyên ngành tiếng anh thương mại at nttu - đại học nguyễn tất thành,no schools to show,"ho chi minh city, vietnam|da lat",male
7387,tứ phủ coffee food|tứ phủ coffee food|tứ phủ coffee food|tứ phủ coffee food|tứ phủ coffee food|tứ phủ coffee food,studied at trường đại học tôn đức thắng,went to thpt thống nhất a,"ho chi minh city, vietnam|trang bom",male
7388,no workplaces to show,no schools to show,no schools to show,no places to show,female
7389,no workplaces to show,studies hàn quốc học 한국어 at hiu - đại học quốc tế hồng bàng,"went to thpt tân châu, an giang",hồng ngự,female
7390,no workplaces to show,no schools to show,went to trường thpt phan chu trinh - sông cầu - phú yên,sông cầu,male
7391,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
7392,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
7393,works at đại học công nghệ sài gòn - saigon technology university,studied at đại học công nghệ sài gòn - saigon technology university,went to trường thpt hoằng hóa 3,"nhà bè, hồ chí minh, vietnam|thanh hóa",female
7394,"ho chi minh city, vietnam",no schools to show,no schools to show,no places to show,male
7395,no workplaces to show,studies at university financy of marketing,went to trường thpt ca văn thỉnh- ca van thinh high school,"ho chi minh city, vietnam|bến tre",female
7396,no workplaces to show,no schools to show,went to trường thpt nguyễn sinh sắc,tân châu,notknown
7397,works at binh duong - viet nam,no schools to show,no schools to show,rach gia,notknown
7398,no workplaces to show,no schools to show,went to trường thpt phan chu trinh - sông cầu - phú yên,sông cầu,female
7399,ptp. kỹ thuật at công ty tnhh đại tiến,no schools to show,went to trường thpt buôn ma thuột|went to trường thpt buôn ma thuột,"buôn ma thuột, đắc lắk, vietnam|buôn ma thuột, đắc lắk, vietnam",male
7400,works at an giang,no schools to show,no schools to show,"angiang, an giang, vietnam|angiang, an giang, vietnam",male
7401,works at trường thpt quốc thái,studied sư phạm toán - tin at đại học cần thơ,went to thpt anphu|went to thpt anphu,"an phú, vietnam",male
7402,long xuyên,studied at cali educación musical suzuki|studied at cali educación musical suzuki,went to thpt nguyễn quang diêu,"angiang, an giang, vietnam|angiang, an giang, vietnam",male
7403,no workplaces to show,no schools to show,no schools to show,no places to show,female
7404,phó trưởng khoa kinh tế at trường đại học nông lâm tp.hcm|phó trưởng khoa kinh tế at trường đại học nông lâm tp.hcm|phó trưởng khoa kinh tế at trường đại học nông lâm tp.hcm,studies at ueh hcm|studies at ueh hcm|studies at ueh hcm,went to trường thpt lý thường kiệt,"tan phuoc khanh, song be, vietnam|hóc môn, hồ chí minh, vietnam",male
7405,works at an giang,no schools to show,went to thcs long sơn,"angiang, an giang, vietnam",notknown
7406,"editor at esuhai co., ltd|editor at esuhai co., ltd",studied ngôn ngữ nhật / 日本語 at kaizen yoshida school - đào tạo và học tập tiếng nhật để làm việc|studied ngôn ngữ nhật / 日本語 at kaizen yoshida school - đào tạo và học tập tiếng nhật để làm việc,no schools to show,bunkyo|dong hoa,female
7407,no workplaces to show,no schools to show,no schools to show,da lat|da lat,female
7408,no workplaces to show,studied at đoàn trường thpt ngô quyền quận 7|studied at đoàn trường thpt ngô quyền quận 7,no schools to show,no places to show,female
7409,no workplaces to show,studies y-đa khoa k11 at trường đại học võ trường toản,"went to thpt tân châu, tân châu, an giang",can tho,male
7410,no workplaces to show,"studied information systems at trường đại học công nghệ thông tin, đại học quốc gia thành phố hồ chí minh",no schools to show,"ho chi minh city, vietnam|cái bè",female
7411,no workplaces to show,no schools to show,no schools to show,dong ha|dong ha,notknown
7412,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
7413,no workplaces to show,no schools to show,no schools to show,no places to show,male
7414,no workplaces to show,no schools to show,went to thpt kim thành ii - hải dương|went to thpt kim thành ii - hải dương,lai vung|lai vung,female
7415,tân châu,no schools to show,went to tan chau,tân châu|tân châu,notknown
7416,no workplaces to show,no schools to show,no schools to show,no places to show,male
7417,no workplaces to show,no schools to show,no schools to show,biên hòa|biên hòa,male
7418,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
7419,"works at trường đại học công nghệ thông tin, đại học quốc gia thành phố hồ chí minh","studied at trường đại học công nghệ thông tin, đại học quốc gia thành phố hồ chí minh",no schools to show,"ho chi minh city, vietnam|binh phuoc, vietnam",male
7420,no workplaces to show,studies at truong dai hoc y duoc can tho,went to thcs long trì|went to thcs long trì,"tân an, long an|tân an, long an",female
7421,works at chứng khoán mirae asset|works at chứng khoán mirae asset,studied tài chính at trường đại học tài chính - marketing,went to trường thcs và thpt nguyễn khuyến|went to trường thcs và thpt nguyễn khuyến,"ho chi minh city, vietnam|cam ranh",male
7422,no workplaces to show,no schools to show,no schools to show,"ho chi minh city, vietnam",female
7423,bình dương province,no schools to show,no schools to show,tân uyên|tân châu,notknown
7424,no workplaces to show,studies at trường đại học luật tp. hồ chí minh,no schools to show,"di an|hòa bình, hòa bình, vietnam",notknown
7425,chơi at an roi choi,studied at duc tri,went to co so phu vinh,"tân châu|an giang (4), nghia binh, vietnam",male
7426,no workplaces to show,no schools to show,no schools to show,biên hòa|tân châu,female
7427,no workplaces to show,no schools to show,no schools to show,"phu thuan, ðồng tháp, vietnam|hồng ngự",male
7428,no workplaces to show,studied at trường đại học công nghệ thông tin - đại học quốc gia tp.hcm,went to thcs hùng vương tp. biên hòa|went to thcs hùng vương tp. biên hòa,biên hòa|biên hòa,male
7429,no workplaces to show,studied at trường đại học an giang|studied at trường đại học an giang,went to tan chau,"angiang, an giang, vietnam|tân châu",notknown
7430,works at thành phố hồ chí minh,no schools to show,"went to thpt nguyễn chí thanh, phú tân, an giang","ap an tinh, an giang, vietnam",notknown
7431,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
7432,works at thpt xuân tô|works at thpt xuân tô,studied at thpt xuân tô,went to thpt xuan to,"angiang, an giang, vietnam|angiang, an giang, vietnam",female
7433,no workplaces to show,no schools to show,no schools to show,"ho chi minh city, vietnam",notknown
7434,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
7435,no workplaces to show,studied at đại học nam cần thơ,went to trường thpt nguyễn sinh sắc,tân châu|tân châu,notknown
7436,no workplaces to show,no schools to show,no schools to show,"seoul, korea|seoul, korea",notknown
7437,no workplaces to show,no schools to show,no schools to show,no places to show,female
7438,no workplaces to show,studied at sân khấu - điện ảnh - truyền hình & sự kiện|studied at sân khấu - điện ảnh - truyền hình & sự kiện,went to trần văn ơn high school,"ap binh duong (1), vietnam|hai phong, vietnam",male
7439,no workplaces to show,no schools to show,no schools to show,"tân châu|angiang, an giang, vietnam",female
7440,no workplaces to show,no schools to show,no schools to show,tân châu,notknown
7441,no workplaces to show,no schools to show,no schools to show,"ho chi minh city, vietnam|tanh linh",notknown
7442,no workplaces to show,no schools to show,"went to thpt tân châu, tân châu, an giang",tân châu|tân châu,male
7443,"works at ap binh duong (1), vietnam",no schools to show,no schools to show,thu dau mot,notknown
7444,no workplaces to show,no schools to show,"went to thpt tân châu, tân châu, an giang",phú lâm|phú lâm,female
7445,no workplaces to show,no schools to show,"went to thpt tân châu, an giang",tân châu,notknown
7446,no workplaces to show,studied at trường đại học đồng tháp,"went to thpt tân châu, an giang",tân châu,notknown
7447,no workplaces to show,no schools to show,went to học sinh thpt vọng thê confessions|went to học sinh thpt vọng thê confessions,"can tho|angiang, an giang, vietnam",male
7448,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
7449,đoàn khoa kinh tế - đại học kinh tế luật|đoàn khoa kinh tế - đại học kinh tế luật,studied kinh tế học at trường đại học kinh tế - luật,went to thpt chuyên lương văn chánh,"ho chi minh city, vietnam|tuy hòa",notknown
7450,works at khu cong nghiep nhon hoa,"studied at thpt nguyễn hồng đạo,phù cát,bình định",went to trường thpt nguyễn hồng đạo|went to trường thpt nguyễn hồng đạo|went to trường thpt nguyễn hồng đạo,"qui nhon, bình ðịnh, vietnam|phù cát",male
7451,no workplaces to show,studies at ueh - trường đại học kinh tế tp.hcm,went to trường thpt chuyên trần hưng đạo - bình thuận,"ho chi minh city, vietnam|phan thiet",male
7452,no workplaces to show,no schools to show,no schools to show,no places to show,male
7453,no workplaces to show,studied at trường đại học bách khoa - đh quốc gia tp.hcm,"went to thpt chuyên nguyễn thị minh khai, tp sóc trăng, sóc trăng",soc trang|soc trang,male
7454,no workplaces to show,no schools to show,no schools to show,no places to show,female
7455,no workplaces to show,no schools to show,went to thpt đức trí,"chaudok, an giang, vietnam|tân châu",female
7456,no workplaces to show,no schools to show,no schools to show,no places to show,female
7457,no workplaces to show,no schools to show,no schools to show,"ho chi minh city, vietnam",notknown
7458,captain at techcombank hcmc international marathon 2018|captain at techcombank hcmc international marathon 2018|captain at techcombank hcmc international marathon 2018|captain at techcombank hcmc international marathon 2018|captain at techcombank hcmc international marathon 2018|captain at techcombank hcmc international marathon 2018,no schools to show,no schools to show,no places to show,male
7459,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
7460,no workplaces to show,no schools to show,no schools to show,biên hòa|biên hòa,notknown
7461,no workplaces to show,no schools to show,no schools to show,no places to show,male
7462,no workplaces to show,studies international relations at trường đại học ngoại ngữ - tin học tp. hcm - huflit,no schools to show,"ho chi minh city, vietnam|tra vinh",female
7463,works at phú quốc|works at phú quốc,no schools to show,went to đảo ngọc phú quốc|went to đảo ngọc phú quốc,"phu quoc, kiến giang, vietnam|phu quoc, kiến giang, vietnam",notknown
7464,rửa bát at đại học quốc gia tp.hcm|rửa bát at đại học quốc gia tp.hcm,studied at đại học quốc gia tp.hcm|studied at đại học quốc gia tp.hcm,went to trường th thcs thpt phan chu trinh  tp dĩ an tỉnh bình dương,"ho chi minh city, vietnam|nam định, nam định, vietnam",male
7465,works at hcmc peace and development foundation|works at hcmc peace and development foundation|works at hcmc peace and development foundation|works at hcmc peace and development foundation,studied at ueh - trường đại học kinh tế tp.hcm|studied at ueh - trường đại học kinh tế tp.hcm,went to thpt chuyên quốc học huế|went to thpt chuyên quốc học huế|went to thpt chuyên quốc học huế,"kim doi, binh tri thien, vietnam|hue, vietnam",female
7466,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
7467,no workplaces to show,"studied at trường đại học sư phạm, đại học huế",went to thpt chuyên lê quý đôn,"hue, vietnam",notknown
7468,works at thcs long an|works at thcs long an,no schools to show,"went to thpt tân châu, tân châu, an giang","tân châu|tân châu|seoul, korea",female
7469,works at vận chuyển kgd - vận chuyển hàng hoá chuyên nghiệp,no schools to show,went to trường đời,"tân châu|angiang, an giang, vietnam",male
7470,no workplaces to show,studied at trường đại học quy nhơn,went to trường thpt số 1 phù mỹ,"quy nhon|phu my, nghia binh, vietnam",male
7471,no workplaces to show,studied quản trị kinh doanh at trường đại học văn lang,no schools to show,"ho chi minh city, vietnam",notknown
7472,no workplaces to show,no schools to show,went to trường thpt võ trường toản,"ho chi minh city, vietnam|yen, vĩnh phúc, vietnam",male
7473,no workplaces to show,no schools to show,no schools to show,"cho moi, an giang",female
7474,no workplaces to show,no schools to show,no schools to show,"tân châu|angiang, an giang, vietnam",female
7475,no workplaces to show,no schools to show,goes to thpt thiệu hóa,thanh hóa|thieu hoa,female
7476,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
7477,former designer at dental care centre - trung tâm nha khoa kỹ thuật cao,no schools to show,no schools to show,"an giang (4), nghia binh, vietnam",male
7478,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
7479,no workplaces to show,no schools to show,no schools to show,"ho chi minh city, vietnam",male
7480,no workplaces to show,no schools to show,no schools to show,tân châu,female
7481,no workplaces to show,studied at trường đại học giao thông vận tải tp.hcm|studied at trường đại học giao thông vận tải tp.hcm,"went to trường thpt chu văn an, tư nghĩa, quảng ngãi",tu nghia,male
7482,tập đoàn euro gruop mien tay,no schools to show,no schools to show,tân châu|tân châu,notknown
7483,teaching at nhà thiếu nhi thành phố hồ chí minh|teaching at nhà thiếu nhi thành phố hồ chí minh|teaching at nhà thiếu nhi thành phố hồ chí minh|teaching at nhà thiếu nhi thành phố hồ chí minh,studies business administration/management at đại học văn hiến|studies business administration/management at đại học văn hiến|studies business administration/management at đại học văn hiến,no schools to show,"ho chi minh city, vietnam|tuy phuoc",female
7484,no workplaces to show,no schools to show,no schools to show,"hanoi, vietnam|hanoi, vietnam",notknown
7485,works at thpt thanh bình,studied at thcs phú lâm,went to trường thcs phú lâm,"ho chi minh city, vietnam|ho chi minh city, vietnam",female
7486,no workplaces to show,studied răng hàm mặt at trường đại học y dược cần thơ,went to thpt quang trung (tay ninh),"can tho|gò dầu hạ, tây ninh, vietnam",male
7487,no workplaces to show,no schools to show,no schools to show,no places to show,female
7488,no workplaces to show,studies at trường đại học bách khoa - đh quốc gia tp.hcm,went to trường thcs lê anh xuân q. tân phú tphcm|went to trường thcs lê anh xuân q. tân phú tphcm,"ho chi minh city, vietnam|vĩnh long",notknown
7489,tân châu,studied at an giang university,no schools to show,"ho chi minh city, vietnam|tân châu",male
7490,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
7491,no workplaces to show,studied at đại học công nghệ sài gòn - saigon technology university,"goes to thpt tân phong, quận 7, tp. hồ chí minhminh","ho chi minh city, vietnam|angiang, an giang, vietnam",male
7492,no workplaces to show,studies at trường đại học công nghệ thông tin - đại học quốc gia tp.hcm,went to tu đồn quê noọng,"ho chi minh city, vietnam",male
7493,works at sec-tiếng anh đơn giản,studied vật lý at trường đại học khoa học tự nhiên - đhqg tp.hcm,no schools to show,"ho chi minh city, vietnam",notknown
7494,no workplaces to show,studied team goup idols at đại học sư phạm nghệ thuật trung ương - nuae,went to trường thpt châu văn liêm,can tho|can tho,female
7495,no workplaces to show,no schools to show,no schools to show,tân châu,notknown
7496,president at open heart club|president at open heart club|president at open heart club,studies at trường đại học khoa học xã hội và nhân văn - đại học quốc gia tp. hcm,went to thpt vũng tàu thân yêu,vung tau|vung tau,female
7497,works at booking manager kosho biên hoà|works at booking manager kosho biên hoà|works at booking manager kosho biên hoà,no schools to show,no schools to show,biên hòa,female
7498,vĩnh long,studies at đại học bách khoa thành phố hồ chí minh,went to cộng đồng cựu học sinh trường thpt chuyên nguyễn bỉnh khiêm|went to cộng đồng cựu học sinh trường thpt chuyên nguyễn bỉnh khiêm|went to cộng đồng cựu học sinh trường thpt chuyên nguyễn bỉnh khiêm,vĩnh long|vĩnh long,male
7499,no workplaces to show,"studied at trường đại học công nghệ thông tin, đại học quốc gia thành phố hồ chí minh",no schools to show,"binh thanh, hồ chí minh, vietnam|ho chi minh city, vietnam",male
7500,works at cựu học sinh trường thpt lấp vò 2,no schools to show,no schools to show,lap vo|lap vo,male
7501,no workplaces to show,no schools to show,goes to thpt đức trí,tân châu|tân châu,male
7502,"works at chau doc, an giang, vietnam",no schools to show,no schools to show,"can tho|chaudok, an giang, vietnam",notknown
7503,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
7504,no workplaces to show,no schools to show,no schools to show,"angiang, an giang, vietnam",female
7505,no workplaces to show,no schools to show,went to truong trung hoc co so phu lam,"phú lâm, an giang, vietnam",female
7506,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
7507,no workplaces to show,no schools to show,"went to thpt tân châu, tân châu, an giang",tân châu|tân châu,notknown
7508,no workplaces to show,studied at nam can tho university,no schools to show,"can tho|angiang, an giang, vietnam",female
7509,bao loc,studied at trường đại học sư phạm kỹ thuật tp.hcm,went to thpt bảo lộc - lâm đồng,bao loc|bao loc,female
7510,no workplaces to show,studied mechanical engineers at trường đại học giao thông vận tải tp.hcm,went to trường trung học phổ thông nguyễn đình chiểu,"ho chi minh city, vietnam|mitho, tiền giang, vietnam",male
7511,no workplaces to show,no schools to show,no schools to show,"gia kiem, vietnam",female
7512,no workplaces to show,no schools to show,"went to thpt tân châu, tân châu, an giang","ho chi minh city, vietnam|tân châu",male
7513,no workplaces to show,no schools to show,no schools to show,"ho chi minh city, vietnam|angiang, an giang, vietnam",male
7514,no workplaces to show,studies networking and telecommunications technology at 숭실대학교(soongsil university)|studies networking and telecommunications technology at 숭실대학교(soongsil university),went to thpt chuyên long an,"seoul, korea|tân an, long an",male
7515,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
7516,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
7517,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
7518,no workplaces to show,studied at nttu - đại học nguyễn tất thành,no schools to show,"ho chi minh city, vietnam|angiang, an giang, vietnam",notknown
7519,no workplaces to show,no schools to show,no schools to show,"dinh thanh, nghia binh, vietnam|phù cát",male
7520,tân châu,studied at hoc,went to cs long thanh,tân châu|tân châu,male
7521,no workplaces to show,studied kỹ thuật điều khiển và tự động hóa at trường đại học bách khoa - đh quốc gia tp.hcm,no schools to show,nishitokyo|tân châu,male
7522,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
7523,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
7524,no workplaces to show,no schools to show,no schools to show,"ap binh duong (1), vietnam",female
7525,no workplaces to show,no schools to show,no schools to show,no places to show,female
7526,works at công ty tnhh cự thành,no schools to show,no schools to show,"long thanh|angiang, an giang, vietnam",notknown
7527,no workplaces to show,studies y đa khoa at nttu - đại học nguyễn tất thành,goes to thcs xuân hòa|goes to thcs xuân hòa,no places to show,female
7528,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
7529,executive recruiter at old modern handicrafts jsc|executive recruiter at old modern handicrafts jsc,studied international trade law at university of economics and law,went to thpt nguyễn văn cừ,"ho chi minh city, vietnam|que son, quảng nam, vietnam",female
7530,no workplaces to show,studies at trường đại học kinh tế - luật,went to thpt gò đen,"thủ đức|tân an, long an",female
7531,no workplaces to show,studies at đại học tôn đức thắng,no schools to show,"rach gia, vietnam",female
7532,works at đội công tác xã hội trường đh công nghệ thông tin,studies thương mại điện tử at trường đại học công nghệ thông tin - đại học quốc gia tp.hcm,went to trường trung học cơ sở tân mỹ|went to trường trung học cơ sở tân mỹ,no places to show,female
7533,no workplaces to show,no schools to show,no schools to show,"thu dau mot|angiang, an giang, vietnam",notknown
7534,no workplaces to show,no schools to show,no schools to show,no places to show,male
7535,no workplaces to show,no schools to show,no schools to show,"ho chi minh city, vietnam|ho chi minh city, vietnam",notknown
7536,works at bán giày chính hãng|works at bán giày chính hãng|works at bán giày chính hãng|works at bán giày chính hãng|works at bán giày chính hãng,studied atm at instagram,no schools to show,"hòa bình, hòa bình, vietnam|bangkok, thailand",notknown
7537,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
7538,không,studied at an giang university,went to trường thcs phú lâm,"long xuyên|long hoa, an giang, vietnam",female
7539,no workplaces to show,no schools to show,no schools to show,"berlin, germany",male
7540,works at trường thcs bình mỹ,studied at dhsp hue,went to thpt châu phú,"angiang, an giang, vietnam|chau phú, an giang, vietnam",male
7541,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
7542,works at bosch global software technologies vietnam,studies at trường đại học sư phạm kỹ thuật thành phố hồ chí minh,"went to thpt  lương thế vinh, quận 1, tp. hồ chí minh","ho chi minh city, vietnam|ho chi minh city, vietnam",male
7543,giúp kinh doanh online|giúp kinh doanh online|giúp kinh doanh online|giúp kinh doanh online|giúp kinh doanh online|giúp kinh doanh online,studied at trường đại học đồng tháp,went to thpt võ thị sáu,"angiang, an giang, vietnam|angiang, an giang, vietnam",notknown
7544,"ho chi minh city, vietnam",no schools to show,no schools to show,"angiang, an giang, vietnam|tân châu",male
7545,no workplaces to show,"studies an toàn thông tin at trường đại học công nghệ thông tin, đại học quốc gia thành phố hồ chí minh",went to cộng đồng cựu học sinh trường thpt chuyên nguyễn bỉnh khiêm,vĩnh long|vĩnh long,female
7546,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
7547,"studying at trường thpt bùi thị xuân, đà lạt",no schools to show,no schools to show,"dalat, sarawak|dalat, sarawak",male
7548,no workplaces to show,studied y đa khoa at đại học y khoa phạm ngọc thạch,"went to trường phổ thông năng khiếu, đại học quốc gia thành phố hồ chí minh|went to trường phổ thông năng khiếu, đại học quốc gia thành phố hồ chí minh|went to trường phổ thông năng khiếu, đại học quốc gia thành phố hồ chí minh","ho chi minh city, vietnam|quang ngai",male
7549,no workplaces to show,studied at sinh viên đại học y dược tp.hcm - ump,"went to thpt tân châu, tân châu, an giang","tân châu|angiang, an giang, vietnam",notknown
7550,no workplaces to show,no schools to show,no schools to show,"binh phuoc, vietnam|binh phuoc, vietnam",female
7551,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
7552,tân châu,no schools to show,went to thpt đức trí,tân châu,male
