id,Workplaces,College,School,Places,Gender
6747,tân châu,no schools to show,no schools to show,tân châu|tân châu,male
6748,no workplaces to show,studies at khoa y- đại học quốc gia thành phố hồ chí minh,went to thpt chuyên lương thế vinh-đồng nai,biên hòa|biên hòa,female
6749,teakwang mộc bài|teakwang mộc bài|teakwang mộc bài,studied ngôn ngữ anh at trường đại học ngoại ngữ - đại học đà nẵng,went to thpt nguyen van linh dong hoa phu yen|went to thpt nguyen van linh dong hoa phu yen,tây ninh|dong hoa,female
6750,no workplaces to show,no schools to show,no schools to show,tân châu,male
6751,works at cty tnhh arb (ăn rồi báo),no schools to show,no schools to show,can tho|can tho,notknown
6752,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
6753,no workplaces to show,studied at trường đại học tài chính - marketing,no schools to show,no places to show,male
6754,no workplaces to show,"studied at uel - tuyển sinh trường đại học kinh tế - luật, đhqg tp.hcm","went to thpt lê trung kiên, hòa vinh, đông hòa, phú yên",dong hoa,female
6755,no workplaces to show,studies at trường cao đẳng kỹ thuật cao thắng,went to trường thpt cao lãnh 2,cao lãnh,male
6756,no workplaces to show,no schools to show,no schools to show,no places to show,male
6757,thuận giao - thuận an - bình dương,no schools to show,went to thpt ngô gia tự,"gò dầu hạ, tây ninh, vietnam|gò dầu hạ, tây ninh, vietnam",notknown
6758,no workplaces to show,no schools to show,no schools to show,"hanoi, vietnam|hanoi, vietnam",female
6759,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
6760,"ho chi minh city, vietnam",studied at đh giao thông vận tải tp hcm -gts confession,went to thpt tan chau,"ho chi minh city, vietnam|tân châu",male
6761,"thu ngân, phục vụ và lễ tân at sườn cây|thu ngân, phục vụ và lễ tân at sườn cây|thu ngân, phục vụ và lễ tân at sườn cây",studied quản lý du lịch - nhà hàng - khách sạn at cao đẳng kinh tế đối ngoại tp.hcm,went to trường thpt cao lãnh 2,"ho chi minh city, vietnam|cao lãnh",female
6762,no workplaces to show,no schools to show,no schools to show,no places to show,female
6763,no workplaces to show,no schools to show,went to thpt phan thanh giản,bến tre,notknown
6764,no workplaces to show,studied kiến trúc nội thất at trường đại học sư phạm kỹ thuật tp.hcm,went to trường thcs- thpt nam sài gòn,no places to show,notknown
6765,no workplaces to show,no schools to show,goes to thpt so 2 an nhon,"binh dinh, nghia binh, vietnam",male
6766,no workplaces to show,no schools to show,no schools to show,no places to show,female
6767,"works at chau doc, an giang, vietnam",no schools to show,no schools to show,"chaudok, an giang, vietnam|angiang, an giang, vietnam",notknown
6768,tân châu,no schools to show,"went to thpt tân châu, tân châu, an giang",tân châu|tân châu,notknown
6769,vice president at fos academic - câu lạc bộ học thuật khoa răng hàm mặt ctump,studied bác sĩ răng hàm mặt 👨‍⚕️🦷 at đại học y dược cần thơ,went to trường thcs-thpt hòa bình,can tho|vĩnh long|can tho,male
6770,no workplaces to show,no schools to show,no schools to show,"ho chi minh city, vietnam|angiang, an giang, vietnam",notknown
6771,no workplaces to show,no schools to show,no schools to show,trang bom|tân châu,notknown
6772,no workplaces to show,no schools to show,went to thpt nguyễn huệ tuy hòa phú yên,"tuy hòa|phu dien chau, nghệ an, vietnam",notknown
6773,no workplaces to show,no schools to show,no schools to show,"phú lâm|phú lâm, an giang, vietnam",notknown
6774,học sinh at thpt tam nông - đồng tháp|học sinh at thpt tam nông - đồng tháp|học sinh at thpt tam nông - đồng tháp,studied at trường đại học đồng tháp|studied at trường đại học đồng tháp|studied at trường đại học đồng tháp,went to trường thpt chuyên nguyễn huệ,"an long, ðồng tháp, vietnam|an long, ðồng tháp, vietnam",male
6775,vung tau,no schools to show,no schools to show,phú lâm,notknown
6776,worked at thpt chuyên nguyễn thị minh khai,studied at ueh - trường đại học kinh tế tp.hcm|studied at ueh - trường đại học kinh tế tp.hcm,no schools to show,no places to show,male
6777,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
6778,works at khoa khách sạn nhà hàng,no schools to show,no schools to show,"ho chi minh city, vietnam",male
6779,no workplaces to show,no schools to show,no schools to show,no places to show,male
6780,no workplaces to show,no schools to show,went to thpt chuyên lê quý đôn quảng trị,dong ha|dong ha,female
6781,no workplaces to show,no schools to show,went to trường thpt hồng ngự 2,"ho chi minh city, vietnam|hồng ngự",female
6782,no workplaces to show,studies at trường đại học y dược cần thơ,went to thoại ngọc hầu high school,"angiang, an giang, vietnam|angiang, an giang, vietnam",female
6783,tân châu,no schools to show,went to trường thcs phú lâm|went to trường thcs phú lâm,"ấp tân phú, an giang, vietnam|ấp tân phú, an giang, vietnam|ấp tân phú, an giang, vietnam",notknown
6784,"worked at thpt tân châu, an giang",no schools to show,"went to thpt tân châu, an giang",no places to show,female
6785,no workplaces to show,studied at cao đẳng du lịch sài gòn,no schools to show,no places to show,male
6786,làm này làm kia at phim trường deera|làm này làm kia at phim trường deera|làm này làm kia at phim trường deera|làm này làm kia at phim trường deera,studies english linguistics( ngôn ngữ anh) at trường đại học sư phạm kỹ thuật tp.hcm,no schools to show,"ho chi minh city, vietnam",male
6787,no workplaces to show,studied at cd kt kt mien nam,went to trường thpt trường chinh,"ho chi minh city, vietnam|ho chi minh city, vietnam",female
6788,no workplaces to show,no schools to show,no schools to show,"ho chi minh city, vietnam|phú lâm, an giang, vietnam",male
6789,no workplaces to show,no schools to show,no schools to show,no places to show,female
6790,"works at trường thpt tây nam, bến cát, bình dương|works at trường thpt tây nam, bến cát, bình dương",studied at trường cao đẳng kỹ thuật cao thắng,went to thpt tây nam,"ap binh duong (1), vietnam|ap binh duong (1), vietnam",male
6791,thcs kim hồng|thcs kim hồng,studies at trường đại học y-dược cần thơ|studies at trường đại học y-dược cần thơ,went to thcs kim hồng,cao lãnh,female
6792,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
6793,hr assistant at dosiin style magazine,studied international business and economics at foreign trade university ftu - đh ngoại thương,no schools to show,"ho chi minh city, vietnam|gia lai, gia lai, vietnam",notknown
6794,no workplaces to show,no schools to show,no schools to show,tân châu|tân châu,female
6795,no workplaces to show,studies e-commerce at trường đại học công nghệ thông tin - đại học quốc gia tp.hcm,no schools to show,"ho chi minh city, vietnam|buôn ma thuột, đắc lắk, vietnam",female
6796,booking manager capital mixology & cuisine,no schools to show,no schools to show,no places to show,female
6797,no workplaces to show,studied ngôn ngữ nhật at khoa tiếng nhật trường đại học sư phạm tp hồ chí minh【ホーチミン市師範大学日本語学部】,no schools to show,"binh phuoc, vietnam",female
6798,long xuyên,studied at an giang university,no schools to show,long xuyên|long xuyên,female
6799,no workplaces to show,"studied at trường đại học công nghệ thông tin, đại học quốc gia thành phố hồ chí minh",no schools to show,"ban m'drack, đắc lắk, vietnam",female
6800,boss at barber shop- ngô tuấn,no schools to show,went to thpt đức trí,tân châu,male
6801,no workplaces to show,no schools to show,no schools to show,"ho chi minh city, vietnam|buon me thuot",male
6802,no workplaces to show,studies doctor of medicine at võ trường toản university,no schools to show,cao lãnh,female
6803,học sinh at thpt ngô thời nhiệm|học sinh at thpt ngô thời nhiệm,studied at fpt university hcm|studied at fpt university hcm,went to thpt ngô thời nhiệm,"ho chi minh city, vietnam|da nang, vietnam",male
6804,works at công ty cổ phần đầu tư u&i|works at công ty cổ phần đầu tư u&i,no schools to show,went to thpt nguyễn quang diêu,tân uyên|tân châu,notknown
6805,no workplaces to show,no schools to show,no schools to show,"phuoc binh, bìn phước, vietnam",notknown
6806,"worked at thpt tân châu, tân châu, an giang",studied ngành bảo vệ thực vật at trường đại học cần thơ,"went to thpt tân châu, tân châu, an giang","long son, an giang, vietnam|tân châu",male
6807,no workplaces to show,studied international business at trường đại học kinh tế - luật,went to trường thpt số 2 mộ đức - quảng ngãi,"ho chi minh city, vietnam|quang ngai",notknown
6808,no workplaces to show,no schools to show,went to trường thpt tây sơn-đà lạt,da lat,male
6809,works at binh duong - viet nam,studied at trường đại học cần thơ,went to trường thcs & thpt chi lăng,tinh bien|tinh bien,notknown
6810,no workplaces to show,no schools to show,no schools to show,no places to show,male
6811,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
6812,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
6813,no workplaces to show,studied at học viện phép thuật alfae,no schools to show,"ho chi minh city, vietnam",notknown
6814,,,,,
6815,long khanh,no schools to show,went to trường thcs ngô quyền|went to trường thcs ngô quyền,long khanh,female
6816,no workplaces to show,no schools to show,went to thpt phan chu trinh,sông cầu|sông cầu,notknown
6817,works at tcm ftu2|works at tcm ftu2|works at tcm ftu2|works at tcm ftu2,no schools to show,went to le khiet high school,quang ngai,notknown
6818,former actor at diễn viên,studied dien vien at cdsk&da tp.hcm,no schools to show,"ho chi minh city, vietnam|milan, italy",male
6819,"works at liên đội thcs d""ran - đơn dương",studied at trường đại học ngoại ngữ - tin học tp. hcm - huflit,went to thpt hùng vương,"ã?on duong, lâm ðồng, vietnam|da lat",male
6820,no workplaces to show,no schools to show,no schools to show,nhon trach|hồng ngự,male
6821,no workplaces to show,no schools to show,no schools to show,tân châu,notknown
6822,no workplaces to show,studies at trường đại học mở thành phố hồ chí minh,went to trường thpt nguyễn tất thành q6|went to trường thpt nguyễn tất thành q6,"ho chi minh city, vietnam|ho chi minh city, vietnam",male
6823,sinh viên at đại học y dược huế - hue university of medicine and pharmacy,studied at trường thpt phan chu trinh - sông cầu - phú yên,no schools to show,sông cầu,female
6824,no workplaces to show,"studied at thpt  nguyễn hữu thọ, bến lức, long an|studied at thpt  nguyễn hữu thọ, bến lức, long an",went to thcs nguyen trung truc,ben luc|ben luc|ben luc,notknown
6825,no workplaces to show,no schools to show,no schools to show,"ho chi minh city, vietnam|angiang, an giang, vietnam",notknown
6826,works at nttu - đại học nguyễn tất thành,no schools to show,went to trường thpt lai vung 1,"ho chi minh city, vietnam|lai vung",notknown
6827,no workplaces to show,no schools to show,no schools to show,"ho chi minh city, vietnam",female
6828,ctv at đoàn - hội khoa ngân hàng ueh|ctv at đoàn - hội khoa ngân hàng ueh,studies at ueh - trường đại học kinh tế tp.hcm,no schools to show,"ho chi minh city, vietnam|tân an, long an",male
6829,no workplaces to show,no schools to show,no schools to show,tân châu|tân châu,female
6830,no workplaces to show,no schools to show,no schools to show,"chaudok, an giang, vietnam|chaudok, an giang, vietnam",notknown
6831,works at b3shark,no schools to show,went to thpt so 2 bao yen,lào cai|lào cai,female
6832,thủ đức,studied at hitu - trường cao đẳng công thương tp.hcm,no schools to show,"ho chi minh city, vietnam|quang ngai",notknown
6833,long xuyên,studied at an giang university,no schools to show,"phú lâm, an giang, vietnam|phú lâm, an giang, vietnam",male
6834,no workplaces to show,studied at đại học ngân hàng tp.hcm,no schools to show,"ho chi minh city, vietnam",notknown
6835,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
6836,no workplaces to show,no schools to show,no schools to show,"ho chi minh city, vietnam|quynh luu, nghệ an, vietnam",male
6837,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
6838,no workplaces to show,no schools to show,no schools to show,no places to show,female
6839,no workplaces to show,no schools to show,no schools to show,no places to show,female
6840,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
6841,works at thcs chu văn an,no schools to show,went to thcs chu văn an chưprông gia lai,"tinh pleiku, gia lai, vietnam|tinh pleiku, gia lai, vietnam",male
6842,no workplaces to show,studies at trường đại học y dược cần thơ|studies at trường đại học y dược cần thơ,no schools to show,tân châu|tân châu,female
6843,no workplaces to show,no schools to show,no schools to show,no places to show,female
6844,works at clb nghe nghĩ nói,studies quan hệ công chúng - pr ( public relations ) at trường đại học văn lang,"went to thpt tân châu, tân châu, an giang|went to thpt tân châu, tân châu, an giang",tân châu|tân châu,female
6845,works at trường đại học công nghệ thông tin - đại học quốc gia tp.hcm|works at trường đại học công nghệ thông tin - đại học quốc gia tp.hcm|works at trường đại học công nghệ thông tin - đại học quốc gia tp.hcm,studied master of science at trường đại học công nghệ thông tin - đại học quốc gia tp.hcm|studied master of science at trường đại học công nghệ thông tin - đại học quốc gia tp.hcm,went to nguyen binh khiem high school for the gifted|went to nguyen binh khiem high school for the gifted,"ho chi minh city, vietnam|vĩnh long",male
6846,no workplaces to show,"studies information of technology (it) nhật bản at trường đại học công nghệ thông tin, đại học quốc gia thành phố hồ chí minh",no schools to show,no places to show,notknown
6847,no workplaces to show,no schools to show,no schools to show,no places to show,female
6848,admin at blog lập trình từ đầu,studied at đại học khoa học và công nghệ hà nội - usth,went to trường thpt chu văn an hà nội,"hanoi, vietnam|tay ho, ha noi, vietnam",female
6849,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
6850,no workplaces to show,no schools to show,no schools to show,buon me thuot|buon me thuot,notknown
6851,no workplaces to show,no schools to show,no schools to show,"chaudok, an giang, vietnam",notknown
6852,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
6853,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
6854,no workplaces to show,no schools to show,no schools to show,"ho chi minh city, vietnam|ho chi minh city, vietnam",male
6855,no workplaces to show,no schools to show,no schools to show,"ap binh duong (1), vietnam",notknown
6856,no workplaces to show,no schools to show,no schools to show,dong ha,female
6857,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
6858,no workplaces to show,no schools to show,no schools to show,no places to show,male
6859,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
6860,works at khoa đào tạo quốc tế đh sư phạm kỹ thuật tphcm,studied at khoa đào tạo quốc tế đh sư phạm kỹ thuật tphcm,went to thpt vũng tàu,"ho chi minh city, vietnam|vung tau",notknown
6861,no workplaces to show,studies at trường đại học luật thành phố hồ chí minh,"went to thpt tân châu, tân châu, an giang",tân châu|tân châu,female
6862,tân châu|tân châu|tân châu,no schools to show,no schools to show,"phú lâm|angiang, an giang, vietnam",notknown
6863,phó trưởng bộ môn khoa học dữ liệu at trường đại học công nghệ thông tin đhqg tp.hcm.|phó trưởng bộ môn khoa học dữ liệu at trường đại học công nghệ thông tin đhqg tp.hcm.|phó trưởng bộ môn khoa học dữ liệu at trường đại học công nghệ thông tin đhqg tp.hcm.,no schools to show,no schools to show,"ho chi minh city, vietnam|bến tre",male
6864,lẩu dê 105 trương định,studied at thcs phú lâm|studied at thcs phú lâm,went to trường thcs phú lâm,"ho chi minh city, vietnam|angiang, an giang, vietnam",notknown
6865,no workplaces to show,no schools to show,no schools to show,no places to show,female
6866,"ôsin tại gia, ăn bám tại nhà",studied at thcs phú lâm,went to trường thcs phú lâm,ben cat,notknown
6867,no workplaces to show,no schools to show,went to nguyen huu cau high school,"ho chi minh city, vietnam|quang nam, quang nam-da nang, vietnam",male
6868,tân châu,no schools to show,goes to trường thpt tân châu,"tân châu|angiang, an giang, vietnam",female
6869,works at trường đại học nông lâm tp.hcm,studied at trường đại học nông lâm tp.hcm,went to thpt buôn hồ confessions,"buôn lang, đắc lắk, vietnam",male
6870,no workplaces to show,no schools to show,no schools to show,tinh bien,notknown
6871,online marketing strategist at giảm cân cenly,studies quản trị kinh doanh at trường đại học tây đô,went to thpt tân châu|went to thpt tân châu,can tho,female
6872,human resources administrator (hr administrator) at fpt event club - the way we went|human resources administrator (hr administrator) at fpt event club - the way we went|human resources administrator (hr administrator) at fpt event club - the way we went,studies at fpt university hcm,goes to thpt bình phú (quận 6)|goes to thpt bình phú (quận 6),"ho chi minh city, vietnam|ho chi minh city, vietnam",female
6873,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
6874,no workplaces to show,no schools to show,no schools to show,"angiang, an giang, vietnam|chaudok, an giang, vietnam",notknown
6875,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
6876,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
6877,no workplaces to show,studies at đại học kinh tế tp.hcm- ueh|studies at đại học kinh tế tp.hcm- ueh,no schools to show,"ho chi minh city, vietnam|hà tĩnh",female
6878,no workplaces to show,"studies at trường đại học công nghệ thông tin, đại học quốc gia thành phố hồ chí minh",went to huynh thuc khang high school,"ho chi minh city, vietnam|van ninh",male
6879,no workplaces to show,no schools to show,no schools to show,"thủ đức, hồ chí minh, vietnam|nam định, nam định, vietnam",female
6880,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
6881,no workplaces to show,no schools to show,no schools to show,"tân châu|angiang, an giang, vietnam",female
6882,works at a'pieu vietnam,studies at cựu sv & sinh viên trường đại học sư phạm kỹ thuật tp.hcm,no schools to show,no places to show,notknown
6883,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
6884,long xuyên,no schools to show,went to trường thpt tân châu,tân châu,notknown
6885,no workplaces to show,"studies công nghệ thông tin at trường đại học công nghệ thông tin, đại học quốc gia thành phố hồ chí minh","went to thpt chuyên nguyễn bỉnh khiêm, quảng nam",tam ky|tam ky,male
6886,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
6887,no workplaces to show,no schools to show,no schools to show,"phú lâm, an giang, vietnam|angiang, an giang, vietnam|phú lâm, an giang, vietnam",notknown
6888,công ty cổ phần xuất nhập khẩu an vi,studied điện công nghiệp và dân dụng at cao dang nghe an giang,no schools to show,tân châu|tân châu,male
6889,sales/marketing at sieuthi365 - siêu thị của gia đình|sales/marketing at sieuthi365 - siêu thị của gia đình,studied xây dựng dân dụng at construction high level is no. 1,went to thpt nguyễn du - hải dương,"hanoi, vietnam|hải dương",male
6890,no workplaces to show,no schools to show,no schools to show,"ho chi minh city, vietnam",male
6891,works at trường trung cấp kỹ thuật - tổng hợp an giang,studied khoa học toán học at trường đại học an giang,no schools to show,tân châu|long xuyên,female
6892,no workplaces to show,no schools to show,went to thcs thuận mỹ,"tân an, long an|thái bình",notknown
6893,no workplaces to show,no schools to show,no schools to show,"kandāl, phnum penh, cambodia",notknown
6894,no workplaces to show,no schools to show,went to thpt nguyễn chí thanh,"angiang, an giang, vietnam",female
6895,no workplaces to show,studies at trường cao đẳng kỹ thuật cao thắng,no schools to show,tân châu,male
6896,"ho chi minh city, vietnam",no schools to show,no schools to show,"angiang, an giang, vietnam|tân châu",notknown
6897,frontend developer consultant at simplifi|frontend developer consultant at simplifi|frontend developer consultant at simplifi|frontend developer consultant at simplifi|frontend developer consultant at simplifi|frontend developer consultant at simplifi|frontend developer consultant at simplifi,"studied thương mại điện tử at trường đại học công nghệ thông tin, đại học quốc gia thành phố hồ chí minh",went to ngo quyen high school,"ho chi minh city, vietnam|biên hòa",male
6898,tân uyên,no schools to show,went to trường thcs phú lâm,no places to show,male
6899,no workplaces to show,no schools to show,no schools to show,"tân châu|angiang, an giang, vietnam",notknown
6900,no workplaces to show,no schools to show,went to thpt đức trí|went to thpt đức trí,tân châu|tân châu,male
6901,works at zalo|works at zalo|works at zalo|works at zalo,"studied at vietnam national university - ho chi minh city, university of science",no schools to show,"ho chi minh city, vietnam|tân an, long an",male
6902,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
6903,no workplaces to show,studied at cao đẳng du lịch sài gòn,went to hội cựu học sinh trường thpt lương thế vinh - quảng ngãi,"pho duc, nghia binh, vietnam|pho duc, nghia binh, vietnam",female
6904,no workplaces to show,studied at trường đại học tài chính - marketing,goes to thcs long sơn|goes to thcs long sơn,cao lãnh|hồng ngự|cao lãnh,male
6905,no workplaces to show,no schools to show,"went to thpt nguyễn chí thanh, phú tân, an giang","ho chi minh city, vietnam|angiang, an giang, vietnam",female
6906,works at binh duong - viet nam,no schools to show,"went to thpt nguyễn chí thanh, phú tân, an giang","thu dau mot|angiang, an giang, vietnam",notknown
6907,works at trường thcs và thpt đinh thiện lý  - lsts,no schools to show,no schools to show,"ho chi minh city, vietnam|da lat",male
6908,no workplaces to show,no schools to show,"went to thpt tân châu, tân châu, an giang",phú long|tân châu,notknown
6909,no workplaces to show,studied at trường đại học kinh tế - luật|studied at trường đại học kinh tế - luật,"went to thpt tân châu, an giang","angiang, an giang, vietnam",female
6910,former phó trưởng ban đối ngoại at ban học tập - nghiên cứu khoa học - quan hệ quốc tế đoàn trường ueh,studies tài chính at ueh - trường đại học kinh tế tp.hcm,no schools to show,hồng ngự|hồng ngự,male
6911,no workplaces to show,no schools to show,no schools to show,di an,notknown
6912,no workplaces to show,studied at trường thpt trí đức|studied at trường thpt trí đức,went to thpt xuân trường b,"ho chi minh city, vietnam|phú thọ",notknown
6913,no workplaces to show,no schools to show,went to thpt phú ngọc,"là ngà, vietnam|là ngà, vietnam",notknown
6914,no workplaces to show,studied at kinh tế sài gòn online|studied at kinh tế sài gòn online|studied at kinh tế sài gòn online|studied at kinh tế sài gòn online|studied at kinh tế sài gòn online,no schools to show,"ho chi minh city, vietnam|da lat",male
6915,no workplaces to show,no schools to show,no schools to show,no places to show,male
6916,no workplaces to show,no schools to show,no schools to show,"ho chi minh city, vietnam",notknown
6917,no workplaces to show,no schools to show,no schools to show,hồng ngự,notknown
6918,no workplaces to show,studied đại học-bảo vệ thực vật at an giang university,went to từng là học sinh trường thcs phú lâm|went to từng là học sinh trường thcs phú lâm,long xuyên|phú lâm,male
6919,no workplaces to show,studied at trường đại học bách khoa - đh quốc gia tp.hcm,went to trường quốc học - huế,"hoàn lão, quảng bình, vietnam",female
6920,no workplaces to show,no schools to show,no schools to show,"ap binh hoa (1), song be, vietnam",notknown
6921,no workplaces to show,no schools to show,no schools to show,tân châu,notknown
6922,no workplaces to show,no schools to show,no schools to show,no places to show,female
6923,no workplaces to show,no schools to show,no schools to show,habra,male
6924,marketing associate at shopee|marketing associate at shopee|marketing associate at shopee|marketing associate at shopee|marketing associate at shopee|marketing associate at shopee|marketing associate at shopee,studied at ueh - trường đại học kinh tế tp.hcm,went to thcs lý tự trọng-ninh thuận,"phan rang-tháp chàm, ninh thuận, vietnam|phan rang-tháp chàm, ninh thuận, vietnam",male
6925,no workplaces to show,no schools to show,no schools to show,tân châu,female
6926,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
6927,no workplaces to show,no schools to show,no schools to show,no places to show,female
6928,no workplaces to show,no schools to show,no schools to show,no places to show,male
6929,worked at thcs vx,no schools to show,went to thcs vinh xuong,tân châu,female
6930,works at trường đại học nông lâm tp.hcm|works at trường đại học nông lâm tp.hcm,studied at nông lâm university,went to thpt yaly,"gia lai, gia lai, vietnam|tinh pleiku, gia lai, vietnam",male
6931,no workplaces to show,studies at nam can tho university,went to thpt tân châu,tân châu,notknown
6932,hr recruitment at giao hàng tiết kiệm,studied at diplomatic academy of vietnam-học viện ngoại giao,went to thpt thiệu hóa,"hanoi, vietnam",notknown
6933,no workplaces to show,no schools to show,no schools to show,"ho chi minh city, vietnam|angiang, an giang, vietnam",male
6934,no workplaces to show,no schools to show,no schools to show,"angiang, an giang, vietnam",notknown
6935,works at bánh bò phú tân,studied hóa học at đại học an giang,went to trường thpt chu văn an - phú tân - an giang,"hung nhon, an giang, vietnam|phu my, an giang, vietnam",female
6936,no workplaces to show,studied at đại học an giang,no schools to show,"huyen chau thanh, kiến giang, vietnam",female
6937,no workplaces to show,studied hàn quốc học- 한국학과 at trường đại học khoa học xã hội và nhân văn - đại học quốc gia tp. hcm,no schools to show,no places to show,female
6938,"works at trường đại học công nghệ thông tin, đại học quốc gia thành phố hồ chí minh|works at trường đại học công nghệ thông tin, đại học quốc gia thành phố hồ chí minh","studied at trường đại học công nghệ thông tin, đại học quốc gia thành phố hồ chí minh",no schools to show,no places to show,female
6939,"seoul, korea",studies việt nam học (du lịch & quản lý du lịch) at đại học tôn đức thắng,no schools to show,"ho chi minh city, vietnam",notknown
6940,works at an giang,studied at cao dang nghe an giang,"went to thpt tân châu, tân châu, an giang","angiang, an giang, vietnam|angiang, an giang, vietnam|angiang, an giang, vietnam",notknown
6941,"ho chi minh city, vietnam",studied at cao đẳng kỹ thuật cao thắng,went to thpt diên hồng,"ho chi minh city, vietnam|ho chi minh city, vietnam",notknown
6942,no workplaces to show,studies at trường đại học tài chính - marketing,no schools to show,"ho chi minh city, vietnam|tân châu",female
6943,no workplaces to show,studied graphic design at trường đại học văn lang,no schools to show,"ho chi minh city, vietnam",female
6944,no workplaces to show,no schools to show,no schools to show,"angiang, an giang, vietnam|phú lâm",notknown
6945,thu dau mot,no schools to show,no schools to show,thu dau mot|tân châu,notknown
6946,no workplaces to show,no schools to show,no schools to show,no places to show,female
6947,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
6948,worked at trường thcs lê quý đôn,studies cntt at trường đại học công nghệ thông tin - đại học quốc gia tp.hcm,no schools to show,"buôn ma thuột, đắc lắk, vietnam|hue, vietnam",male
6949,no workplaces to show,studied at trường đại học cần thơ,no schools to show,can tho,notknown
6950,no workplaces to show,no schools to show,no schools to show,no places to show,female
6951,no workplaces to show,studied at đại học khoa học tự nhiên,no schools to show,no places to show,notknown
6952,no workplaces to show,studied at khoa y - đại học y dược cần thơ,went to trường trung học phổ thông chuyên tỉnh trà vinh,tra vinh|tra vinh,female
6953,tân châu,studied at trường th & thcs long sơn - lương sơn - hòa bình,went to tan chau,"long son, an giang, vietnam|tân châu",notknown
6954,tân châu|tân châu|tân châu,no schools to show,no schools to show,tân châu|vĩnh long,male
6955,works at clb cán bộ đoàn ngôi sao xanh - trường đại học nông lâm tp. hcm,studied ngành bảo vệ thực vật at trường đại học nông lâm tp.hcm,no schools to show,"châu thành, tiền giang, vietnam|châu thành, tiền giang, vietnam",female
6956,no workplaces to show,no schools to show,no schools to show,"ho chi minh city, vietnam|ho chi minh city, vietnam",notknown
6957,no workplaces to show,studied graphic design at trường đại học văn lang,no schools to show,"ho chi minh city, vietnam",female
6958,vung tau,no schools to show,went to thpt bạc liêu,"hòa bình, bạc liêu, vietnam",female
6959,works at sinh viên,studied at trường đại học y dược huế,no schools to show,"hue, vietnam|an khê, gia lai, vietnam",notknown
