id,Workplaces,College,School,Places,Gender
4407,,,,,
4408,,,,,
4409,,,,,
4410,,,,,
4411,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
4412,,,,,
4413,no workplaces to show,studies cnkt ctxd at cựu sv & sinh viên trường đại học sư phạm kỹ thuật tp.hcm,went to trường thpt chuyên huỳnh mẫn đạt|went to trường thpt chuyên huỳnh mẫn đạt,rach gia|rach gia,female
4414,no workplaces to show,studied nghệ thuật số at đại học hoa sen,went to trường trung học phổ thông nguyễn đình chiểu,"ho chi minh city, vietnam|my tho",male
4415,,,,,
4416,,,,,
4417,,,,,
4418,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
4419,,,,,
4420,,,,,
4421,no workplaces to show,no schools to show,no schools to show,"gia lai, gia lai, vietnam",notknown
4422,no workplaces to show,studied at hitu - trường cao đẳng công thương tp.hcm,no schools to show,"ho chi minh city, vietnam|quang ngai",notknown
4423,,,,,
4424,,,,,
4425,,,,,
4426,works at an giang,studied at cao dang nghe an giang,went to thcs long sơn,long hòa|long hòa,notknown
4427,tân châu,studies at hitu - trường cao đẳng công thương tp.hcm,no schools to show,"tân châu|angiang, an giang, vietnam",female
4428,,,,,
4429,,,,,
4430,long xuyên,no schools to show,went to thpt my thoi,long xuyên|long xuyên,female
4431,,,,,
4432,,,,,
4433,no workplaces to show,studied at trường đại học cần thơ|studied at trường đại học cần thơ,"went to thpt nguyễn quang diêu, tân châu, an giang","angiang, an giang, vietnam|tân châu",male
4434,no workplaces to show,studies y đa khoa - general doctor 👨‍⚕️ at trường đại học y dược cần thơ|studies y đa khoa - general doctor 👨‍⚕️ at trường đại học y dược cần thơ,went to trường thpt lấp vò 1,can tho|lap vo,male
4435,,,,,
4436,,,,,
4437,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
4438,,,,,
4439,works at công ty may xnk nam quang,no schools to show,no schools to show,"củ chi, hồ chí minh, vietnam|ho chi minh city, vietnam",notknown
4440,,,,,
4441,,,,,
4442,,,,,
4443,,,,,
4444,,,,,
4445,,,,,
4446,no workplaces to show,no schools to show,no schools to show,no places to show,male
4447,no workplaces to show,no schools to show,goes to thpt lai vung 3,lai vung|lai vung,female
4448,,,,,
4449,,,,,
4450,no workplaces to show,studied at nam can tho university,went to trường thpt chuyên nguyễn thiện thành,tra vinh,female
4451,no workplaces to show,no schools to show,goes to thoại ngọc hầu high school,long xuyên|long xuyên,female
4452,,,,,
4453,,,,,
4454,,,,,
4455,,,,,
4456,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
4457,,,,,
4458,,,,,
4459,no workplaces to show,studies at ueh - trường đại học kinh tế tp.hcm,"went to thpt  lương thế vinh, quận 1, tp. hồ chí minh","ho chi minh city, vietnam|ho chi minh city, vietnam",notknown
4460,studying at trường đại học y khoa phạm ngọc thạch|studying at trường đại học y khoa phạm ngọc thạch,no schools to show,went to thpt chuyên lương thế vinh - biên hòa - đồng nai|went to thpt chuyên lương thế vinh - biên hòa - đồng nai,biên hòa,female
4461,,,,,
4462,no workplaces to show,no schools to show,no schools to show,tân châu|tân châu,male
4463,tân châu,no schools to show,no schools to show,tân châu|tân châu,male
4464,,,,,
4465,,,,,
4466,no workplaces to show,no schools to show,went to trường trung học phổ thông nguyễn chí thanh,"angiang, an giang, vietnam|tan phu, vietnam",female
4467,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
4468,,,,,
4469,no workplaces to show,no schools to show,"went to thpt mỹ thới, long xuyên, an giang",long xuyên|long xuyên,male
4470,tân châu,no schools to show,no schools to show,"angiang, an giang, vietnam|tân châu",notknown
4471,works at ruby boutique,no schools to show,no schools to show,"phu quoc, kiến giang, vietnam",notknown
4472,,,,,
4473,no workplaces to show,no schools to show,no schools to show,can tho|can tho,notknown
4474,,,,,
4475,no workplaces to show,studied at iuh - trường đại học công nghiệp tp.hcm,no schools to show,bến tre,notknown
4476,,,,,
4477,,,,,
4478,,,,,
4479,no workplaces to show,"studies at trường đại học công nghệ thông tin, đại học quốc gia thành phố hồ chí minh",went to thcs đông hồ 1,hà tiên|hà tiên,male
4480,,,,,
4481,no workplaces to show,no schools to show,"went to thpt tân châu, tân châu, an giang","hanoi, vietnam|hanoi, vietnam",notknown
4482,,,,,
4483,no workplaces to show,no schools to show,went to trường thcs phú lâm,no places to show,notknown
4484,works at thpt chuyên lê quý đôn vũng tàu,no schools to show,went to trường thpt chuyên lê quý đôn vũng tàu,vung tau|vung tau,male
4485,no workplaces to show,no schools to show,no schools to show,hồng ngự|hồng ngự,notknown
4486,,,,,
4487,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
4488,,,,,
4489,no workplaces to show,no schools to show,went to thpt thới bình,cà mau,notknown
4490,,,,,
4491,,,,,
4492,,,,,
4493,no workplaces to show,no schools to show,no schools to show,"ho chi minh city, vietnam|sông cầu",notknown
4494,no workplaces to show,no schools to show,no schools to show,no places to show,female
4495,,,,,
4496,,,,,
4497,no workplaces to show,no schools to show,no schools to show,"hồng ngự|thuong phuoc, vietnam",notknown
4498,no workplaces to show,studies at ueh - trường đại học kinh tế tp.hcm,went to thpt chuyên lê quý đôn quảng trị,"ho chi minh city, vietnam",female
4499,no workplaces to show,studies at trường đại học văn lang,went to trường trung học phổ thông nguyễn đình chiểu|went to trường trung học phổ thông nguyễn đình chiểu,"ho chi minh city, vietnam|châu thành, tiền giang, vietnam",female
4500,,,,,
4501,,,,,
4502,,,,,
4503,,,,,
4504,,,,,
4505,,,,,
4506,,,,,
4507,tân châu|tân châu|tân châu,no schools to show,no schools to show,tân châu|cao lãnh,female
4508,no workplaces to show,no schools to show,no schools to show,soc trang,male
4509,,,,,
4510,,,,,
4511,no workplaces to show,no schools to show,no schools to show,tân châu,male
4512,,,,,
4513,,,,,
4514,,,,,
4515,,,,,
4516,tân châu,"studied at trường đại học khoa học tự nhiên, đại học quốc gia tp.hcm",no schools to show,"ho chi minh city, vietnam|tân châu",male
4517,no workplaces to show,"studied at trường đại học khoa học tự nhiên, đại học quốc gia thành phố hồ chí minh|studied at trường đại học khoa học tự nhiên, đại học quốc gia thành phố hồ chí minh",no schools to show,"ho chi minh city, vietnam|quang nam, quang nam-da nang, vietnam",notknown
4518,no workplaces to show,no schools to show,no schools to show,"ấp tân phú, an giang, vietnam",male
4519,no workplaces to show,no schools to show,no schools to show,"ho chi minh city, vietnam",female
4520,no workplaces to show,no schools to show,went to thpt bảo lộc - lâm đồng,bao loc|bao loc,female
4521,,,,,
4522,no workplaces to show,no schools to show,no schools to show,no places to show,male
4523,,,,,
4524,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
4525,,,,,
4526,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
4527,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
4528,no workplaces to show,no schools to show,went to trường trung học cơ sở phú lâm,"angiang, an giang, vietnam|phú lâm",notknown
4529,no workplaces to show,no schools to show,"went to thpt nguyễn thị minh khai, mỏ cày nam, bến tre",bến tre|bến tre,female
4530,,,,,
4531,no workplaces to show,no schools to show,no schools to show,"ho chi minh city, vietnam|hung yen, hưng yên, vietnam",male
4532,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
4533,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
4534,,,,,
4535,lao công at khách sạn - nhà nghỉ ngọc anh,no schools to show,no schools to show,"ho chi minh city, vietnam|nhà bàng, an giang, vietnam",female
4536,,,,,
4537,no workplaces to show,no schools to show,no schools to show,cho gao,male
4538,no workplaces to show,no schools to show,no schools to show,"ho chi minh city, vietnam",female
4539,người phụ nữ quyền lực bản lĩnh giàu có|người phụ nữ quyền lực bản lĩnh giàu có|người phụ nữ quyền lực bản lĩnh giàu có|người phụ nữ quyền lực bản lĩnh giàu có|người phụ nữ quyền lực bản lĩnh giàu có|người phụ nữ quyền lực bản lĩnh giàu có|người phụ nữ quyền lực bản lĩnh giàu có|người phụ nữ quyền lực bản lĩnh giàu có|người phụ nữ quyền lực bản lĩnh giàu có,studied at hutech - đại học công nghệ tp.hcm,goes to thpt long thoi|goes to thpt long thoi,"ho chi minh city, vietnam|nhà bè, hồ chí minh, vietnam",female
4540,no workplaces to show,no schools to show,"went to thpt tân châu, tân châu, an giang",tân châu,notknown
4541,chợ vàm,no schools to show,no schools to show,no places to show,notknown
4542,,,,,
4543,,,,,
4544,no workplaces to show,studied công nghệ kĩ thuật máy tính at cựu sv & sinh viên trường đại học sư phạm kỹ thuật tp.hcm|studied công nghệ kĩ thuật máy tính at cựu sv & sinh viên trường đại học sư phạm kỹ thuật tp.hcm,no schools to show,"gia lai, gia lai, vietnam|gia lai, gia lai, vietnam",female
4545,,,,,
4546,,,,,
4547,,,,,
4548,,,,,
4549,no workplaces to show,no schools to show,went to trường thpt mạc đĩnh chi,"ho chi minh city, vietnam",female
4550,no workplaces to show,no schools to show,no schools to show,tân châu|tân châu,notknown
4551,,,,,
4552,,,,,
4553,works at viện thẩm mỹ diva,no schools to show,no schools to show,"tân an, long an|tân an, long an",female
4554,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
4555,,,,,
4556,,,,,
4557,works at nối tóc thảo tây,studied at trường thpt phan văn đạt,no schools to show,"tân an, long an|tân an, long an",notknown
4558,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
4559,no workplaces to show,no schools to show,"went to thpt tân châu, tân châu, an giang|went to thpt tân châu, tân châu, an giang",tân châu|tân châu,female
4560,,,,,
4561,no workplaces to show,no schools to show,no schools to show,bac binh|bac binh,female
