id,Workplaces,College,School,Places,Gender
10603,willmar argo việt nam,no schools to show,no schools to show,"angiang, an giang, vietnam",notknown
10604,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
10605,no workplaces to show,studies at trường đại học sư phạm thành phố hồ chí minh - hcmue,no schools to show,vung tau|vung tau,female
10606,no workplaces to show,studies at trường đại học y khoa phạm ngọc thạch,no schools to show,no places to show,female
10607,no workplaces to show,"studies at trường đại học công nghệ thông tin, đại học quốc gia thành phố hồ chí minh",went to trường thpt hàm tân,hàm tân|hàm tân,male
10608,no workplaces to show,studied ngành luật học at an giang university,no schools to show,tân châu|tân châu,male
10609,works at hutech - đại học công nghệ tp.hcm,studied at hutech - đại học công nghệ tp.hcm,went to blue hills regional vocational technical,"chaudok, an giang, vietnam",notknown
10610,"works at tân châu, an giang",no schools to show,no schools to show,"ho chi minh city, vietnam|tân châu",notknown
10611,học sinh at thpt nguyễn quang diêu,no schools to show,"went to thpt nguyễn quang diêu, tân châu, an giang","angiang, an giang, vietnam|tân châu",male
10612,no workplaces to show,studies at trường đại học công nghệ thông tin - đại học quốc gia tp.hcm,went to thpt duyên hải - trà vinh,tra vinh|tra vinh,male
10613,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
10614,no workplaces to show,no schools to show,no schools to show,quang ngai,female
10615,works at bệnh viện đa khoa cửa đông,studied at đại học y dược huế,went to thpt diễn châu 3,"vinh|phu dien chau, nghệ an, vietnam",female
10616,"works at saïgon-cholon, vietnam|works at saïgon-cholon, vietnam",no schools to show,no schools to show,quảng trị|quảng trị,notknown
10617,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
10618,works at tròn house,no schools to show,no schools to show,"ho chi minh city, vietnam|long xuyên",notknown
10619,no workplaces to show,studied at đại học khoa học và công nghệ hà nội - usth,went to hanoi – amsterdam high school,"hanoi, vietnam",notknown
10620,no workplaces to show,no schools to show,no schools to show,"angiang, an giang, vietnam",notknown
10621,operations accountant at canadian natural resources ltd.|operations accountant at canadian natural resources ltd.,studies bachelor business of administration at sait|studies bachelor business of administration at sait,went to école secondaire lindsay thurber comprehensive high school|went to école secondaire lindsay thurber comprehensive high school|went to école secondaire lindsay thurber comprehensive high school,"calgary, alberta|vancouver, british columbia",female
10622,no workplaces to show,studies tài chính ngân hàng at ueh - trường đại học kinh tế tp.hcm,went to thpt lê quý đôn - bình phước,"ho chi minh city, vietnam|binh phuoc, vietnam",female
10623,no workplaces to show,no schools to show,went to thcs tân an|went to thcs tân an,tân châu|tân châu,male
10624,"enseignant at trường thcs nguyễn trãi, tp châu đốc, an giang","studied at dai hoc an giang, long xuyen, an giang - viet nam",went to trường thpt tân châu,"phú lâm, an giang, vietnam",male
10625,có 10.000 người theo dõi|có 10.000 người theo dõi|có 10.000 người theo dõi|có 10.000 người theo dõi,no schools to show,no schools to show,tân châu,notknown
10626,works at mbbank,studied sinh viên khoa kinh tế at trường đại học cần thơ,"went to thpt tân châu, tân châu, an giang","ho chi minh city, vietnam|tân châu",male
10627,no workplaces to show,no schools to show,no schools to show,rach gia|rach gia,notknown
10628,works at green+ club|works at green+ club|works at green+ club|works at green+ club,studies at trường đại học y khoa phạm ngọc thạch,"went to thpt  chuyên hùng vương, thủ dầu một, bình dương",no places to show,female
10629,works at tp. hồ chí minh,studied at đại học fpt cần thơ,no schools to show,vĩnh long|vĩnh long,female
10630,no workplaces to show,studies at university of yamanashi|studies at university of yamanashi,went to thcs lê quý đôn lào cai|went to thcs lê quý đôn lào cai,"laokai, lào cai, vietnam|hanoi, vietnam",male
10631,no workplaces to show,no schools to show,no schools to show,"hai phong, vietnam|hai phong, vietnam",notknown
10632,no workplaces to show,no schools to show,no schools to show,"ho chi minh city, vietnam",notknown
10633,tân châu|tân châu,no schools to show,no schools to show,no places to show,notknown
10634,works at trường thpt số 2 mộ đức - quảng ngãi,no schools to show,no schools to show,no places to show,male
10635,bến tre,studied at ueh - trường đại học kinh tế tp.hcm,went to thpt nguyễn đình chiểu - bến tre|went to thpt nguyễn đình chiểu - bến tre,bến tre|bến tre,female
10636,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
10637,no workplaces to show,studied kỹ thuật y sinh at cựu sv & sinh viên trường đại học sư phạm kỹ thuật tp.hcm,went to thpt thanh bình,"thanh bình, ðồng tháp, vietnam|thanh bình, ðồng tháp, vietnam",notknown
10638,mentor of human resources at ban học tập - nghiên cứu khoa học - quan hệ quốc tế đoàn trường ueh,studies tài chính at ueh - trường đại học kinh tế tp.hcm,went to thpt lương thế vinh - quận 1,"ho chi minh city, vietnam|ho chi minh city, vietnam",female
10639,senior promoter at oppo|senior promoter at oppo,no schools to show,no schools to show,"ho chi minh city, vietnam",male
10640,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
10641,self-employed,studied at truong trung hoc pho thong duc tri,went to thpt đức trí,"phú lâm, an giang, vietnam|phú lâm, an giang, vietnam",male
10642,no workplaces to show,studied infomation technology at trường đại học công nghệ thông tin - đại học quốc gia tp.hcm,went to trường thpt nguyễn đáng,"ho chi minh city, vietnam|tra vinh",male
10643,no workplaces to show,no schools to show,no schools to show,no places to show,male
10644,no workplaces to show,no schools to show,went to trường thpt thuận thành số 1 - bắc ninh,no places to show,male
10645,no workplaces to show,no schools to show,no schools to show,no places to show,female
10646,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
10647,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
10648,no workplaces to show,no schools to show,"went to thpt nguyễn chí thanh, phú tân, an giang","tân uyên|angiang, an giang, vietnam",male
10649,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
10650,no workplaces to show,no schools to show,no schools to show,"ho chi minh city, vietnam",notknown
10651,no workplaces to show,studies at trường cao đẳng kinh tế - kỹ thuật cần thơ,went to thpt long khanh a,"cao lãnh|long khánh, ðồng tháp, vietnam",female
10652,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
10653,no workplaces to show,studied công nghệ thông tin at hutech - đại học công nghệ tp.hcm,no schools to show,"angiang, an giang, vietnam|shibuya, tokyo",male
10654,no workplaces to show,no schools to show,no schools to show,"plymouth, minnesota",notknown
10655,works at binh duong - viet nam,no schools to show,went to trường trung học cơ sở long an,"ben cat|ap an phu (2), an giang, vietnam",notknown
10656,"works at min.de - cho thuê trang phục thiết kế chính hãng, thời trang cao cấp",studied at rmit vietnam postgraduate programs,no schools to show,"ho chi minh city, vietnam|thanh hóa",notknown
10657,no workplaces to show,studied giáo dục mầm non at đồng tháp university,no schools to show,"tân châu|phu thuan, ðồng tháp, vietnam",female
10658,no workplaces to show,studied at trường đại học khoa học xã hội và nhân văn - đại học quốc gia tp. hcm,no schools to show,biên hòa|biên hòa,female
10659,𝐂𝐡𝐮𝐲𝐞̂𝐧 𝐁𝐨𝐝𝐲 𝐋ụ𝐜 𝐓ả𝐨 𝐒𝐨𝐨 𝐘𝐨𝐮𝐧𝐠 𝐊𝐨𝐫𝐞𝐚 - 𝐒𝐢𝐞̂𝐮 𝐏𝐡ẩ𝐦 𝐐𝐮ố𝐜 𝐃𝐚̂𝐧 2021,studied at thpt nguyễn văn linh,no schools to show,tuy hòa|tuy hòa,female
10660,works at trường thpt vị thanh,no schools to show,went to trường thpt vị thanh,"vi thanh|chaudok, an giang, vietnam",notknown
10661,no workplaces to show,no schools to show,no schools to show,no places to show,female
10662,"học sinh at tân châu, an giang",studies at đại học kiến trúc tp.hồ chí minh,"goes to thpt tân châu, an giang","long son, an giang, vietnam|phu thuan, ðồng tháp, vietnam",male
10663,no workplaces to show,no schools to show,no schools to show,can tho|tân châu,male
10664,works at information technology - hcmus,"studied at trường đại học khoa học tự nhiên, đại học quốc gia tp.hcm",no schools to show,"ho chi minh city, vietnam|phan thiet",female
10665,no workplaces to show,no schools to show,no schools to show,"chaudok, an giang, vietnam|chaudok, an giang, vietnam",notknown
10666,no workplaces to show,no schools to show,"went to thpt tân châu, an giang",tân châu|tân châu,male
10667,tân châu,no schools to show,no schools to show,tân châu|tân châu,male
10668,kinh doanh & marketing at hoa lan phú lộc,no schools to show,went to thpt việt bắc,lạng sơn|lạng sơn,notknown
10669,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
10670,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
10671,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
10672,"works at saïgon-cholon, vietnam",no schools to show,went to thpt long khanh a,"ho chi minh city, vietnam|hồng ngự",notknown
10673,no workplaces to show,no schools to show,went to hutech - đại học công nghệ tp.hcm,"ho chi minh city, vietnam",notknown
10674,no workplaces to show,no schools to show,no schools to show,tân châu,notknown
10675,ai developer and nlp researcher at vccorp,"studied khoa học máy tính at trường đại học công nghệ thông tin, đại học quốc gia thành phố hồ chí minh",no schools to show,"ho chi minh city, vietnam|long xuyên",male
10676,no workplaces to show,studied at trường đại học tây đô,no schools to show,tân châu,notknown
10677,studying at cựu sv & sinh viên trường đại học sư phạm kỹ thuật tp.hcm|studying at cựu sv & sinh viên trường đại học sư phạm kỹ thuật tp.hcm|studying at cựu sv & sinh viên trường đại học sư phạm kỹ thuật tp.hcm,studied at trung hoc co so cat thang,"went to thpt số 3 phù cát, phù cát, bình định|went to thpt số 3 phù cát, phù cát, bình định",quy nhon|phù cát,male
10678,no workplaces to show,no schools to show,no schools to show,nhơn trạch|hồng ngự,notknown
10679,no workplaces to show,studied at trường cao đẳng kỹ thuật cao thắng,went to thpt nguyễn công phương,"ho chi minh city, vietnam|quang ngai",notknown
10680,works at chương trình kỹ năng đi để đến|works at chương trình kỹ năng đi để đến,studies quản trị kinh doanh tổng hợp at trường đại học nông lâm tp.hcm,goes to trường thpt nguyễn du,"binh phuoc, vietnam|hải dương",male
10681,works at le khiet high school,"studied at trường đại học công nghệ thông tin, đại học quốc gia thành phố hồ chí minh",went to le khiet high school,"ho chi minh city, vietnam|quang ngai",male
10682,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
10683,no workplaces to show,no schools to show,no schools to show,"ho chi minh city, vietnam|mitho, tiền giang, vietnam",male
10684,works at anh ngữ pmp,studied sư phạm tiếng anh at cựu sv & sinh viên trường đại học sư phạm kỹ thuật tp.hcm,no schools to show,"ho chi minh city, vietnam|ho chi minh city, vietnam",notknown
10685,no workplaces to show,studied at trường đại học công nghệ thông tin - đại học quốc gia tp.hcm,went to trường thcs và thpt nguyễn khuyến,soc trang,female
10686,works at trường đại học kinh tế - luật|works at trường đại học kinh tế - luật|works at trường đại học kinh tế - luật|works at trường đại học kinh tế - luật|works at trường đại học kinh tế - luật|works at trường đại học kinh tế - luật|works at trường đại học kinh tế - luật,studied at đh kinh tế huế,went to quoc hoc hue|went to quoc hoc hue,"ho chi minh city, vietnam|hue, vietnam",female
10687,no workplaces to show,no schools to show,no schools to show,no places to show,male
10688,no workplaces to show,studied at đại học kiến trúc tp.hồ chí minh,no schools to show,"binh dinh, nghia binh, vietnam",female
10689,works at venesto,studied quan tri kinh doanh tong hop at neu - đại học kinh tế quốc dân,no schools to show,"hanoi, vietnam|seoul, korea",male
10690,no workplaces to show,studied at cựu sv & sinh viên trường đại học sư phạm kỹ thuật tp.hcm,no schools to show,da lat|da lat,notknown
10691,no workplaces to show,no schools to show,went to nguyen huu cau high school,"ho chi minh city, vietnam",male
10692,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
10693,no workplaces to show,no schools to show,no schools to show,no places to show,male
10694,no workplaces to show,studied at trường thcs an châu,no schools to show,"angiang, an giang, vietnam",notknown
10695,hãy gọi cho quỳnh 0978.233.894|hãy gọi cho quỳnh 0978.233.894|hãy gọi cho quỳnh 0978.233.894|hãy gọi cho quỳnh 0978.233.894|hãy gọi cho quỳnh 0978.233.894|hãy gọi cho quỳnh 0978.233.894|hãy gọi cho quỳnh 0978.233.894|hãy gọi cho quỳnh 0978.233.894|hãy gọi cho quỳnh 0978.233.894,no schools to show,went to trường thpt cẩm xuyên - hà tĩnh,"hanoi, vietnam|hà tĩnh",notknown
10696,no workplaces to show,no schools to show,went to thpt lê văn phẩm,cai lay|cai lay,notknown
10697,no workplaces to show,no schools to show,goes to thpt lai vung 3,lai vung,male
10698,no workplaces to show,no schools to show,no schools to show,no places to show,male
10699,no workplaces to show,no schools to show,no schools to show,no places to show,male
10700,no workplaces to show,no schools to show,went to thpt đức trí,no places to show,male
10701,no workplaces to show,no schools to show,no schools to show,hồng ngự,notknown
10702,works at bac - marketing,studied at đại học tôn đức thắng,no schools to show,"ho chi minh city, vietnam",female
10703,giáo viên toán at trường thpt thủ khoa huân,"studied toán giải tích at trường đại học khoa học tự nhiên, đại học quốc gia thành phố hồ chí minh",went to thpt tân hiệp,cho gao|cho gao,male
10704,no workplaces to show,no schools to show,no schools to show,thu dau mot|quang ngai,male
10705,no workplaces to show,studies at cựu sv & sinh viên trường đại học sư phạm kỹ thuật tp.hcm,went to trường thpt vĩnh kim - châu thành - tiền giang|went to trường thpt vĩnh kim - châu thành - tiền giang,"ho chi minh city, vietnam|châu thành, tiền giang, vietnam",notknown
10706,no workplaces to show,no schools to show,no schools to show,"ho chi minh city, vietnam",female
10707,no workplaces to show,no schools to show,no schools to show,"ho chi minh city, vietnam",female
10708,chị 3|chị 3,no schools to show,"went to thpt tân châu, tân châu, an giang","tân châu|angiang, an giang, vietnam",notknown
10709,former student officer at hutech - đại học công nghệ tp.hcm,no schools to show,went to thpt nguyễn hữu thọ q.4 tp.hcm,"ho chi minh city, vietnam",female
10710,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
10711,no workplaces to show,studies at trường đại học ngoại ngữ - tin học tp. hcm - huflit,went to thcs nguyễn thị thập|went to thcs nguyễn thị thập,"ho chi minh city, vietnam",female
10712,no workplaces to show,no schools to show,no schools to show,"ho chi minh city, vietnam",female
10713,no workplaces to show,studies at hufi - đại học công nghiệp thực phẩm tp.hcm,went to trường thpt trực ninh b,"nam định, nam định, vietnam|nam định, nam định, vietnam",notknown
10714,lavenda vietnam at chubb life vietnam|lavenda vietnam at chubb life vietnam,no schools to show,no schools to show,no places to show,notknown
10715,no workplaces to show,no schools to show,no schools to show,can tho|xuyen moc,female
10716,works at binh duong - viet nam,no schools to show,no schools to show,"angiang, an giang, vietnam|cho moi, an giang",notknown
10717,no workplaces to show,no schools to show,no schools to show,"ho chi minh city, vietnam|angiang, an giang, vietnam",female
10718,no workplaces to show,studied at đại học y khoa phạm ngọc thạch,no schools to show,no places to show,notknown
10719,no workplaces to show,"studies at trường đại học khoa học tự nhiên, đại học quốc gia tp.hcm",went to thpt dĩ an|went to thpt dĩ an,"phu tho, phú thọ, vietnam",notknown
10720,chịu trách nhiệm nội dung at clb lập trình full  house- việt nam,studied at đại học công nghiệp hà nội - hanoi university of industry,no schools to show,"hanoi, vietnam",notknown
10721,cao lãnh,no schools to show,went to thpt tp cao lanh,cao lãnh,male
10722,"works at phu my, phu tan, an giang, vietnam",no schools to show,went to thpt tan chau,"angiang, an giang, vietnam",male
10723,"ho chi minh city, vietnam",no schools to show,no schools to show,"ho chi minh city, vietnam|thanh hoa, long an",notknown
10724,works at văn phòng công chứng tân thành|works at văn phòng công chứng tân thành|works at văn phòng công chứng tân thành|works at văn phòng công chứng tân thành|works at văn phòng công chứng tân thành|works at văn phòng công chứng tân thành|works at văn phòng công chứng tân thành,studies english language. at trường đại học mở tp. hcm | ho chi minh city open university|studies english language. at trường đại học mở tp. hcm | ho chi minh city open university|studies english language. at trường đại học mở tp. hcm | ho chi minh city open university,"went to thpt tân châu, tân châu, an giang|went to thpt tân châu, tân châu, an giang|went to thpt tân châu, tân châu, an giang","ho chi minh city, vietnam|tân châu|can tho",male
10725,no workplaces to show,studies at trường đại học kinh tế thành phố hồ chí minh,no schools to show,"ho chi minh city, vietnam|ninh bình",notknown
10726,no workplaces to show,no schools to show,no schools to show,tân châu|tân châu,female
10727,no workplaces to show,no schools to show,no schools to show,"ho chi minh city, vietnam",notknown
10728,no workplaces to show,no schools to show,no schools to show,no places to show,female
10729,no workplaces to show,no schools to show,no schools to show,di an|thái bình,notknown
10730,works at trường đại học công nghệ thông tin - đại học quốc gia tp.hcm,no schools to show,went to trường ptth nguyễn bỉnh khiêm,"ho chi minh city, vietnam|gia lai, gia lai, vietnam",notknown
10731,creative designer at voice to heart - thanh âm cho tâm hồn|creative designer at voice to heart - thanh âm cho tâm hồn|creative designer at voice to heart - thanh âm cho tâm hồn,studies at luong van can fund|studies at luong van can fund,went to trường thcs tùng thiện vương|went to trường thcs tùng thiện vương,"ho chi minh city, vietnam|ho chi minh city, vietnam",female
10732,no workplaces to show,no schools to show,no schools to show,"bình chánh, hồ chí minh, vietnam|soc trang",notknown
10733,đào tạo và hỗ trợ các mẹ bỉm kiếm thêm thu nhập,no schools to show,goes to trường thpt số 2 phù mỹ,"binh dinh, nghia binh, vietnam",female
10734,no workplaces to show,no schools to show,went to trường quốc học - huế,"hue, vietnam|hue, vietnam",male
10735,works at trường đại học văn lang,studied at trường đại học kinh tế thành phố hồ chí minh,no schools to show,"ho chi minh city, vietnam|quy nhon",notknown
10736,no workplaces to show,no schools to show,went to trường thcs phú thạnh,"angiang, an giang, vietnam|angiang, an giang, vietnam",notknown
10737,no workplaces to show,studies graphic deign at trường đại học văn lang,no schools to show,"ho chi minh city, vietnam",male
10738,no workplaces to show,studies at trường đại học công nghệ thông tin - đại học quốc gia tp.hcm,went to thpt phan bội châu phú yên,no places to show,male
10739,no workplaces to show,studies at trường đại học công nghệ thông tin - đại học quốc gia tp.hcm,no schools to show,"ho chi minh city, vietnam|chaudok, an giang, vietnam",notknown
10740,phó bí thư đoàn khoa luật dân sự trường đại học luật tp.hcm,studied at trường đại học luật tp. hồ chí minh,no schools to show,no places to show,notknown
10741,no workplaces to show,no schools to show,no schools to show,"angiang, an giang, vietnam|angiang, an giang, vietnam",female
10742,tân châu,no schools to show,no schools to show,"angiang, an giang, vietnam|tân châu",notknown
10743,vung tau,no schools to show,no schools to show,"vung tau|angiang, an giang, vietnam|vung tau",female
10744,works at trường thpt tánh linh,no schools to show,no schools to show,"tánh linh, bình thuận, vietnam|tánh linh, bình thuận, vietnam",male
10745,worked at tổng công ty bảo việt nhân thọ|worked at tổng công ty bảo việt nhân thọ,no schools to show,went to trường thpt trần văn bảy,soc trang,male
10746,no workplaces to show,no schools to show,no schools to show,hồng ngự|hồng ngự,female
10747,no workplaces to show,no schools to show,no schools to show,"ho chi minh city, vietnam",female
10748,works at shopee|works at shopee,studied at ho chi minh city university of social sciences and humanities,no schools to show,"ho chi minh city, vietnam|tân châu",female
10749,no workplaces to show,no schools to show,no schools to show,no places to show,female
10750,works at trường thpt võ thị hồng - cà mau,no schools to show,went to trường thpt ninh thạnh lợi,no places to show,male
10751,works at khoa cơ khí cđ công thương tp.hcm,studied at hitu - trường cao đẳng công thương tp.hcm,went to thpt nguyễn trãi-ngãi giao-châu đức-bà rịa vũng tàu,no places to show,male
10752,no workplaces to show,no schools to show,no schools to show,"ho chi minh city, vietnam|tân châu",male
10753,works at tiệm dầu thơm,no schools to show,no schools to show,"ho chi minh city, vietnam",female
10754,no workplaces to show,no schools to show,no schools to show,"orlando, florida|can tho",female
10755,member at clb open marketing group,studied at trường đại học mở tp. hcm - tư vấn tuyển sinh,no schools to show,tuy phong,notknown
10756,no workplaces to show,"studied at trường đại học công nghệ thông tin, đại học quốc gia thành phố hồ chí minh",no schools to show,dong ha|dong ha,male
10757,tổ phó at tp hồ chí minh,no schools to show,no schools to show,"ho chi minh city, vietnam|tân châu",male
10758,hồng ngự,studied at trường đại học đồng tháp,went to thpt hồng ngự 1,"long thuan, ðồng tháp, vietnam|hồng ngự",notknown
10759,no workplaces to show,no schools to show,no schools to show,"angiang, an giang, vietnam",female
10760,no workplaces to show,no schools to show,no schools to show,"ho chi minh city, vietnam|binh phuoc, vietnam",notknown
10761,works at thcs phú thạnh,no schools to show,no schools to show,"angiang, an giang, vietnam",male
10762,works at chơi game giải trí,no schools to show,went to ăn bám ba má đến già,phú thọ,male
10763,works at thpt dĩ an,no schools to show,went to trường thpt nguyễn trãi - brvt,vung tau,male
10764,no workplaces to show,studied at cựu sv & sinh viên trường đại học sư phạm kỹ thuật tp.hcm,no schools to show,"ho chi minh city, vietnam",notknown
10765,no workplaces to show,no schools to show,goes to thpt đức trí,"ho chi minh city, vietnam",female
10766,no workplaces to show,no schools to show,went to trường quốc học - huế|went to trường quốc học - huế,"ho chi minh city, vietnam|hue, vietnam",male
10767,no workplaces to show,no schools to show,no schools to show,ba tri|bến tre,female
10768,no workplaces to show,no schools to show,went to thpt tân châu,long xuyên|tân châu,female
10769,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
10770,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
10771,no workplaces to show,studies at trường đại học nông lâm tp.hcm,"went to thpt tân châu, tân châu, an giang|went to thpt tân châu, tân châu, an giang",long hòa,male
10772,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
10773,no workplaces to show,studied at thpt thiệu hóa,no schools to show,thanh hóa,female
10774,no workplaces to show,no schools to show,no schools to show,"bangkok, thailand|hồng ngự",notknown
10775,no workplaces to show,no schools to show,went to học viện hàng không việt nam,"ho chi minh city, vietnam|angiang, an giang, vietnam",male
10776,no workplaces to show,no schools to show,no schools to show,"hanoi, vietnam|bac kan",female
10777,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
10778,no workplaces to show,studies at trường đại học cần thơ,went to trường trung học phổ thông tân châu,can tho,female
10779,no workplaces to show,studies at trường đại học nông lâm tp.hcm,no schools to show,"ho chi minh city, vietnam|angiang, an giang, vietnam",female
10780,no workplaces to show,"studied at trường thpt vĩnh xương, tx tân chau, an giang",no schools to show,tân châu,female
10781,no workplaces to show,no schools to show,no schools to show,"binh luc, hà nam, vietnam",female
10782,no workplaces to show,no schools to show,no schools to show,sông cầu,male
10783,no workplaces to show,no schools to show,went to thpt huỳnh thị hưởng|went to thpt huỳnh thị hưởng,"hanoi, vietnam|ho chi minh city, vietnam",male
10784,works at trường đại học kinh tế - luật,studies travel & tourism at trường đại học kinh tế - luật (đh quốc gia tp.hcm),went to thpt nam sách,hải dương|hải dương,notknown
10785,no workplaces to show,no schools to show,no schools to show,no places to show,female
10786,no workplaces to show,no schools to show,no schools to show,no places to show,male
10787,works at mỹ phẩm đông anh chính hãng - niềm tin vào chất lượng|works at mỹ phẩm đông anh chính hãng - niềm tin vào chất lượng,no schools to show,"went to thpt nguyễn chí thanh, phú tân, an giang","angiang, an giang, vietnam|phú an",female
10788,no workplaces to show,no schools to show,no schools to show,"ho chi minh city, vietnam",female
10789,works at sinh viên khoa răng-hàm-mặt,studied at trường đại học y dược cần thơ,no schools to show,cà mau,male
10790,no workplaces to show,studied ngôn ngữ anh at nam can tho university|studied ngôn ngữ anh at nam can tho university,went to trường thpt bình phục nhứt,can tho|cho gao,male
10791,no workplaces to show,studied at đại học công nghệ đồng nai,no schools to show,biên hòa|quang ngai,notknown
10792,works at binh duong - viet nam,no schools to show,no schools to show,"ap binh duong (1), vietnam|cà mau",notknown
10793,trường đại học văn lang|trường đại học văn lang,studied tourism & travel services management at văn lang university|studied tourism & travel services management at văn lang university|studied tourism & travel services management at văn lang university,no schools to show,"ho chi minh city, vietnam|ninh hòa, khánh hòa, vietnam",female
10794,no workplaces to show,no schools to show,no schools to show,"long xuyên|angiang, an giang, vietnam",notknown
10795,no workplaces to show,studied bác sĩ răng- hàm -mặt👩🏻‍⚕️🦷 at khoa y đhqg-hcm,no schools to show,"tinh pleiku, gia lai, vietnam|tinh pleiku, gia lai, vietnam",female
10796,no workplaces to show,no schools to show,no schools to show,can tho,female
10797,cư sĩ đạo|cư sĩ đạo,studied geographical region at can tho university,went to trường thpt châu văn liêm,hồng ngự|tam ky,male
10798,no workplaces to show,no schools to show,no schools to show,"ho chi minh city, vietnam|ho chi minh city, vietnam",female
10799,no workplaces to show,no schools to show,no schools to show,no places to show,male
10800,works at củ chi,no schools to show,went to trung học cơ sở,"củ chi, hồ chí minh, vietnam|cai nuoc, cà mau, vietnam",notknown
10801,quy nhon,no schools to show,"went to thpt nguyễn hồng đạo,phù cát,bình định","quy nhon|binh dinh, nghia binh, vietnam",notknown
10802,no workplaces to show,no schools to show,no schools to show,no places to show,male
10803,no workplaces to show,no schools to show,no schools to show,phú lâm,female
10804,hỗ trợ book share bài kéo page / pr / truyền thông|hỗ trợ book share bài kéo page / pr / truyền thông|hỗ trợ book share bài kéo page / pr / truyền thông|hỗ trợ book share bài kéo page / pr / truyền thông,studied at đại học văn hóa tp hcm - vhs,no schools to show,no places to show,male
10805,no workplaces to show,no schools to show,no schools to show,no places to show,female
10806,no workplaces to show,no schools to show,no schools to show,"ho chi minh city, vietnam",notknown
