id,Workplaces,College,School,Places,Gender
8095,no workplaces to show,studies at khoa y dược trường cao đẳng y khoa phạm ngọc thạch|studies at khoa y dược trường cao đẳng y khoa phạm ngọc thạch|studies at khoa y dược trường cao đẳng y khoa phạm ngọc thạch,no schools to show,"ho chi minh city, vietnam|chaudok, an giang, vietnam",notknown
8096,no workplaces to show,studies at đại học hoa sen,"went to thpt  nguyễn du, quận 10, tp. hồ chí minh","ho chi minh city, vietnam|ho chi minh city, vietnam",female
8097,q.s & planning engineer at ricons|q.s & planning engineer at ricons,studied đại học chính quy ngành kinh tế xây dựng at quốc tế bách khoa hcm,no schools to show,thủ đức,notknown
8098,,,,,
8099,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
8100,no workplaces to show,no schools to show,no schools to show,no places to show,female
8101,no workplaces to show,no schools to show,no schools to show,hồng ngự|hồng ngự,notknown
8102,,,,,
8103,,,,,
8104,,,,,
8105,,,,,
8106,,,,,
8107,,,,,
8108,no workplaces to show,no schools to show,no schools to show,no places to show,female
8109,,,,,
8110,,,,,
8111,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
8112,works at nidec tosok bến tre|works at nidec tosok bến tre,no schools to show,went to trường thcs hồ hảo hớn|went to trường thcs hồ hảo hớn,"ho chi minh city, vietnam|bến tre",female
8113,kcn - vsip2 - t. bình dương,no schools to show,"went to thpt tân châu, tân châu, an giang",thu dau mot|tân châu,female
8114,tbs group,no schools to show,went to thpt tân châu,tân châu|tân châu,female
8115,,,,,
8116,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
8117,,,,,
8118,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
8119,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
8120,,,,,
8121,no workplaces to show,no schools to show,no schools to show,bến tre,notknown
8122,,,,,
8123,no workplaces to show,studied khoa học máy tính (cntt) at trường đại học công nghệ thông tin - đại học quốc gia tp.hcm,went to thpt nguyễn du br-vt,"ho chi minh city, vietnam",notknown
8124,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
8125,works at lac hong university,studied at đại học lạc hồng,no schools to show,quy nhon|quy nhon,notknown
8126,no workplaces to show,no schools to show,no schools to show,no places to show,male
8127,"củ chi, hồ chí minh, vietnam",studied at hbu,went to thcs thị trấn củ chi,"củ chi, hồ chí minh, vietnam|củ chi, hồ chí minh, vietnam",notknown
8128,,,,,
8129,,,,,
8130,no workplaces to show,no schools to show,no schools to show,tân châu,male
8131,works at khu công nghiệp phước đông - gò dầu -tây ninh|works at khu công nghiệp phước đông - gò dầu -tây ninh|works at khu công nghiệp phước đông - gò dầu -tây ninh,no schools to show,no schools to show,"long son, an giang, vietnam",notknown
8132,,,,,
8133,no workplaces to show,no schools to show,no schools to show,"phú lâm, an giang, vietnam|phú lâm, an giang, vietnam",male
8134,former hacker at meta,studied at hutech - đại học công nghệ tp.hcm,went to thpt võ văn tần-đức hòa|went to thpt võ văn tần-đức hòa,"ho chi minh city, vietnam|ho chi minh city, vietnam",male
8135,sinh vien umt at truong thpt umt,no schools to show,went to thpt u minh thuong,"vinh thuan (1), kiến giang, vietnam|rach gia, vietnam",male
8136,,,,,
8137,no workplaces to show,no schools to show,"went to thpt tân châu, an giang",long xuyên|tân châu,female
8138,no workplaces to show,no schools to show,no schools to show,osaka|vung tau,notknown
8139,works at trường đại học công nghệ thông tin - đại học quốc gia tp.hcm,no schools to show,went to thpt thực hành cao nguyên,no places to show,male
8140,no workplaces to show,no schools to show,no schools to show,"ho chi minh city, vietnam",notknown
8141,,,,,
8142,no workplaces to show,no schools to show,"went to thpt tân châu, tân châu, an giang",tân châu,female
8143,works at trường thpt tràm chim,studied at thpt tràm chim,went to thcs tràm chim,"ho chi minh city, vietnam|ho chi minh city, vietnam",female
8144,,,,,
8145,no workplaces to show,no schools to show,went to trường thpt trí đức,tân châu|tân châu,male
8146,no workplaces to show,no schools to show,"went to thpt an phú, an phú, an giang","chaudok, an giang, vietnam",female
8147,"works at ap binh duong (1), vietnam",no schools to show,no schools to show,"can tho|angiang, an giang, vietnam",notknown
8148,,,,,
8149,,,,,
8150,no workplaces to show,studies master of education at đại học y dược thành phố hồ chí minh|studies master of education at đại học y dược thành phố hồ chí minh,no schools to show,"ho chi minh city, vietnam|hoài nhon, bình ðịnh, vietnam",male
8151,,,,,
8152,,,,,
8153,,,,,
8154,no workplaces to show,no schools to show,went to thpt lai vung 3,lai vung,female
8155,,,,,
8156,,,,,
8157,no workplaces to show,studied at trường trung học cơ sở phú lâm,no schools to show,"angiang, an giang, vietnam|angiang, an giang, vietnam",notknown
8158,,,,,
8159,no workplaces to show,studies thú y at trường cao đẳng quảng nam,went to trường thpt nguyễn hồng đạo,phù cát|phù cát,male
8160,,,,,
8161,,,,,
8162,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
8163,,,,,
8164,,,,,
8165,,,,,
8166,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
8167,,,,,
8168,,,,,
8169,no workplaces to show,no schools to show,no schools to show,"ho chi minh city, vietnam|long xuyên",notknown
8170,,,,,
8171,no workplaces to show,no schools to show,no schools to show,no places to show,female
8172,no workplaces to show,studied công nghệ -kỹ thuật ôtô at hcmute - spkt,went to trường thpt châu văn liêm,"ho chi minh city, vietnam|can tho",male
8173,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
8174,no workplaces to show,studies at đại học khoa học xã hội và nhân văn - đại học quốc gia tp. hcm,no schools to show,"ho chi minh city, vietnam|tam ky",female
8175,no workplaces to show,no schools to show,no schools to show,"angiang, an giang, vietnam|angiang, an giang, vietnam",notknown
8176,,,,,
8177,trợ lý at duyên giã wedding|trợ lý at duyên giã wedding,no schools to show,went to trung học phổ thông hiếu nhơn,vĩnh long|vĩnh long,female
8178,no workplaces to show,no schools to show,went to thpt quang trung,"ho chi minh city, vietnam|ho chi minh city, vietnam",notknown
8179,,,,,
8180,,,,,
8181,,,,,
8182,,,,,
8183,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
8184,,,,,
8185,,,,,
8186,,,,,
8187,no workplaces to show,no schools to show,no schools to show,"xom gia rai, bạc liêu, vietnam|giá rai",female
8188,,,,,
8189,student at thpt chuyen nguyen tat thanh kon tum|student at thpt chuyen nguyen tat thanh kon tum,studies computer engineer at trường đại học công nghệ thông tin - đại học quốc gia tp.hcm,goes to thpt chuyên nguyễn tất thành - kontum,"kon tum, kon tum, vietnam|tinh kontum, kon tum, vietnam",male
8190,no workplaces to show,no schools to show,no schools to show,"ho chi minh city, vietnam|shanghai, china",notknown
8191,no workplaces to show,no schools to show,no schools to show,"ho chi minh city, vietnam|can tho",notknown
8192,no workplaces to show,no schools to show,no schools to show,no places to show,female
8193,no workplaces to show,no schools to show,no schools to show,tân châu|tân châu,female
8194,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
8195,,,,,
8196,no workplaces to show,studied at trường cao đẳng thực hành fpt,went to trường thpt ca văn thỉnh (an thới),"ho chi minh city, vietnam|bến tre",female
8197,,,,,
8198,"ho chi minh city, vietnam",no schools to show,went to thpt đức trí|went to thpt đức trí,"ho chi minh city, vietnam|tân châu",female
8199,,,,,
8200,no workplaces to show,no schools to show,no schools to show,hồng ngự|hồng ngự,notknown
8201,works at ngôn ngữ hàn quốc,studied at thpt hòa hưng,no schools to show,"ho chi minh city, vietnam|giong rieng",notknown
8202,no workplaces to show,no schools to show,went to thpt đức trí,"phú lâm, an giang, vietnam",male
8203,,,,,
8204,,,,,
8205,,,,,
8206,,,,,
8207,,,,,
8208,,,,,
8209,,,,,
8210,,,,,
8211,,,,,
8212,no workplaces to show,studies at trường đại học văn lang|studies at trường đại học văn lang,went to thcs tam hiệp|went to thcs tam hiệp,"my tho|châu thành, tiền giang, vietnam",female
8213,,,,,
8214,no workplaces to show,no schools to show,went to thpt a hải hậu,"hanoi, vietnam",female
8215,,,,,
8216,worked at 68shop,no schools to show,no schools to show,"ho chi minh city, vietnam",female
8217,no workplaces to show,no schools to show,no schools to show,"phu thanh, vietnam|phu thanh, vietnam",female
8218,no workplaces to show,studied tiểu đội trưởng thông tin at trường quân sự quân khu 4 tinh nghệ an,went to thpt thiệu hóa,thanh hóa|thanh hóa,notknown
8219,,,,,
8220,no workplaces to show,no schools to show,no schools to show,no places to show,male
8221,,,,,
8222,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
8223,,,,,
8224,works at binh duong - viet nam,no schools to show,no schools to show,ben cat|ben cat,notknown
8225,,,,,
8226,no workplaces to show,studies at trường đại học sư phạm thành phố hồ chí minh - hcmue,"went to thpt tân châu, tân châu, an giang",tân châu|tân châu,female
8227,,,,,
8228,no workplaces to show,no schools to show,no schools to show,"angiang, an giang, vietnam",female
8229,,,,,
8230,,,,,
8231,works at thành phố hồ chí minh,studied at trường đại học luật tp. hồ chí minh|studied at trường đại học luật tp. hồ chí minh,no schools to show,"ho chi minh city, vietnam|hà tĩnh",notknown
8232,no workplaces to show,no schools to show,no schools to show,nagoya|nagoya,male
8233,,,,,
8234,,,,,
8235,,,,,
8236,,,,,
8237,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
8238,,,,,
8239,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
8240,no workplaces to show,no schools to show,no schools to show,no places to show,female
8241,,,,,
8242,,,,,
8243,no workplaces to show,no schools to show,no schools to show,no places to show,female
8244,,,,,
8245,studying at thpt dĩ an,no schools to show,went to thpt dĩ an,di an|ninh bình,notknown
8246,,,,,
8247,,,,,
8248,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
8249,"works at <b><fg=ffa800ff>- ăn chơi không sợ  mưa rơi, mưa rơi to  quá dân chơi đi về -|works at <b><fg=ffa800ff>- ăn chơi không sợ  mưa rơi, mưa rơi to  quá dân chơi đi về -",no schools to show,no schools to show,bac giang|bac giang,female
8250,,,,,
8251,works at toyota an giang,no schools to show,no schools to show,long xuyên,male
8252,,,,,
8253,no workplaces to show,no schools to show,no schools to show,bến tre|mo cay,male
8254,,,,,
8255,no workplaces to show,no schools to show,no schools to show,tân châu|tân châu,female
8256,no workplaces to show,no schools to show,no schools to show,no places to show,female
8257,,,,,
8258,no workplaces to show,no schools to show,no schools to show,no places to show,female
8259,"works at quà tặng vỏ đạn, gỗ tre - kim anh|works at quà tặng vỏ đạn, gỗ tre - kim anh|works at quà tặng vỏ đạn, gỗ tre - kim anh",no schools to show,no schools to show,"ho chi minh city, vietnam|phan thiet",notknown
8260,no workplaces to show,studied automotive engineering at cao thang technical college|studied automotive engineering at cao thang technical college,went to trường thpt long mỹ,"ho chi minh city, vietnam|long my",male
8261,no workplaces to show,studied công nghệ kĩ thuật điều khiển và tự động hóa at cựu sv & sinh viên trường đại học sư phạm kỹ thuật tp.hcm,went to đoàn trường thpt thái phiên,"thủ đức, hồ chí minh, vietnam|quang nam, quang nam-da nang, vietnam",male
8262,,,,,
8263,,,,,
8264,no workplaces to show,no schools to show,no schools to show,phú lâm|phú lâm,female
8265,,,,,
8266,,,,,
8267,no workplaces to show,no schools to show,no schools to show,"angiang, an giang, vietnam",notknown
8268,,,,,
8269,,,,,
8270,,,,,
8271,study at trường thpt đông hà,no schools to show,went to thpt đông hà,"dong ha|ho chi minh city, vietnam",female
8272,,,,,
8273,,,,,
8274,,,,,
8275,,,,,
8276,no workplaces to show,no schools to show,no schools to show,rach gia,notknown
8277,no workplaces to show,studied at trường đời,"went to thpt nguyễn quang diêu, tân châu, an giang",bình hưng hòa b|tân châu,male
8278,,,,,
8279,,,,,
8280,,,,,
8281,tân châu,no schools to show,went to hong ngu,tân châu|hồng ngự,female
8282,no workplaces to show,no schools to show,went to trường thpt nguyễn sinh sắc,tân châu,female
8283,works at nha khoa long xuyên|works at nha khoa long xuyên,studied at phòng đào tạo - trường đại học an giang,goes to nguyễn khuyến high school,"long xuyên|ap phu hoa, an giang, vietnam",female
8284,,,,,
8285,,,,,
8286,no workplaces to show,no schools to show,no schools to show,vung tau|vung tau,male
8287,no workplaces to show,no schools to show,no schools to show,no places to show,male
8288,,,,,
8289,,,,,
8290,no workplaces to show,no schools to show,no schools to show,"phú lâm, an giang, vietnam|phú lâm, an giang, vietnam",female
8291,no workplaces to show,no schools to show,no schools to show,"phú lâm, an giang, vietnam|long xuyên",male
8292,"works at hifriendz - thuê phòng, căn hộ không cần cọc",studied financial and banking management at ueh - trường đại học kinh tế tp.hcm,"went to thpt tân châu, tân châu, an giang","ho chi minh city, vietnam|tân châu",notknown
8293,"works at saïgon-cholon, vietnam",no schools to show,no schools to show,"ho chi minh city, vietnam",notknown
8294,,,,,
8295,,,,,
8296,,,,,
8297,,,,,
8298,,,,,
8299,thoxing at bunnyhouse boutique,no schools to show,no schools to show,bắc ninh|bắc ninh,notknown
8300,,,,,
8301,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
8302,,,,,
8303,tân châu,studied at phòng đào tạo - trường đại học an giang,no schools to show,no places to show,female
8304,tân châu,no schools to show,went to trung học cơ sở chu văn an,"seoul, korea|tân châu",female
8305,,,,,
8306,no workplaces to show,no schools to show,no schools to show,"long xuyên|angiang, an giang, vietnam",female
8307,works at đồng tháp quê tôi,no schools to show,went to thpt tam nông - đồng tháp,"ho chi minh city, vietnam|an long, ðồng tháp, vietnam",notknown
8308,no workplaces to show,studied at trường thpt nguyễn sinh sắc,no schools to show,tân châu,notknown
8309,no workplaces to show,studies học khoa học dữ liệu at trường đại học công nghệ thông tin - đại học quốc gia tp.hcm,went to thpt phan bội châu - sơn hòa - phú yên,no places to show,male
8310,,,,,
8311,,,,,
8312,cà mau,studied at cđsp cà mau,went to trường thpt nguyễn việt khái,cà mau|cà mau,male
8313,no workplaces to show,no schools to show,no schools to show,"tan phu, vietnam",male
8314,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
8315,tân châu,studied at trường thcs long thạnh,"went to thpt tân châu, an giang","angiang, an giang, vietnam|tân châu",notknown
8316,,,,,
8317,hdv freelancer at thành phố cần thơ|hdv freelancer at thành phố cần thơ,studied hdv du lịch at can tho university,went to trường đại học cần thơ,can tho|can tho,male
8318,,,,,
8319,,,,,
8320,no workplaces to show,no schools to show,went to trường thpt số 1 tư nghĩa quảng ngãi,quang ngai|quang ngai,male
8321,,,,,
8322,worked at an hang o khong,studied at dai hoc bon ba,went to học viện hàng không việt nam (ăn hàng - ở không).,"long xuyên|phú lâm, an giang, vietnam",male
8323,tân châu,studied dược học at trường cao đẳng y dược pasteur cs tphcm,"went to thpt tân châu, an giang","ho chi minh city, vietnam|phú lâm, an giang, vietnam",male
8324,,,,,
8325,,,,,
8326,,,,,
8327,,,,,
8328,no workplaces to show,studied biotechnology (advanced program) - công nghệ sinh học at trường đại học cần thơ,"went to thpt tân châu, tân châu, an giang|went to thpt tân châu, tân châu, an giang",can tho|tân châu,notknown
