id,Workplaces,College,School,Places,Gender
3493,no workplaces to show,no schools to show,no schools to show,"angiang, an giang, vietnam",female
3494,no workplaces to show,no schools to show,no schools to show,no places to show,male
3495,"ho chi minh city, vietnam",no schools to show,no schools to show,"ho chi minh city, vietnam|giong rieng",female
3496,long xuyên,no schools to show,"went to thpt nguyễn chí thanh, chợ vàm, phú tân, an giang","long xuyên|angiang, an giang, vietnam",female
3497,tân châu,no schools to show,went to thpt duc tri,tân châu|tân châu,male
3498,no workplaces to show,studied kinh tế quốc tế at trường đại học ngân hàng tp. hồ chí minh - hub,went to thpt dĩ an,"nam định, nam định, vietnam",female
3499,cộng tác viên cty tnhh gia tộc rồng,no schools to show,no schools to show,no places to show,notknown
3500,no workplaces to show,no schools to show,no schools to show,bến tre,female
3501,no workplaces to show,no schools to show,no schools to show,"tam đảo, vĩnh phúc, vietnam",notknown
3502,no workplaces to show,no schools to show,no schools to show,"ho chi minh city, vietnam|ho chi minh city, vietnam",notknown
3503,no workplaces to show,no schools to show,went to trường trung học cơ sở tà đảnh,long xuyên|long xuyên,notknown
3504,no workplaces to show,no schools to show,went to trường thcs phú lâm,"phú lâm|phú lâm, an giang, vietnam",notknown
3505,no workplaces to show,no schools to show,no schools to show,"hanoi, vietnam",female
3506,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
3507,greatree industrial corporation,no schools to show,went to học cách yêu thương ai đó một cách thật lòng,tân uyên|hồng ngự,notknown
3508,no workplaces to show,no schools to show,no schools to show,ben cat|bac lieu|nhơn trạch,notknown
3509,làm màu at tuyển sinh trường đh công nghệ thông tin - đhqg tp. hcm,studies công nghệ phần mềm at trường đại học công nghệ thông tin - đại học quốc gia tp.hcm|studies công nghệ phần mềm at trường đại học công nghệ thông tin - đại học quốc gia tp.hcm,went to trường thpt lê trung kiên|went to trường thpt lê trung kiên,"ho chi minh city, vietnam|dong hoa",male
3510,no workplaces to show,no schools to show,went to truong thpt long khanh,long khanh,female
3511,works at nha hang anh minh,"studied at trường đại học công nghệ thông tin, đại học quốc gia thành phố hồ chí minh",went to trần đại nghĩa confession|went to trần đại nghĩa confession,"ho chi minh city, vietnam|biên hòa",male
3512,no workplaces to show,"studies khoa học máy tính at trường đại học công nghệ thông tin, đại học quốc gia thành phố hồ chí minh",went to thpt trần quốc toản|went to thpt trần quốc toản,"buôn ma thuột, đắc lắk, vietnam|ninh bình",male
3513,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
3514,devil at an giang,studied at trường cao đẳng nghề an giang,went to thpt ischool long xuyên,"long xuyên|angiang, an giang, vietnam",notknown
3515,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
3516,no workplaces to show,no schools to show,no schools to show,"ho chi minh city, vietnam|gia nghia",female
3517,no workplaces to show,no schools to show,no schools to show,no places to show,female
3518,no workplaces to show,no schools to show,no schools to show,"seoul, korea|di an",notknown
3519,soc trang,no schools to show,"goes to trường th, thcs và thpt tân phú|goes to trường th, thcs và thpt tân phú","ho chi minh city, vietnam",male
3520,no workplaces to show,studied duoc at dai hoc y duoc thanh pho hcm,no schools to show,"ho chi minh city, vietnam|ho chi minh city, vietnam",female
3521,no workplaces to show,studied at trường đại học công nghệ thông tin - đại học quốc gia tp.hcm,"went to thcs phạm hồng thái, peiku, gia lai|went to thcs phạm hồng thái, peiku, gia lai","tinh pleiku, gia lai, vietnam",male
3522,no workplaces to show,no schools to show,no schools to show,my xuyen|soc trang,male
3523,no workplaces to show,no schools to show,no schools to show,no places to show,male
3524,works at clb an viên ngộ|works at clb an viên ngộ|works at clb an viên ngộ|works at clb an viên ngộ,studied anh văn at can tho university|studied anh văn at can tho university|studied anh văn at can tho university,went to trường thpt chuyên trà vinh|went to trường thpt chuyên trà vinh,"ho chi minh city, vietnam|tra vinh",female
3525,works at trường tiểu học hiệp xương,no schools to show,no schools to show,"chaudok, an giang, vietnam|angiang, an giang, vietnam",notknown
3526,no workplaces to show,no schools to show,no schools to show,long xuyên,male
3527,no workplaces to show,no schools to show,no schools to show,tân châu,male
3528,no workplaces to show,no schools to show,no schools to show,no places to show,male
3529,media pr staff at dha corporation,studies faculty of public relations and communication at trường đại học văn lang,no schools to show,no places to show,female
3530,no workplaces to show,studied at cao đẳng kinh tế đối ngoại - cofer|studied at cao đẳng kinh tế đối ngoại - cofer,no schools to show,"ho chi minh city, vietnam|angiang, an giang, vietnam",male
3531,no workplaces to show,studies quan hệ công chúng - public relations at trường đại học văn lang,no schools to show,"ho chi minh city, vietnam",male
3532,no workplaces to show,studies marketing at the university of finance and marketing (ufm),"went to thpt tân châu, an giang","ho chi minh city, vietnam|angiang, an giang, vietnam",male
3533,no workplaces to show,no schools to show,goes to trường thpt ngô gia tự q8 tp.hcm|goes to trường thpt ngô gia tự q8 tp.hcm,"ho chi minh city, vietnam|tra vinh",male
3534,tân châu,studied at trường thcs long thạnh,"went to thpt tân châu, tân châu, an giang",tân châu|tân châu,male
3535,no workplaces to show,studied at đại học hoa sen,went to trường thpt lê quý đôn (tp.hồ chí minh),"ho chi minh city, vietnam",female
3536,no workplaces to show,studies at trường đại học công nghệ thông tin - đại học quốc gia tp.hcm,went to thcs mỹ đức,"ho chi minh city, vietnam|chau phú, an giang, vietnam",notknown
3537,no workplaces to show,studied at trường đại học sư phạm thành phố hồ chí minh - hcmue|studied at trường đại học sư phạm thành phố hồ chí minh - hcmue,went to thpt bình an,"di an|ap binh duong (1), vietnam",female
3538,no workplaces to show,no schools to show,no schools to show,"tân châu|phú lâm, an giang, vietnam",male
3539,no workplaces to show,studies at missouri state university,went to greenwood laboratory school,"springfield, missouri|tân châu",notknown
3540,works at chợ chi lăng|works at chợ chi lăng,"studies at thcs, thpt phan châu trinh",no schools to show,tinh bien,notknown
3541,no workplaces to show,no schools to show,went to thpt dĩ an,di an,male
3542,works at facebook,studied at hutech - đại học công nghệ tp.hcm,"went to thpt nguyễn thái học, chư pưh, gia lai","gia lai, gia lai, vietnam|hue, vietnam",male
3543,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
3544,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
3545,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
3546,no workplaces to show,"studied at trường thpt tân châu , an giang",no schools to show,"ho chi minh city, vietnam|tân châu",male
3547,no workplaces to show,no schools to show,no schools to show,"ấp tân phú, an giang, vietnam|angiang, an giang, vietnam|ấp tân phú, an giang, vietnam",notknown
3548,tân châu,studied at ueh - trường đại học kinh tế tp.hcm,no schools to show,tân châu|tân châu,male
3549,works at tp long xuyên an giang,studied at trường đại học an giang,went to thpt chu văn an - an giang,no places to show,female
3550,no workplaces to show,no schools to show,no schools to show,no places to show,female
3551,works at đồng tháp quê tôi,no schools to show,"went to thpt tân châu, an giang","hồng ngự|long thuan, ðồng tháp, vietnam",notknown
3552,works at onex logistics,studies kinh tế vận tải biển at tuyển sinh - trường đại học giao thông vận tải tp.hcm,went to tuyển sinh - trường đại học giao thông vận tải tp.hcm,vung tau|thái bình,female
3553,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
3554,no workplaces to show,studied at đại học y khoa phạm ngọc thạch,no schools to show,"ho chi minh city, vietnam|tân châu",male
3555,no workplaces to show,no schools to show,no schools to show,phnom penh|tân châu,notknown
3556,no workplaces to show,no schools to show,no schools to show,"ha tin', hà tĩnh, vietnam|tp. hồ chí minh",male
3557,no workplaces to show,no schools to show,no schools to show,bến tre|bến tre,male
3558,no workplaces to show,no schools to show,went to nguyen an ninh highschool,"di an|hue, vietnam",notknown
3559,no workplaces to show,studied at hufi - đại học công nghiệp thực phẩm tp.hcm,no schools to show,no places to show,male
3560,no workplaces to show,studied khoa giáo dục tiểu học at trường đại học đồng tháp|studied khoa giáo dục tiểu học at trường đại học đồng tháp,no schools to show,hồng ngự,female
3561,no workplaces to show,studied at (*¿~)...láo có đạo đức...quậy phá có tổ chức...ăn chơi mọi hình thức...yêu nhau càng thêm tức...(^¿^),no schools to show,"quang nam, quang nam-da nang, vietnam|quang nam, quang nam-da nang, vietnam",female
3562,no workplaces to show,no schools to show,no schools to show,"soc trang|ho chi minh city, vietnam",male
3563,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
3564,no workplaces to show,no schools to show,no schools to show,no places to show,male
3565,no workplaces to show,no schools to show,no schools to show,tân châu,notknown
3566,no workplaces to show,studied at saigon uni - sgu,went to ngo quyen high school,biên hòa|hải dương,female
3567,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
3568,no workplaces to show,no schools to show,"went to thpt tân châu, tân châu, an giang",tân châu|phú lâm,notknown
3569,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
3570,no workplaces to show,no schools to show,no schools to show,"hanoi, vietnam|hanoi, vietnam",male
3571,no workplaces to show,no schools to show,went to thpt châu phú,"di an|chau phú, an giang, vietnam",notknown
3572,no workplaces to show,studied răng - hàm - mặt 🦷 at trường đại học y dược cần thơ,went to thpt lê quý đôn - tân an - long an|went to thpt lê quý đôn - tân an - long an,"can tho|tân an, long an",female
3573,ninh bình,studied at trường đại học sư phạm hà nội 2|studied at trường đại học sư phạm hà nội 2,no schools to show,ninh bình,notknown
3574,no workplaces to show,no schools to show,no schools to show,biên hòa|biên hòa,male
3575,no workplaces to show,studied at trường thpt chuyên hà nội - amsterdam,went to trường đại học kinh tế - đại học quốc gia hà nội,"yen dinh, thanh hóa, vietnam|yen dinh, thanh hóa, vietnam",notknown
3576,no workplaces to show,no schools to show,no schools to show,"hai phong, vietnam|hai phong, vietnam",notknown
3577,no workplaces to show,no schools to show,went to thpt dĩ an,no places to show,male
3578,no workplaces to show,studies at đại học y dược tp. hcm,no schools to show,di an|di an,male
3579,bidv: 31410003889117|bidv: 31410003889117|bidv: 31410003889117,no schools to show,went to trường thpt số 2 mộ đức - quảng ngãi,"thủ đức, hồ chí minh, vietnam|quang ngai",female
3580,works at ăn ko ngồi rồi,no schools to show,no schools to show,no places to show,notknown
3581,no workplaces to show,no schools to show,went to thpt đức trí,"ho chi minh city, vietnam|tân châu",male
3582,0865263183|0865263183|0865263183|0865263183|0865263183|0865263183,studied at trường đại học tài chính - marketing,no schools to show,da lat|da lat,female
3583,no workplaces to show,no schools to show,no schools to show,"ho chi minh city, vietnam",female
3584,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
3585,no workplaces to show,no schools to show,no schools to show,"ho chi minh city, vietnam|ho chi minh city, vietnam",notknown
3586,no workplaces to show,no schools to show,no schools to show,"angiang, an giang, vietnam",notknown
3587,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
3588,no workplaces to show,no schools to show,no schools to show,tân châu,notknown
3589,no workplaces to show,no schools to show,no schools to show,"phú lâm, an giang, vietnam",notknown
3590,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
3591,add a workplace,add college|add college,add high school|add high school,"add city|ho chi minh city, vietnam|phú lâm, an giang, vietnam",notknown
3592,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
3593,no workplaces to show,studied pharmacy at hutech - đại học công nghệ tp.hcm,went to thcs võ trường toản|went to thcs võ trường toản,no places to show,notknown
3594,boss at hải yến cosmetics biên hòa|boss at hải yến cosmetics biên hòa,studied tài chính ngân hàng at lac hong university,went to trường thpt nguyễn hữu cảnh,"biên hòa|ho chi minh city, vietnam",female
3595,no workplaces to show,no schools to show,no schools to show,thu dau mot|tân châu,notknown
3596,no workplaces to show,studied at nam can tho university,no schools to show,can tho|long xuyên,notknown
3597,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
3598,no workplaces to show,studied at hutech - đại học công nghệ tp.hcm,went to trường trung học phổ thông vạn tường,"binh son, quảng ngãi, vietnam|binh son, quảng ngãi, vietnam",male
3599,no workplaces to show,no schools to show,no schools to show,"phú lâm, an giang, vietnam",male
3600,worked at đội thanh niên xung kích tdtu,studies at đại học tôn đức thắng,went to trường thpt chuyên huỳnh mẫn đạt,no places to show,female
3601,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
3602,no workplaces to show,no schools to show,no schools to show,"tân an, long an",notknown
3603,no workplaces to show,no schools to show,no schools to show,"quang nam, quang nam-da nang, vietnam|thang binh",notknown
3604,no workplaces to show,no schools to show,no schools to show,"hồng ngự|phú lâm, an giang, vietnam|hồng ngự|hồng ngự",female
3605,works at park hyatt saigon|works at park hyatt saigon|works at park hyatt saigon,no schools to show,no schools to show,no places to show,female
3606,worked at step - english speaking club - hub,studied at banking university of ho chi minh city,no schools to show,no places to show,notknown
3607,works at hifriendz - cho thuê phòng và căn hộ hỗ trợ cọc,studies at trường đại học luật tp. hồ chí minh,no schools to show,da lat|da lat,female
3608,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
3609,no workplaces to show,studied at trường th thcs thpt trịnh hoài đức,no schools to show,trang bom,notknown
3610,no workplaces to show,studied công nghệ kỹ thuật ôtô. at trường cao đẳng kỹ thuật cao thắng|studied công nghệ kỹ thuật ôtô. at trường cao đẳng kỹ thuật cao thắng,"went to thpt tân châu, an giang","ho chi minh city, vietnam|tân châu",male
3611,no workplaces to show,no schools to show,no schools to show,"pleiku|quynh luu, nghệ an, vietnam",notknown
3612,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
3613,"works at huyện bàu bàng, tỉnh bình dương",no schools to show,no schools to show,"ap binh duong (1), vietnam|thanh hóa",female
