id,Workplaces,College,School,Places,Gender
2803,tân châu,no schools to show,no schools to show,"ho chi minh city, vietnam|angiang, an giang, vietnam",female
2804,no workplaces to show,no schools to show,went to thpt lê minh xuân,"bình chánh, hồ chí minh, vietnam|ho chi minh city, vietnam",male
2805,no workplaces to show,no schools to show,no schools to show,tra vinh|vung tau,male
2806,works at trường cao đẳng nghề an giang|works at trường cao đẳng nghề an giang,studies kỹ thuật máy lạnh và điều hòa không khí at trường cao đẳng nghề an giang,no schools to show,"ho chi minh city, vietnam|tân châu",male
2807,no workplaces to show,no schools to show,no schools to show,no places to show,male
2808,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
2809,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
2810,no workplaces to show,no schools to show,no schools to show,"ho chi minh city, vietnam|tân châu",female
2811,no workplaces to show,"studies at trường đại học khoa học tự nhiên, đại học quốc gia tp.hcm","went to thpt nguyễn thị minh khai, mỏ cày nam, bến tre|went to thpt nguyễn thị minh khai, mỏ cày nam, bến tre",bến tre|mo cay,female
2812,works at trường đại học an giang,studied at an giang university,went to phu lam|went to phu lam,"long xuyên|angiang, an giang, vietnam",female
2813,no workplaces to show,studies at trường đại học ngoại ngữ - tin học tp. hcm - huflit,went to trường thpt nguyễn tất thành q6,"ho chi minh city, vietnam",female
2814,no workplaces to show,no schools to show,no schools to show,"ho chi minh city, vietnam|ho chi minh city, vietnam",female
2815,works at đoàn lân sư rồng việt an châu,no schools to show,no schools to show,tân châu|tân châu,notknown
2816,no workplaces to show,no schools to show,no schools to show,no places to show,male
2817,no workplaces to show,studies khoa học máy tính - computer science at trường đại học công nghệ thông tin - đại học quốc gia tp.hcm|studies khoa học máy tính - computer science at trường đại học công nghệ thông tin - đại học quốc gia tp.hcm,no schools to show,no places to show,male
2818,works at thảo nguyên travel|works at thảo nguyên travel|works at thảo nguyên travel|works at thảo nguyên travel|works at thảo nguyên travel|works at thảo nguyên travel|works at thảo nguyên travel,studies quản trị dịch vụ du lịch & lữ hành at hufi - đại học công nghiệp thực phẩm tp.hcm,went to thpt thực hành sư phạm - đhct,"ho chi minh city, vietnam|can tho",female
2819,ai engineer at fpt software ho chi minh|ai engineer at fpt software ho chi minh,"studies at trường đại học công nghệ thông tin, đại học quốc gia thành phố hồ chí minh",no schools to show,tam ky|tam ky,notknown
2820,works at clb  b.a.s,studies at trường đại học nông lâm tp.hcm,no schools to show,di an|bến tre,female
2821,no workplaces to show,no schools to show,no schools to show,no places to show,male
2822,no workplaces to show,no schools to show,no schools to show,soc trang,male
2823,works at hutech - đại học công nghệ tp.hcm,no schools to show,no schools to show,"ho chi minh city, vietnam|quận gò vấp",notknown
2824,works at nnewi|works at nnewi|works at nnewi|works at nnewi,studies at nnewi|studies at nnewi,goes to nnewi|goes to nnewi,no places to show,male
2825,no workplaces to show,no schools to show,no schools to show,tân châu,notknown
2826,no workplaces to show,no schools to show,no schools to show,"ho chi minh city, vietnam|guangzhou shi, guangdong, china",female
2827,no workplaces to show,no schools to show,no schools to show,tân châu|tân châu,male
2828,works at an choi,studied at ăn chơi,no schools to show,"an thoi, an giang, vietnam",male
2829,no workplaces to show,studies at trường đại học công nghệ thông tin - đại học quốc gia tp.hcm,went to thpt trần hưng đạo - brvt,vung tau,male
2830,no workplaces to show,studied at trường đại học thủ dầu một,"went to thpt nguyễn thái học, chư pưh, gia lai|went to thpt nguyễn thái học, chư pưh, gia lai","thu dau mot|gia lai, gia lai, vietnam",female
2831,no workplaces to show,studied bvtv at trường đại học an giang,no schools to show,"phu my, an giang, vietnam",female
2832,no workplaces to show,no schools to show,no schools to show,no places to show,female
2833,no workplaces to show,no schools to show,no schools to show,no places to show,female
2834,works at làm việc tại thành phố hồ chí minh,no schools to show,went to trường thcs phú lâm,"ho chi minh city, vietnam|phú lâm, an giang, vietnam",female
2835,no workplaces to show,no schools to show,no schools to show,"tân châu|ho chi minh city, vietnam",male
2836,no workplaces to show,studies at trường đại học công nghệ thông tin - đại học quốc gia tp.hcm,went to thcs dong du,"gia kiem, vietnam",male
2837,no workplaces to show,studies at trường đại học y-dược cần thơ,goes to thpt lương thế vinh hậu giang,can tho|can tho,female
2838,trainer at oppo|trainer at oppo,no schools to show,went to thpt đoàn kết - hai bà trưng.hà nội,"gia lâm|hanoi, vietnam",male
2839,works at salon ngoc dieu .noi lam toc dep nhat tai quan phu nhuan .|works at salon ngoc dieu .noi lam toc dep nhat tai quan phu nhuan .,studied at trường đại học đà lạt|studied at trường đại học đà lạt,went to thpt phan đình phùng,"ho chi minh city, vietnam|thanh hóa|lâm đồng province",female
2840,"works at tân châu, an giang",no schools to show,went to trường thpt tân châu,no places to show,female
2841,no workplaces to show,studies at trường đại học nha trang,went to trường thpt chuyên lê quý đôn ninh thuận,"phan rang|phan rang-tháp chàm, ninh thuận, vietnam",notknown
2842,studying at trường đại học võ trường toản|studying at trường đại học võ trường toản|studying at trường đại học võ trường toản,no schools to show,went to trường thpt tuy phong,tuy phong|tuy phong,male
2843,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
2844,no workplaces to show,no schools to show,no schools to show,"angiang, an giang, vietnam",notknown
2845,no workplaces to show,no schools to show,went to nguyễn khuyến high school,"can tho|angiang, an giang, vietnam",female
2846,no workplaces to show,no schools to show,no schools to show,"lái thiêu|angiang, an giang, vietnam",female
2847,soc trang,no schools to show,no schools to show,soc trang|phu loc,notknown
2848,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
2849,designer at uhub network,studies information of technology (it) at trường đại học quốc tế - đại học quốc gia tp. hcm,no schools to show,no places to show,male
2850,tân châu,no schools to show,"went to thpt tân châu, an giang","angiang, an giang, vietnam|tân châu",notknown
2851,no workplaces to show,no schools to show,no schools to show,no places to show,female
2852,no workplaces to show,no schools to show,no schools to show,no places to show,female
2853,"works at phú hội, nhơn trạch",no schools to show,went to thpt ung văn khiêm,nhơn trạch,female
2854,works at học viện hàng không việt nam ( ăn hàng - ở không) vietnam aviation academy|works at học viện hàng không việt nam ( ăn hàng - ở không) vietnam aviation academy,studied at can tho university,went to truong trung hoc pho thong ischool soc trang,soc trang|soc trang,male
2855,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
2856,uv bch at đoàn - hội khoa tài chính công,studied ngành tài chính – ngân hàng (chuyên ngành hải quan và logistics) at ueh - trường đại học kinh tế tp.hcm,went to nguyễn huệ trường tôi - tp.huế|went to nguyễn huệ trường tôi - tp.huế,no places to show,female
2857,no workplaces to show,studies at trường đại học công nghệ thông tin - đại học quốc gia tp.hcm,went to chuyên lê quý đôn đà nẵng / le quy don da nang|went to chuyên lê quý đôn đà nẵng / le quy don da nang,"ho chi minh city, vietnam|da nang, vietnam",female
2858,no workplaces to show,studied điện công nghiệp at đại học giao thông vận tải tp.hcm,went to thpt thạnh hóa,"thanh hoa, long an|thanh hoa, long an",male
2859,works at trường đại học y dược huế|works at trường đại học y dược huế|works at trường đại học y dược huế,no schools to show,went to thpt chuyên lê quý đôn quảng trị,dong ha|dong ha,female
2860,no workplaces to show,no schools to show,no schools to show,"ho chi minh city, vietnam|quang nam, quang nam-da nang, vietnam",notknown
2861,no workplaces to show,no schools to show,"went to thpt nguyễn chí thanh, phú tân, an giang","angiang, an giang, vietnam|phú lâm",male
2862,no workplaces to show,no schools to show,no schools to show,"ho chi minh city, vietnam",female
2863,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
2864,no workplaces to show,studies at đại học thương mại,went to thpt thiệu hóa,"hanoi, vietnam|thanh hóa",female
2865,no workplaces to show,studied at cao đẳng du lịch sài gòn,went to thpt đức trí,"ho chi minh city, vietnam|tân châu",female
2866,works at trường trung học phổ thông phan chu trinh,studied at hitu - trường cao đẳng công thương tp.hcm,went to thpt phan chu trinh,sông cầu|sông cầu,male
2867,no workplaces to show,studies at trường đại học công nghệ thông tin - đại học quốc gia tp.hcm,went to trường thpt marie curie|went to trường thpt marie curie,"ho chi minh city, vietnam|hue, vietnam",male
2868,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
2869,no workplaces to show,studies marketing at trường đại học văn lang,no schools to show,no places to show,female
2870,no workplaces to show,studies logistics and supply  chain management at trường đại học quốc tế - đại học quốc gia tp. hcm,no schools to show,"tinh pleiku, gia lai, vietnam",notknown
2871,works at binh duong - viet nam,no schools to show,goes to trường thpt bến cát,ben cat|bắc ninh,female
2872,administrator at mộ đức 2 confession|administrator at mộ đức 2 confession,studies at trường đại học ngoại ngữ - tin học tp. hcm - huflit,no schools to show,quang ngai|quang ngai,female
2873,tân châu,no schools to show,no schools to show,tân châu|tân châu,female
2874,works at programmer,"studies at trường đại học khoa học tự nhiên, đại học quốc gia tp.hcm",went to thpt lê hồng phong-biên hòa|went to thpt lê hồng phong-biên hòa,"biên hòa|nam định, nam định, vietnam",male
2875,no workplaces to show,studied at da tung hoc truong thcsvk,went to thcs vinh xuong,"long hoa, long an, vietnam|tân châu",female
2876,pr member at mir club|pr member at mir club,studies quan hệ quốc tế at trường đại học khoa học xã hội và nhân văn - đại học quốc gia tp. hcm,went to nguyen huu cau high school|went to nguyen huu cau high school,"thành phố hồ chí minh, hồ chí minh, vietnam|hóc môn, hồ chí minh, vietnam",male
2877,no workplaces to show,studies bản đồ viễn thám & gis at trường đại học khoa học xã hội và nhân văn - đại học quốc gia tp. hcm,went to trường thpt chuyên trần hưng đạo - bình thuận|went to trường thpt chuyên trần hưng đạo - bình thuận,phan thiet|phan thiet,male
2878,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
2879,no workplaces to show,studies at trường đại học công nghệ thông tin - đại học quốc gia tp.hcm,went to trường thpt số 1 tuy phước|went to trường thpt số 1 tuy phước,"ho chi minh city, vietnam|tuy phuoc",male
2880,no workplaces to show,no schools to show,went to thpt tam nông - đồng tháp,"an long, ðồng tháp, vietnam|an long, ðồng tháp, vietnam",female
2881,giám đốc at cty trách nhiệm hữu hạn 1 thành viên,no schools to show,went to tan chau,"angiang, an giang, vietnam|tân châu",notknown
2882,no workplaces to show,no schools to show,no schools to show,tân châu,notknown
2883,no workplaces to show,no schools to show,no schools to show,no places to show,male
2884,works at nhà hát kịch sân khấu nhỏ,"studies đao diễn sân khấu, diễn viên at trường đại học sân khấu - điện ảnh tp. hồ chí minh",went to trường thpt võ văn kiệt,"ho chi minh city, vietnam|rach gia, vietnam",male
2885,no workplaces to show,no schools to show,went to trường thpt nhơn trạch,nhon trach|nhon trach,female
2886,no workplaces to show,no schools to show,no schools to show,can tho,female
2887,no workplaces to show,no schools to show,no schools to show,quang ngai,female
2888,no workplaces to show,studies quản trị kinh doanh at trường đại học văn lang|studies quản trị kinh doanh at trường đại học văn lang,no schools to show,no places to show,notknown
2889,no workplaces to show,no schools to show,no schools to show,no places to show,male
2890,works at binh duong - viet nam,studied at trường đời,"went to thpt tân châu, an giang","binh hoa, song be, vietnam|tân châu",male
2891,no workplaces to show,no schools to show,no schools to show,no places to show,male
2892,no workplaces to show,no schools to show,no schools to show,"ho chi minh city, vietnam",male
2893,no workplaces to show,no schools to show,no schools to show,"tuy hòa|hanoi, vietnam",notknown
2894,vice president at sfr - nhóm sinh viên nghiên cứu tài chính|vice president at sfr - nhóm sinh viên nghiên cứu tài chính,studies international finance at ueh - trường đại học kinh tế tp.hcm,no schools to show,no places to show,male
2895,no workplaces to show,no schools to show,no schools to show,no places to show,male
2896,nhan vien at bệnh viện đa khoa khu vực tân châu,studied nu ho sinh at đại học y dược tp hồ chí minh,"went to thpt tân châu, an giang",tân châu|tân châu,female
2897,works at binh duong - viet nam,no schools to show,no schools to show,no places to show,male
2898,no workplaces to show,no schools to show,"went to thpt tân châu, tân châu, an giang","long thuan, ðồng tháp, vietnam",notknown
2899,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
2900,no workplaces to show,studies at trường đại học công nghệ thông tin - đại học quốc gia tp.hcm,went to thpt lý tự trọng nha trang - khánh hòa,nha trang|nha trang,female
2901,no workplaces to show,no schools to show,no schools to show,no places to show,female
2902,no workplaces to show,no schools to show,no schools to show,"taichung, taiwan|taipei, taiwan",female
2903,no workplaces to show,studied at trường đại học đồng tháp,no schools to show,"ho chi minh city, vietnam|ho chi minh city, vietnam",female
2904,có 6.787 người theo dõi,studied at trường đại học nông lâm tp.hcm,no schools to show,"hanoi, vietnam|hanoi, vietnam",female
2905,works at pmp english,studied at đại học bách khoa tp hồ chí minh,no schools to show,"ho chi minh city, vietnam",notknown
2906,worked at trường thpt tân châu,no schools to show,went to trường thpt tân châu,tân châu,female
2907,works at tp. hcm,studied at trường thcs phú lâm,no schools to show,"angiang, an giang, vietnam|phú lâm",notknown
2908,"ho chi minh city, vietnam",no schools to show,went to nguyễn thị minh khai high school,"ho chi minh city, vietnam|ho chi minh city, vietnam",female
2909,no workplaces to show,no schools to show,went to thpt duc tri,"củ chi, hồ chí minh, vietnam|angiang, an giang, vietnam",female
2910,siêu công nghệ,studied at hutech - đại học công nghệ tp.hcm,no schools to show,"ho chi minh city, vietnam",notknown
2911,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
2912,uỷ viên bch at đoàn - hội khoa học máy tính uit,"studied khoa học máy tính at trường đại học công nghệ thông tin, đại học quốc gia thành phố hồ chí minh",went to thpt xuân lộc,"xuân lộc, ðồng nai, vietnam|xuân lộc, ðồng nai, vietnam",female
2913,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
2914,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
2915,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
2916,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
2917,trường đại học marketing hà nội|trường đại học marketing hà nội,no schools to show,no schools to show,"hanoi, vietnam|hà tĩnh",notknown
2918,no workplaces to show,studied at đại học tôn đức thắng,went to ngô thời nhiệm school,"cam ranh port, khánh hòa, vietnam|thái bình",notknown
2919,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
2920,no workplaces to show,no schools to show,no schools to show,"ho chi minh city, vietnam|tân châu",female
2921,tân châu,no schools to show,no schools to show,"tân châu|angiang, an giang, vietnam",notknown
2922,ban chương trình at the phiêu linh project|ban chương trình at the phiêu linh project|ban chương trình at the phiêu linh project|ban chương trình at the phiêu linh project|ban chương trình at the phiêu linh project|ban chương trình at the phiêu linh project|ban chương trình at the phiêu linh project,studies marketing at ueh - trường đại học kinh tế tp.hcm,went to thpt mạc đĩnh chi - quận 6|went to thpt mạc đĩnh chi - quận 6,"ho chi minh city, vietnam",female
2923,works at khu công nghiệp long giang,studied at trị nám tận gốc,goes to thpt đức trí,"tân lý tây, tiền giang, vietnam|tân châu",female
2924,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
2925,tk shop_ chuyên phụ kiện điện thoại,studies at trường đại học giao thông vận tải tp.hcm,went to trường thpt vĩnh kim - châu thành - tiền giang,"ho chi minh city, vietnam|châu thành, tiền giang, vietnam",male
2926,works at thành phố sa đéc,no schools to show,went to thpt thị xã sa đéc,sa đéc,notknown
2927,works at tiktok|works at tiktok|works at tiktok,no schools to show,went to thpt pham quang tham,"thái bình|hanoi, vietnam",notknown
2928,no workplaces to show,studied at cựu sv & sinh viên trường đại học sư phạm kỹ thuật tp.hcm,goes to cựu học sinh collège de mytho - thpt nguyễn đình chiểu|goes to cựu học sinh collège de mytho - thpt nguyễn đình chiểu,my tho|my tho,female
2929,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
2930,no workplaces to show,no schools to show,went to trường thcs phú lâm,"phú lâm, an giang, vietnam",female
2931,no workplaces to show,no schools to show,no schools to show,no places to show,female
2932,no workplaces to show,no schools to show,"went to thpt chuẩn quốc gia võ trường toản - p. hiệp thành, q12,...",no places to show,female
2933,học sinh at meta,studied at tân châu,goes to trường thcs phú lâm|goes to trường thcs phú lâm,"angiang, an giang, vietnam|phú lâm",female
2934,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
2935,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
2936,u minh cốc|u minh cốc,no schools to show,went to trường thpt hồ thị kỷ - cà mau|went to trường thpt hồ thị kỷ - cà mau,"cà mau|quang nam, quang nam-da nang, vietnam|bac lieu",male
2937,works at young leader forum - ylf dir lower|works at young leader forum - ylf dir lower|works at young leader forum - ylf dir lower|works at young leader forum - ylf dir lower|works at young leader forum - ylf dir lower,studies ietls at ila vietnam|studies ietls at ila vietnam|studies ietls at ila vietnam,went to thpt quang trung - bình thuận,"ho chi minh city, vietnam|tánh linh, bình thuận, vietnam|đức phú tánh linh bình thuân",female
2938,no workplaces to show,no schools to show,no schools to show,"hanoi, vietnam",notknown
2939,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
2940,no workplaces to show,no schools to show,no schools to show,"quận 10|xuân lộc, ðồng nai, vietnam",notknown
2941,works at vinai research,studies computer science at ho chi minh city university of information technology|studies computer science at ho chi minh city university of information technology,went to thpt chuyên lê quý đôn quảng trị,dong ha|dong ha,male
2942,no workplaces to show,studies at trường đại học sư phạm kĩ thuật thành phố hcm,no schools to show,no places to show,male
2943,former bí thư at đoàn trường thpt nguyễn hữu huân|former bí thư at đoàn trường thpt nguyễn hữu huân,"studies khoa học máy tính at trường đại học công nghệ thông tin, đại học quốc gia thành phố hồ chí minh",went to thpt nguyễn hữu huân,"ho chi minh city, vietnam|hồng ngự",male
2944,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
2945,no workplaces to show,studied at đại học tôn đức thắng,no schools to show,"thủ đức, hồ chí minh, vietnam|di an",notknown
2946,mmtt at trường đại học công nghệ thông tin - đại học quốc gia tp.hcm|mmtt at trường đại học công nghệ thông tin - đại học quốc gia tp.hcm,no schools to show,went to thpt số 1 tư nghĩa,"quang ngai|thủ đức, thành phố hồ chí minh",female
2947,trung tâm chính trị thị ủy tân châu|trung tâm chính trị thị ủy tân châu,studied at học viện hành chính quốc gia|studied at học viện hành chính quốc gia|studied at học viện hành chính quốc gia,"went to thpt tân châu, an giang","angiang, an giang, vietnam|hồng ngự",male
2948,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
2949,owner and founder at ielts lisa junior & kid - tiếng anh học thuật cho thiếu niên và thiếu nhi|owner and founder at ielts lisa junior & kid - tiếng anh học thuật cho thiếu niên và thiếu nhi,studies master of education at edith cowan university (ecu)|studies master of education at edith cowan university (ecu)|studies master of education at edith cowan university (ecu),no schools to show,biên hòa|biên hòa,female
2950,works at green+ club,studies at trường đại học y khoa phạm ngọc thạch,went to trường thpt chuyên nguyễn đình chiểu - đồng tháp|went to trường thpt chuyên nguyễn đình chiểu - đồng tháp,sa đéc|sa đéc,male
2951,no workplaces to show,no schools to show,no schools to show,no places to show,female
2952,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
2953,"tân an, long an",studied at thpt phan văn đạt,went to trường thpt phan văn đạt,"ho chi minh city, vietnam|tân an, long an",notknown
2954,no workplaces to show,studies sư phạm - khoa giáo dục tiểu học at đại học đồng nai,"went to trường thcs hòa bình, trảng bom, đồng nai|went to trường thcs hòa bình, trảng bom, đồng nai|went to trường thcs hòa bình, trảng bom, đồng nai",biên hòa|hà tĩnh,notknown
2955,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
2956,former chief executive officer at tphcm,no schools to show,went to trường thpt quang trung,"ho chi minh city, vietnam|ho chi minh city, vietnam",notknown
2957,no workplaces to show,no schools to show,"went to thpt tân châu, an giang","ho chi minh city, vietnam|tân châu",female
2958,quản trị dịch vụ du lịch và lữ hành at thành phố hồ chí minh,no schools to show,no schools to show,"gò dầu hạ, tây ninh, vietnam",female
2959,no workplaces to show,no schools to show,"went to thpt tân châu, an giang",tân châu|tân châu,female
2960,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
2961,"works at đức hoà, long an",studied at hutech - đại học công nghệ tp.hcm,went to thpt duc tri,"ho chi minh city, vietnam|tân châu",male
2962,works at hutech - đại học công nghệ tp.hcm,studied at học viện kỹ thuật quân sự,went to trường thpt tân an,no places to show,male
2963,no workplaces to show,no schools to show,no schools to show,no places to show,female
2964,no workplaces to show,no schools to show,no schools to show,no places to show,male
2965,no workplaces to show,studied at trường đại học công nghệ thông tin - đại học quốc gia tp.hcm,went to thpt tân an,no places to show,male
2966,no workplaces to show,studied quản trị kinh doanh at đại học kinh tế - kỹ thuật bình dương,no schools to show,quy nhon|quy nhon,female
2967,no workplaces to show,no schools to show,went to thpt tân châu,"tân châu|angiang, an giang, vietnam|tân châu",female
2968,no workplaces to show,no schools to show,no schools to show,"ho chi minh city, vietnam|phú lâm, an giang, vietnam",female
2969,teacher at stemhouse education|teacher at stemhouse education,studies khoa ngôn ngữanh - at hutech - đại học công nghệ tp.hcm,"went to thpt tân châu, tân châu, an giang","ho chi minh city, vietnam|bình phước province",female
2970,,,,,
2971,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
2972,no workplaces to show,studied giáo dục mầm non at trường cao đẳng sư phạm trung ương - nha trang,went to thpt nguyễn văn linh,kon tum|dong hoa,female
2973,no workplaces to show,no schools to show,no schools to show,quang ngai,notknown
2974,tân châu,no schools to show,"went to thpt tân châu, tân châu, an giang",tân châu|tân châu,female
2975,no workplaces to show,studied công nghệ kỹ thuật hóa học at trường đại học nông lâm tp.hcm|studied công nghệ kỹ thuật hóa học at trường đại học nông lâm tp.hcm,no schools to show,"ho chi minh city, vietnam|sa đéc",notknown
2976,no workplaces to show,no schools to show,no schools to show,no places to show,male
2977,no workplaces to show,no schools to show,no schools to show,"ho chi minh city, vietnam",notknown
2978,"works at thpt tân châu, tân châu, an giang",no schools to show,"went to thpt tân châu, tân châu, an giang",tân châu,female
2979,no workplaces to show,no schools to show,no schools to show,"ho chi minh city, vietnam|hue, vietnam",male
2980,no workplaces to show,no schools to show,no schools to show,long khanh|long khanh,female
2981,no workplaces to show,no schools to show,no schools to show,tân châu,notknown
2982,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
2983,brand marketing intern at heineken vietnam|brand marketing intern at heineken vietnam|brand marketing intern at heineken vietnam|brand marketing intern at heineken vietnam|brand marketing intern at heineken vietnam|brand marketing intern at heineken vietnam,studies at ueh - trường đại học kinh tế tp.hcm,no schools to show,"ho chi minh city, vietnam",female
2984,works at avery dennison,studied kinh tế quốc tế at trường đại học an giang,"went to thpt nguyễn chí thanh, phú tân, an giang","long xuyên|angiang, an giang, vietnam",female
2985,no workplaces to show,studied luật thương mại at trường đại học cần thơ,"went to thpt vĩnh xương, tân châu, an giang","angiang, an giang, vietnam|angiang, an giang, vietnam",male
2986,former magic design at công ty tnhh pouyuen vietnam,studied information of technology (it) at hutech - đại học công nghệ tp.hcm|studied information of technology (it) at hutech - đại học công nghệ tp.hcm,no schools to show,no places to show,notknown
2987,no workplaces to show,studied at đại học y khoa phạm ngọc thạch,went to đội báo chí truyền thông lê thánh tông|went to đội báo chí truyền thông lê thánh tông,"ho chi minh city, vietnam",notknown
2988,worked at le voyage coffee & bakery,no schools to show,"went to thpt tân châu, an giang","cao lãnh|long thuan, ðồng tháp, vietnam",male
2989,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
