id1,id2,weight
437,4045,1
438,10675,1
439,19122,1
440,2326,1
441,3685,1
442,1762,1
446,3289,1
447,18488,1
448,1800,1
449,1941,1
451,7521,1
452,11047,1
455,19122,1
457,10170,1
459,5945,1
460,17911,1
462,3168,1
464,3013,1
465,19669,1
465,7992,1
465,7512,1
465,10014,1
467,2326,1
467,14433,1
468,3168,1
470,3370,1
471,1167,1
477,17798,1
478,3954,1
482,4045,1
483,16589,1
484,18479,1
485,3370,1
485,3289,1
485,1749,1
489,18414,1
489,855,1
491,11485,1
494,532,1
495,17660,1
500,6845,1
503,17911,1
504,2909,1
506,18288,1
508,1800,1
509,12701,1
510,1749,1
512,19039,1
513,11025,1
515,1769,1
516,18598,1
517,17911,1
517,10431,1
517,18586,1
518,9079,1
522,14644,1
523,16736,1
525,1713,1
527,5249,1
529,2709,1
530,1762,1
532,14219,1
532,17043,1
532,10768,1
532,620,1
532,12422,1
532,1643,1
532,970,1
532,5356,1
532,6963,1
532,17669,1
532,2844,1
532,8630,1
532,4085,1
532,9336,1
532,4962,1
532,7026,1
532,7077,1
532,2787,1
532,15349,1
532,10398,1
532,5889,1
532,12092,1
532,18407,1
532,14550,1
532,5697,1
532,18787,1
532,1688,1
532,19182,1
532,2336,1
532,3129,1
532,11661,1
532,19028,1
532,10187,1
532,5933,1
532,10761,1
532,3100,1
532,9240,1
532,6381,1
532,18877,1
532,17541,1
532,14233,1
532,17605,1
532,14052,1
532,2695,1
532,18735,1
532,6905,1
532,14267,1
532,2161,1
532,8217,1
532,12504,1
532,19399,1
532,11658,1
532,5948,1
532,1910,1
532,13437,1
532,10568,1
532,12779,1
532,1304,1
532,19589,1
532,19123,1
532,10159,1
532,11588,1
532,823,1
532,4042,1
532,18190,1
532,18451,1
532,1271,1
532,4642,1
532,973,1
532,10884,1
532,19418,1
532,17665,1
532,6166,1
532,12644,1
532,11079,1
532,12455,1
532,5337,1
534,10150,1
535,10170,1
538,11070,1
541,17798,1
542,11969,1
543,19048,1
544,4151,1
544,18485,1
546,14653,1
546,1167,1
547,4289,1
548,14567,1
549,7138,1
550,11221,1
551,9404,1
552,16648,1
553,7257,1
555,6287,1
558,19563,1
560,18656,1
561,1380,1
561,3610,1
561,19402,1
561,14424,1
561,19110,1
561,10431,1
561,4310,1
561,10014,1
561,5624,1
561,3168,1
561,9037,1
561,3591,1
561,10159,1
562,2728,1
563,2326,1
564,17374,1
565,10641,1
565,5897,1
568,16954,1
568,10317,1
568,15490,1
568,10641,1
568,4131,1
568,7538,1
568,8291,1
568,5897,1
568,1968,1
568,14370,1
568,1021,1
568,11351,1
568,1167,1
568,2175,1
568,2588,1
568,12422,1
568,13454,1
568,10376,1
568,18489,1
568,3168,1
568,15635,1
568,1643,1
568,10159,1
569,14049,1
570,14644,1
570,7257,1
573,18656,1
575,1167,1
576,17374,1
578,6077,1
579,19048,1
580,10150,1
581,8689,1
582,7770,1
583,16954,1
584,13678,1
585,19014,1
586,13454,1
587,9404,1
588,6120,1
590,6868,1
594,7521,1
595,6646,1
595,10173,1
597,1749,1
601,8189,1
602,3342,1
603,14249,1
605,14690,1
606,2709,1
610,11351,1
611,7521,1
614,1941,1
615,3591,1
615,8689,1
615,10159,1
616,5945,1
616,15612,1
618,12891,1
619,12422,1
620,10317,1
620,18488,1
620,17911,1
620,18586,1
620,12187,1
620,13454,1
620,19277,1
620,10159,1
625,5991,1
628,19039,1
629,18414,1
629,5945,1
629,5624,1
629,2175,1
629,19122,1
630,14249,1
631,5897,1
633,12187,1
634,13885,1
636,17304,1
637,3954,1
638,855,1
640,10675,1
642,4045,1
645,14438,1
646,5945,1
648,2728,1
650,14424,1
651,3610,1
651,11221,1
651,8353,1
653,19563,1
656,19167,1
658,6077,1
659,14644,1
660,13885,1
666,6324,1
669,14424,1
671,7992,1
675,8353,1
676,13885,1
677,11969,1
678,3370,1
679,11969,1
680,17149,1
681,5897,1
682,11607,1
683,17374,1
684,11735,1
684,12796,1
684,6077,1
684,14545,1
684,18037,1
684,3013,1
684,10170,1
684,18159,1
684,18489,1
684,10150,1
685,14433,1
685,7521,1
686,855,1
690,14249,1
691,5778,1
693,10641,1
695,11969,1
698,15597,1
699,18414,1
702,2969,1
703,14653,1
704,3289,1
705,5945,1
707,12422,1
708,15490,1
709,5945,1
709,7495,1
711,19110,1
712,2909,1
713,10431,1
713,14438,1
713,19122,1
715,19122,1
719,11221,1
721,16648,1
722,13934,1
724,7992,1
725,8689,1
726,18598,1
727,4131,1
728,18159,1
731,10675,1
731,10150,1
732,12891,1
733,1762,1
734,11969,1
735,6868,1
736,3289,1
737,4144,1
741,3610,1
741,19014,1
741,19402,1
741,7512,1
741,14438,1
741,3168,1
741,6868,1
741,6646,1
741,18497,1
741,8353,1
741,5991,1
741,5873,1
741,10159,1
743,10431,1
744,19669,1
745,12187,1
746,13885,1
747,18261,1
748,17965,1
749,19277,1
750,5624,1
752,10014,1
754,5879,1
756,14567,1
758,17965,1
760,1749,1
762,4151,1
763,2728,1
764,17304,1
765,7521,1
770,1380,1
771,6845,1
772,18414,1
772,7495,1
773,8353,1
775,18479,1
776,13934,1
777,7992,1
777,18586,1
778,1021,1
779,1749,1
780,17374,1
782,19599,1
785,8291,1
786,17911,1
789,4310,1
792,18485,1
794,19669,1
794,17911,1
795,16736,1
796,15490,1
797,12796,1
797,18585,1
797,3289,1
797,18037,1
797,3013,1
797,18159,1
797,10150,1
797,6845,1
797,10159,1
798,2588,1
799,1107,1
800,9404,1
801,6077,1
802,17798,1
803,11351,1
804,1769,1
805,7138,1
807,4310,1
809,3685,1
811,17911,1
811,4151,1
811,4310,1
811,5897,1
811,3399,1
811,16018,1
811,14433,1
811,18497,1
811,8353,1
812,18489,1
813,18656,1
814,15490,1
815,10317,1
815,1968,1
815,10376,1
816,14049,1
817,3399,1
818,3342,1
819,14249,1
820,12422,1
822,7770,1
825,855,1
828,6845,1
829,855,1
830,2326,1
834,12240,1
835,2588,1
836,11047,1
839,3342,1
840,855,1
841,3370,1
843,12422,1
844,1107,1
845,15981,1
846,10317,1
849,3399,1
851,10641,1
853,19039,1
854,15981,1
855,2382,1
855,1098,1
855,16954,1
855,12840,1
855,12512,1
855,8913,1
855,4069,1
855,6784,1
855,14514,1
855,19110,1
855,19167,1
855,11809,1
855,5252,1
855,13758,1
855,7171,1
855,9143,1
855,15022,1
855,6910,1
855,16520,1
855,13678,1
855,13405,1
855,1051,1
855,19099,1
855,18489,1
855,1721,1
855,14438,1
855,12181,1
855,18922,1
855,7983,1
855,5382,1
855,10493,1
855,7003,1
855,10119,1
855,1840,1
855,18047,1
855,18246,1
855,11617,1
855,12000,1
855,8073,1
855,1673,1
855,12360,1
855,6615,1
855,12519,1
855,1614,1
855,9666,1
855,8595,1
855,17795,1
855,7055,1
855,6507,1
855,14938,1
855,3428,1
855,3677,1
855,17613,1
855,19470,1
855,7507,1
855,2736,1
855,7935,1
855,12124,1
855,3777,1
855,17416,1
855,7549,1
855,1908,1
855,2202,1
855,14089,1
855,17817,1
855,14871,1
855,7508,1
855,17223,1
855,14619,1
855,10410,1
855,18376,1
855,15128,1
855,3741,1
855,6738,1
855,2030,1
855,15041,1
855,6466,1
855,11475,1
855,4335,1
855,16898,1
855,7468,1
855,12081,1
855,7222,1
855,10894,1
855,2822,1
855,12300,1
855,7255,1
855,10159,1
856,4144,1
857,19599,1
858,1167,1
861,5249,1
862,7512,1
862,11070,1
862,18497,1
864,11025,1
864,18497,1
865,10170,1
866,10014,1
867,19110,1
869,9079,1
870,18037,1
871,7770,1
872,3954,1
875,16648,1
876,5945,1
879,19122,1
880,15490,1
880,4144,1
882,3610,1
883,15981,1
884,11607,1
886,14644,1
886,1749,1
888,17660,1
889,7495,1
890,5873,1
891,16954,1
891,6910,1
894,11070,1
896,6183,1
897,19122,1
898,9404,1
899,11969,1
904,14690,1
907,14545,1
908,14644,1
908,7257,1
911,18414,1
911,18586,1
912,19563,1
913,1167,1
914,8291,1
915,12701,1
916,16648,1
917,19563,1
918,17965,1
919,16630,1
921,16685,1
921,3610,1
921,13678,1
921,17911,1
921,11221,1
921,19402,1
921,6324,1
921,10431,1
921,16018,1
921,15491,1
921,10173,1
921,3168,1
921,16989,1
921,1643,1
921,6183,1
921,10159,1
922,3591,1
922,16685,1
922,13934,1
922,3168,1
922,19167,1
922,11070,1
922,5879,1
922,13113,1
922,18497,1
922,8353,1
922,19277,1
922,4289,1
922,5991,1
922,19014,1
922,5873,1
922,10159,1
923,12796,1
923,6863,1
923,3013,1
923,7138,1
923,6845,1
924,11969,1
925,18106,1
926,14545,1
927,11485,1
931,7770,1
932,6093,1
933,17374,1
934,5778,1
934,18585,1
934,10675,1
934,19563,1
935,3289,1
935,10170,1
938,19669,1
940,15490,1
940,10641,1
940,15612,1
940,18488,1
940,13678,1
940,11221,1
940,7538,1
940,4045,1
940,19167,1
940,1968,1
940,1167,1
940,10014,1
940,16648,1
940,13454,1
940,1643,1
940,11047,1
940,16630,1
940,10159,1
941,17911,1
942,5991,1
943,18656,1
945,15612,1
946,11221,1
946,16018,1
947,16736,1
948,13454,1
949,17304,1
951,16630,1
952,18288,1
953,1107,1
954,12187,1
955,15612,1
956,12701,1
959,3370,1
964,11351,1
967,18288,1
969,6868,1
970,19402,1
972,6868,1
975,10317,1
976,12796,1
979,6646,1
981,13454,1
982,2588,1
983,18485,1
986,16736,1
987,17965,1
989,5879,1
989,4289,1
989,5897,1
991,18488,1
993,11485,1
994,19132,1
994,10150,1
998,4045,1
999,2709,1
1000,14644,1
1000,7257,1
1001,13113,1
1002,6910,1
1003,12891,1
1006,16954,1
1006,3591,1
1006,18489,1
1006,3168,1
1006,15981,1
1006,14424,1
1006,11070,1
1006,12701,1
1006,19048,1
1006,4310,1
1006,10159,1
1007,16954,1
1009,14049,1
1010,10317,1
1010,2588,1
1011,6868,1
1012,3370,1
1012,11607,1
1012,12796,1
1012,6077,1
1012,14545,1
1012,6863,1
1012,19599,1
1012,18037,1
1012,3013,1
1012,10675,1
1012,10170,1
1012,7138,1
1012,18159,1
1012,14433,1
1012,19132,1
1012,10150,1
1014,2588,1
1015,13454,1
1016,1107,1
1018,8291,1
1019,12796,1
1020,19402,1
1021,14219,1
1021,10317,1
1021,18600,1
1021,10641,1
1021,4131,1
1021,17043,1
1021,16407,1
1021,6918,1
1021,7538,1
1021,1968,1
1021,7020,1
1021,12187,1
1021,17524,1
1021,3640,1
1021,2729,1
1021,8017,1
1021,11878,1
1021,7352,1
1021,7400,1
1021,3969,1
1021,17545,1
1021,11462,1
1021,14362,1
1021,7640,1
1021,6704,1
1021,12162,1
1021,7097,1
1021,11268,1
1021,7422,1
1021,6890,1
1021,11710,1
1021,10722,1
1021,2145,1
1021,17451,1
1021,3150,1
1021,13910,1
1021,6864,1
1021,6866,1
1021,5148,1
1021,17800,1
1021,13662,1
1021,12079,1
1021,18352,1
1021,7295,1
1021,14226,1
1021,13930,1
1021,4666,1
1021,18638,1
1021,17206,1
1021,2753,1
1021,14914,1
1021,11270,1
1021,7384,1
1021,17019,1
1021,18930,1
1021,1604,1
1021,19297,1
1021,14265,1
1021,5985,1
1021,6162,1
1021,16710,1
1021,18057,1
1021,9952,1
1021,3108,1
1021,10477,1
1021,16931,1
1021,1922,1
1021,3053,1
1021,12287,1
1021,4528,1
1021,15670,1
1021,7733,1
1021,12382,1
1021,3382,1
1021,9877,1
1021,3206,1
1021,7543,1
1021,15135,1
1021,16338,1
1021,1229,1
1021,3589,1
1021,3286,1
1021,2168,1
1021,14974,1
1021,14155,1
1021,5552,1
1021,10497,1
1021,15185,1
1021,13066,1
1021,11508,1
1021,10159,1
1024,3289,1
1024,18159,1
1026,17374,1
1028,16589,1
1030,17798,1
1031,3685,1
1032,17965,1
1034,18656,1
1035,11351,1
1036,18288,1
1038,6093,1
1043,4144,1
1045,6077,1
1046,18488,1
1048,7521,1
1050,19167,1
1051,18414,1
1051,16685,1
1051,3610,1
1051,19014,1
1051,2728,1
1051,13678,1
1051,19402,1
1051,6324,1
1051,2969,1
1051,14424,1
1051,19110,1
1051,10431,1
1051,2175,1
1051,14567,1
1051,15981,1
1051,7495,1
1051,15491,1
1051,10173,1
1051,3168,1
1051,16989,1
1051,9037,1
1051,5991,1
1051,10159,1
1052,18585,1
1052,19563,1
1053,5624,1
1054,4144,1
1056,14049,1
1057,19132,1
1058,11735,1
1059,11351,1
1060,2909,1
1061,11485,1
1062,12422,1
1063,2175,1
1064,3342,1
1065,5778,1
1066,12796,1
1068,7138,1
1069,14249,1
1070,4045,1
1071,14690,1
1073,6646,1
1077,19599,1
1078,14370,1
1079,7521,1
1081,3168,1
1085,9079,1
1086,15490,1
1086,5897,1
1087,9037,1
1087,14653,1
1090,7521,1
1094,10170,1
1096,17911,1
1098,18586,1
1098,16018,1
1098,15597,1
1098,16954,1
1098,11809,1
1098,11047,1
1098,19277,1
1098,19014,1
1098,7992,1
1098,10159,1
1099,14545,1
1101,4144,1
1102,1800,1
1102,6077,1
1102,6863,1
1102,3013,1
1102,10170,1
1102,7138,1
1102,1749,1
1102,10150,1
1102,6845,1
1103,15981,1
1106,17374,1
1107,7770,1
1107,14631,1
1107,5289,1
1107,2059,1
1107,19173,1
1107,17033,1
1107,6260,1
1107,5971,1
1107,18819,1
1107,15466,1
1107,14384,1
1107,17430,1
1107,8040,1
1107,3495,1
1107,9184,1
1107,15004,1
1107,13690,1
1107,17122,1
1107,6554,1
1107,19394,1
1107,14501,1
1107,6398,1
1107,11822,1
1107,6123,1
1107,18899,1
1107,14775,1
1107,7378,1
1107,11542,1
1107,10305,1
1107,11365,1
1107,11711,1
1107,6232,1
1107,16318,1
1107,12389,1
1107,11435,1
1107,5435,1
1107,8433,1
1107,9524,1
1107,9298,1
1107,11039,1
1107,10492,1
1107,2750,1
1107,17221,1
1107,6976,1
1107,19524,1
1107,7654,1
1107,5084,1
1107,19611,1
1107,15320,1
1107,7133,1
1107,15685,1
1107,8000,1
1107,3330,1
1107,18410,1
1107,19588,1
1107,4169,1
1107,10539,1
1107,1239,1
1107,13946,1
1107,3411,1
1107,10860,1
1107,11632,1
1107,19003,1
1107,14069,1
1107,9873,1
1107,9624,1
1107,5768,1
1107,18774,1
1107,10026,1
1107,17321,1
1107,12219,1
1107,5623,1
1107,12088,1
1107,5438,1
1107,12305,1
1107,3971,1
1107,15244,1
1107,7644,1
1107,16135,1
1107,15074,1
1107,3079,1
1107,12350,1
1107,15522,1
1107,13549,1
1107,11911,1
1107,13741,1
1107,16280,1
1107,17190,1
1107,5961,1
1107,11517,1
1107,11959,1
1107,10111,1
1107,4712,1
1107,19608,1
1107,14606,1
1107,18803,1
1107,1136,1
1107,12024,1
1107,18833,1
1107,12189,1
1107,1282,1
1107,17424,1
1107,10159,1
1110,12240,1
1112,6183,1
1114,11485,1
1116,16018,1
1117,2588,1
1118,5249,1
1119,13885,1
1120,19402,1
1121,18106,1
1125,19167,1
1126,14653,1
1127,10173,1
1128,12422,1
1130,11047,1
1131,15490,1
1132,19563,1
1133,14370,1
1137,2175,1
1139,17798,1
1143,10675,1
1149,10641,1
1150,1749,1
1153,2588,1
1156,18497,1
1157,13113,1
1158,6868,1
1159,10173,1
1160,18585,1
1163,11221,1
1163,19402,1
1163,6183,1
1164,5945,1
1165,8189,1
1166,14690,1
1167,16954,1
1167,12512,1
1167,3591,1
1167,17043,1
1167,17528,1
1167,4069,1
1167,8074,1
1167,2001,1
1167,7967,1
1167,15143,1
1167,13678,1
1167,6324,1
1167,10768,1
1167,11748,1
1167,5252,1
1167,13934,1
1167,12453,1
1167,1641,1
1167,9143,1
1167,15827,1
1167,2490,1
1167,14370,1
1167,18586,1
1167,5873,1
1167,6183,1
1167,6586,1
1167,11523,1
1167,6910,1
1167,13061,1
1167,3640,1
1167,14690,1
1167,8689,1
1167,3168,1
1167,16989,1
1167,11958,1
1167,10493,1
1167,6389,1
1167,4352,1
1167,17008,1
1167,1620,1
1167,14409,1
1167,19664,1
1167,3442,1
1167,14197,1
1167,3429,1
1167,4727,1
1167,2064,1
1167,14535,1
1167,8228,1
1167,1811,1
1167,15474,1
1167,16857,1
1167,13411,1
1167,4961,1
1167,17826,1
1167,7792,1
1167,18945,1
1167,2201,1
1167,17284,1
1167,2746,1
1167,2234,1
1167,18036,1
1167,2594,1
1167,16749,1
1167,10922,1
1167,12194,1
1167,11442,1
1167,10360,1
1167,12783,1
1167,11923,1
1167,14286,1
1167,12673,1
1167,10961,1
1167,7303,1
1167,16507,1
1167,3347,1
1167,14085,1
1167,3546,1
1167,19282,1
1167,6979,1
1167,14264,1
1167,6722,1
1167,11006,1
1167,6244,1
1167,18133,1
1167,10592,1
1167,17115,1
1167,8323,1
1167,9600,1
1167,1689,1
1167,8137,1
1167,6012,1
1167,14423,1
1167,13890,1
1167,18661,1
1167,4255,1
1167,9675,1
1167,13534,1
1167,3619,1
1167,19458,1
1167,17913,1
1167,1520,1
1167,5624,1
1167,12941,1
1167,3043,1
1167,16589,1
1167,15981,1
1167,10159,1
1168,16589,1
1169,7538,1
1170,11485,1
1171,3370,1
1172,13885,1
1173,1762,1
1175,6093,1
1177,3399,1
1178,3289,1
1179,1380,1
1181,5778,1
1183,2728,1
1184,10014,1
1187,4310,1
1188,17304,1
1189,14370,1
1190,18106,1
1192,3342,1
1194,14370,1
1195,17149,1
1196,12240,1
1197,17304,1
1199,2175,1
1200,5945,1
1201,5873,1
1206,11047,1
1207,17149,1
1210,14690,1
1212,2175,1
1214,16954,1
1214,1380,1
1214,12701,1
1214,13678,1
1214,19402,1
1214,2969,1
1214,14424,1
1214,19110,1
1214,10431,1
1214,4310,1
1214,6910,1
1214,14433,1
1214,5624,1
1214,7521,1
1214,18485,1
1214,15491,1
1214,18489,1
1215,3289,1
1216,8353,1
1218,16954,1
1218,16685,1
1218,18586,1
1218,13934,1
1218,3399,1
1218,19167,1
1218,19277,1
1218,17911,1
1218,14690,1
1218,10159,1
1219,8353,1
1222,1762,1
1223,2969,1
1224,17798,1
1230,4289,1
1231,1749,1
1234,18159,1
1236,11809,1
1238,4131,1
1239,7770,1
1241,18656,1
1242,6077,1
1242,6845,1
1246,13454,1
1248,7538,1
1251,11607,1
1252,3954,1
1253,7521,1
1254,6863,1
1256,13885,1
1257,11969,1
1258,18489,1
1259,16736,1
1261,8017,1
1262,11735,1
1263,13934,1
1264,3289,1
1265,4131,1
1265,12422,1
1266,13934,1
1268,16648,1
1269,11485,1
1272,16018,1
1273,16954,1
1273,12701,1
1273,19014,1
1273,14424,1
1273,19110,1
1273,11809,1
1273,4310,1
1273,11070,1
1273,6910,1
1273,14433,1
1273,5624,1
1273,19048,1
1273,15981,1
1273,18489,1
1274,2969,1
1275,12796,1
1275,18037,1
1275,3013,1
1276,3610,1
1278,8291,1
1279,3370,1
1280,3610,1
1280,19014,1
1280,7538,1
1281,17149,1
1283,6868,1
1285,6646,1
1286,1968,1
1289,12187,1
1291,5879,1
1292,12240,1
1293,7992,1
1295,18598,1
1296,6863,1
1296,5778,1
1296,3013,1
1296,19563,1
1296,12891,1
1296,6845,1
1296,3591,1
1296,10159,1
1297,2175,1
1299,19132,1
1301,12187,1
1301,1769,1
1305,3342,1
1306,19563,1
1307,10317,1
1307,3591,1
1307,16685,1
1307,19014,1
1307,18488,1
1307,13678,1
1307,19402,1
1307,6324,1
1307,2969,1
1307,8291,1
1307,19277,1
1307,18586,1
1307,6868,1
1307,3954,1
1307,2175,1
1307,12422,1
1307,14567,1
1307,10014,1
1307,15635,1
1307,1643,1
1307,6646,1
1307,19122,1
1307,16630,1
1307,10159,1
1308,12422,1
1311,8017,1
1312,15981,1
1314,17660,1
1315,11351,1
1316,14249,1
1319,16736,1
1321,19122,1
1322,14433,1
1325,14545,1
1326,12187,1
1327,18414,1
1329,14249,1
1330,12422,1
1332,1762,1
1334,3370,1
1336,16648,1
1337,18037,1
1338,11070,1
1340,14644,1
1341,19599,1
1344,7512,1
1346,11607,1
1347,18485,1
1348,4289,1
1349,13885,1
1350,12422,1
1352,6910,1
1353,18489,1
